"chance_of_playing_next_round","chance_of_playing_this_round","code","cost_change_event","cost_change_event_fall","cost_change_start","cost_change_start_fall","dreamteam_count","element_type","ep_next","ep_this","event_points","first_name","form","id","in_dreamteam","news","news_added","now_cost","photo","points_per_game","second_name","selected_by_percent","special","squad_number","status","team","team_code","total_points","transfers_in","transfers_in_event","transfers_out","transfers_out_event","value_form","value_season","web_name","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","starts","expected_goals","expected_assists","expected_goal_involvements","expected_goals_conceded","influence_rank","influence_rank_type","creativity_rank","creativity_rank_type","threat_rank","threat_rank_type","ict_index_rank","ict_index_rank_type","corners_and_indirect_freekicks_order","corners_and_indirect_freekicks_text","direct_freekicks_order","direct_freekicks_text","penalties_order","penalties_text","expected_goals_per_90","saves_per_90","expected_assists_per_90","expected_goal_involvements_per_90","expected_goals_conceded_per_90","goals_conceded_per_90","now_cost_rank","now_cost_rank_type","form_rank","form_rank_type","points_per_game_rank","points_per_game_rank_type","selected_rank","selected_rank_type","starts_per_90","clean_sheets_per_90"
,,232223,0,0,0,0,0,4,"1.5",,0,"Folarin","0.0",1,FALSE,"",,45,"232223.jpg","0.0","Balogun","1.6",FALSE,,"a",1,3,0,0,0,0,0,"0.0","0.0","Balogun",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",494,46,493,46,484,48,496,48,,"",,"",,"",0,0,0,0,0,0,414,64,228,7,498,48,137,27,0,0
,,58822,0,0,0,0,0,2,"1.5",,0,"Cédric","0.0",2,FALSE,"",,40,"58822.jpg","1.2","Alves Soares","0.4",FALSE,,"a",1,3,10,0,0,0,0,"0.0","2.5","Cédric",223,0,0,0,3,0,0,0,0,0,0,0,56,"56.4","51.4","10.0","11.9",2,"0.06","0.19","0.25","2.83",332,127,286,102,327,126,333,123,,"",,"",,"",0.02,0,0.08,0.1,1.14,1.21,507,146,9,3,347,125,285,98,0.81,0
,,153256,0,0,0,0,0,3,"1.5",,0,"Mohamed","0.0",3,FALSE,"",,45,"153256.jpg","1.2","Elneny","0.2",FALSE,,"a",1,3,6,0,0,0,0,"0.0","1.3","M.Elneny",111,0,0,0,2,0,0,0,0,0,0,0,27,"4.6","5.4","0.0","1.1",1,"0.00","0.04","0.04","1.29",375,172,345,168,460,181,374,171,,"",,"",,"",0,0,0.03,0.03,1.05,1.62,343,194,157,9,349,155,401,125,0.81,0
,,438098,0,0,0,0,0,3,"2.5",,0,"Fábio","0.0",4,FALSE,"",,55,"438098.jpg","1.8","Ferreira Vieira","0.1",FALSE,,"a",1,3,40,0,0,0,0,"0.0","7.3","Fábio Vieira",500,1,2,2,5,0,0,0,0,0,0,2,134,"116.0","180.6","123.0","41.5",3,"0.86","1.39","2.25","5.28",292,127,162,103,198,112,260,122,,"",,"",,"",0.15,0,0.25,0.4,0.95,0.9,133,86,512,202,290,124,463,148,0.54,0.36
,,226597,0,0,0,0,0,2,"2.8",,0,"Gabriel","0.0",5,FALSE,"",,50,"226597.jpg","3.8","dos Santos Magalhães","18.8",FALSE,,"a",1,3,146,0,0,0,0,"0.0","29.2","Gabriel",3409,3,0,14,43,0,0,0,5,0,0,15,723,"743.8","131.4","401.0","127.7",38,"5.04","0.66","5.70","41.84",31,6,195,54,79,3,76,9,,"",,"",,"",0.13,0,0.02,0.15,1.1,1.14,244,30,414,186,66,14,20,8,1,0.37
,,219847,0,0,0,0,0,3,"3.1",,0,"Kai","0.0",6,FALSE,"",,75,"219847.jpg","2.9","Havertz","5.3",FALSE,,"a",1,3,102,0,0,0,0,"0.0","13.6","Havertz",2565,7,1,9,31,0,0,0,5,0,0,13,301,"476.4","536.6","1014.0","202.5",30,"11.58","2.75","14.33","38.25",110,51,49,41,15,6,27,20,,"",,"",,"",0.41,0,0.1,0.51,1.34,1.09,24,14,579,242,159,65,70,24,1.05,0.32
,,156074,0,0,0,0,0,2,"2.5",,0,"Rob","0.0",7,FALSE,"",,45,"156074.jpg","1.5","Holding","0.2",FALSE,,"a",1,3,21,0,0,0,0,"0.0","4.7","Holding",562,1,0,0,13,0,0,0,0,0,0,0,120,"152.0","10.3","54.0","21.6",6,"0.32","0.15","0.47","11.14",269,107,338,126,272,101,309,114,,"",,"",,"",0.05,0,0.02,0.07,1.78,2.08,345,72,159,96,313,117,387,147,0.96,0
,,205651,0,0,0,0,0,4,"3.0",,0,"Gabriel","0.0",8,FALSE,"",,80,"205651.jpg","4.8","Fernando de Jesus","32.9",FALSE,,"a",1,3,125,0,0,0,0,"0.0","15.6","G.Jesus",2064,11,7,9,23,0,0,0,6,0,0,17,401,"660.6","427.8","1331.0","241.9",24,"14.24","2.91","17.15","23.15",55,6,64,2,5,3,17,5,,"",,"",2,"",0.62,0,0.13,0.75,1.01,1,15,6,588,74,14,5,8,2,1.05,0.39
,,85955,0,0,0,0,0,3,"2.5",,0,"Jorge Luiz","0.0",9,FALSE,"",,55,"85955.jpg","2.5","Frello Filho","0.3",FALSE,,"a",1,3,79,0,0,0,0,"0.0","14.4","Jorginho",2127,2,2,9,23,0,0,0,4,0,0,5,379,"400.4","261.4","98.0","76.1",24,"1.89","0.96","2.85","24.41",147,64,121,84,224,121,165,92,,"",,"",,"",0.08,0,0.04,0.12,1.03,0.97,82,51,461,167,200,78,290,89,1.02,0.38
,,440854,0,0,0,0,0,2,"2.5",,0,"Jakub","0.0",10,FALSE,"",,45,"440854.jpg","3.7","Kiwior","0.2",FALSE,,"a",1,3,26,0,0,0,0,"0.0","5.8","Kiwior",425,1,0,2,6,0,0,0,0,0,0,1,111,"98.6","17.9","21.0","13.9",5,"0.10","0.01","0.11","6.46",299,116,323,121,316,119,327,121,,"",,"",,"",0.02,0,0,0.02,1.37,1.27,450,131,264,155,72,17,400,155,1.06,0.42
,,479683,0,0,0,0,0,3,"1.5",,0,"Marcus","0.0",11,FALSE,"",,45,"479683.jpg","1.0","Oliveira Alencar","0.1",FALSE,,"a",1,3,1,0,0,0,0,"0.0","0.2","Marquinhos",1,0,0,0,0,0,0,0,0,0,0,0,3,"0.0","0.2","0.0","0.0",0,"0.00","0.00","0.00","0.00",527,210,365,180,519,209,528,210,,"",,"",,"",0,0,0,0,0,0,472,235,286,50,374,170,450,143,0,0
,,444145,0,0,0,0,0,3,"3.2",,0,"Gabriel","0.0",12,FALSE,"",,80,"444145.jpg","5.5","Martinelli Silva","14.2",FALSE,,"a",1,3,198,0,0,0,0,"0.0","24.8","Martinelli",2789,15,9,14,33,0,0,0,3,0,0,18,648,"844.2","838.1","1300.0","298.1",34,"9.15","6.98","16.13","36.16",18,8,17,14,7,3,7,5,4,"",3,"",3,"",0.3,0,0.23,0.53,1.17,1.06,16,9,589,245,10,5,29,10,1.1,0.45
,,205533,0,0,0,0,0,4,"2.3",,0,"Eddie","0.0",13,FALSE,"",,55,"205533.jpg","2.1","Nketiah","0.8",FALSE,,"a",1,3,63,0,0,0,0,"0.0","11.5","Nketiah",1071,4,2,2,16,0,0,0,3,0,0,5,161,"213.4","128.5","607.0","93.8",9,"7.89","1.26","9.15","14.65",241,23,198,23,40,13,126,19,,"",,"",,"",0.66,0,0.11,0.77,1.23,1.34,118,32,497,44,244,30,187,35,0.76,0.17
,,184029,0,0,0,0,0,3,"3.4",,0,"Martin","0.0",14,FALSE,"",,85,"184029.jpg","5.7","Ødegaard","20.3",FALSE,,"a",1,3,212,0,0,0,0,"0.0","24.9","Ødegaard",3132,15,8,13,38,0,0,0,4,0,0,30,813,"971.8","1140.3","934.0","304.9",37,"9.75","8.02","17.77","37.94",10,4,6,4,18,9,6,4,3,"",1,"",,"",0.28,0,0.23,0.51,1.09,1.09,8,6,591,247,6,3,17,7,1.06,0.37
,,167199,0,0,0,0,0,3,"2.1",,0,"Thomas","0.0",15,FALSE,"",,50,"167199.jpg","2.6","Partey","0.2",FALSE,,"a",1,3,86,0,0,0,0,"0.0","17.2","Thomas",2480,3,0,11,28,0,0,0,5,0,0,6,468,"526.6","444.1","242.0","121.5",28,"2.59","2.17","4.76","32.27",92,41,63,54,125,80,87,61,,"",,"",,"",0.09,0,0.08,0.17,1.17,1.02,201,129,371,107,187,73,366,114,1.02,0.4
,,195735,0,0,0,0,0,3,"2.1",,0,"Nicolas","0.0",16,FALSE,"",,50,"195735.jpg","0.0","Pépé","0.1",FALSE,,"a",1,3,0,0,0,0,0,"0.0","0.0","Pepe",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",565,239,564,239,562,239,566,239,,"",,"",,"",0,0,0,0,0,0,218,142,388,120,566,239,520,181,0,0
,,225321,0,0,0,0,0,1,"3.7",,0,"Aaron","0.0",17,FALSE,"",,50,"225321.jpg","3.8","Ramsdale","24.7",FALSE,,"a",1,3,143,0,0,0,0,"0.0","28.6","Ramsdale",3420,0,0,14,43,0,0,0,1,0,94,9,664,"764.8","0.0","0.0","76.5",38,"0.00","0.02","0.02","42.31",28,8,574,70,572,67,164,8,,"",,"",,"",0,2.47,0,0,1.11,1.13,242,11,412,67,65,13,12,2,1,0.37
,,115918,0,0,0,0,0,1,"1.5",,0,"Rúnar Alex","0.0",18,FALSE,"",,40,"115918.jpg","0.0","Rúnarsson","0.2",FALSE,,"a",1,3,0,0,0,0,0,"0.0","0.0","Rúnarsson",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",403,40,391,28,373,19,405,40,,"",,"",,"",0,0,0,0,0,0,527,45,29,18,409,40,363,55,0,0
,,223340,0,0,0,0,0,3,"3.4",,0,"Bukayo","0.0",19,FALSE,"",,85,"223340.jpg","5.3","Saka","53.0",FALSE,,"a",1,3,202,0,0,0,0,"0.0","23.8","Saka",3183,14,12,12,42,0,0,1,6,0,0,19,678,"1014.2","1106.1","1214.0","333.4",37,"11.49","5.97","17.46","39.66",7,2,8,6,9,4,5,3,1,"",,"",1,"",0.32,0,0.17,0.49,1.12,1.19,9,7,592,248,11,6,2,1,1.05,0.34
,,462424,0,0,0,0,0,2,"2.8",,0,"William","0.0",20,FALSE,"",,50,"462424.jpg","4.3","Saliba","14.8",FALSE,,"a",1,3,117,0,0,0,0,"0.0","23.4","Saliba",2415,2,1,12,25,1,0,0,4,0,0,14,571,"529.0","100.8","114.0","74.5",27,"0.91","0.32","1.23","26.86",90,30,235,76,209,60,169,47,,"",,"",,"",0.03,0,0.01,0.04,1,0.93,273,33,443,189,27,2,26,11,1.01,0.45
,,437742,0,0,0,0,0,3,"2.1",,0,"Albert","0.0",21,FALSE,"",,50,"437742.jpg","1.5","Sambi Lokonga","0.0",FALSE,,"a",1,3,23,0,0,0,0,"0.0","4.6","Sambi",728,0,0,2,8,0,0,0,2,0,0,0,129,"98.4","57.2","20.0","17.6",8,"0.17","0.18","0.35","8.12",300,133,279,146,319,158,318,145,,"",,"",,"",0.02,0,0.02,0.04,1,0.99,261,167,431,145,322,140,590,247,0.99,0.25
,,209289,0,0,0,0,0,3,"2.5",,0,"Emile","0.0",22,FALSE,"",,55,"209289.jpg","1.5","Smith Rowe","0.2",FALSE,,"a",1,3,18,0,0,0,0,"0.0","3.3","Smith Rowe",161,0,2,0,5,0,0,0,0,0,0,0,60,"53.8","74.4","41.0","16.7",0,"0.25","0.55","0.80","2.71",338,149,262,138,294,147,320,147,,"",,"",,"",0.14,0,0.31,0.45,1.51,2.8,120,75,499,191,323,141,353,109,0,0
,,437626,0,0,0,0,0,2,"1.5",,0,"Nuno","0.0",23,FALSE,"",,40,"437626.jpg","0.0","Varela Tavares","0.3",FALSE,,"a",1,3,0,0,0,0,0,"0.0","0.0","Tavares",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",440,163,431,162,416,161,442,163,,"",,"",,"",0,0,0,0,0,0,577,184,79,41,446,164,339,122,0,0
,,192895,0,0,0,0,0,2,"2.5",,0,"Kieran","0.0",24,FALSE,"",,45,"192895.jpg","1.4","Tierney","0.3",FALSE,,"a",1,3,37,0,0,0,0,"0.0","8.2","Tierney",774,0,1,1,10,0,0,0,0,0,0,0,164,"144.6","86.1","67.0","30.0",6,"0.38","0.43","0.81","10.90",275,111,251,85,259,90,289,105,,"",,"",,"",0.04,0,0.05,0.09,1.27,1.16,370,87,184,111,326,120,292,102,0.7,0.12
,,223723,0,0,0,0,0,2,"2.5",,0,"Takehiro","0.0",25,FALSE,"",,45,"223723.jpg","1.5","Tomiyasu","0.2",FALSE,,"a",1,3,32,0,0,0,0,"0.0","7.1","Tomiyasu",651,0,1,2,11,0,0,0,2,0,0,0,173,"137.0","86.6","55.0","27.7",6,"0.24","0.23","0.47","8.93",282,112,250,84,269,98,296,106,,"",,"",,"",0.03,0,0.03,0.06,1.23,1.52,407,114,221,138,315,118,357,131,0.83,0.28
,,116216,0,0,0,0,0,3,"3.0",,0,"Leandro","0.0",26,FALSE,"",,70,"116216.jpg","4.3","Trossard","2.7",FALSE,,"a",1,3,154,0,0,0,0,"0.0","22.0","Trossard",2237,8,13,8,38,0,0,0,1,0,0,8,494,"666.0","711.4","875.0","225.2",26,"6.37","6.02","12.39","30.79",52,23,28,22,22,13,22,15,2,"",,"",,"",0.26,0,0.24,0.5,1.24,1.53,30,17,563,230,31,14,105,36,1.05,0.32
,,201410,0,0,0,0,0,2,"1.5",,0,"Auston","0.0",27,FALSE,"",,40,"201410.jpg","0.0","Trusty","0.2",FALSE,,"a",1,3,0,0,0,0,0,"0.0","0.0","Trusty",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",418,151,408,150,392,148,420,151,,"",,"",,"",0,0,0,0,0,0,549,167,51,24,424,152,392,150,0,0
,,224068,0,0,0,0,0,1,"1.5",,0,"Matt","0.0",28,FALSE,"",,40,"224068.jpg","0.0","Turner","0.4",FALSE,,"a",1,3,0,0,0,0,0,"0.0","0.0","Turner",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",429,54,419,44,403,35,431,54,,"",,"",,"",0,0,0,0,0,0,560,61,62,34,435,54,273,43,0,0
,,198869,0,0,0,0,0,2,"3.1",,0,"Benjamin","0.0",29,FALSE,"",,55,"198869.jpg","4.1","White","9.7",FALSE,,"a",1,3,156,0,0,0,0,"0.0","28.4","White",3054,2,5,15,35,0,0,0,5,0,0,12,734,"655.4","492.5","159.0","130.8",36,"1.25","3.60","4.85","37.23",57,16,56,8,169,31,74,8,,"",,"",,"",0.04,0,0.11,0.15,1.1,1.03,110,10,489,194,42,5,42,13,1.06,0.44
0,,84450,0,0,0,0,0,3,"0.0",,0,"Granit","0.0",30,FALSE,"Transferred to Bayer Leverkusen","2023-07-11T08:41:07.159936Z",60,"84450.jpg","4.1","Xhaka","0.2",FALSE,,"u",1,3,153,0,0,0,0,"0.0","25.5","Xhaka",2992,7,8,13,35,0,0,0,4,0,0,15,634,"715.0","675.5","556.0","194.8",36,"4.65","3.89","8.54","36.52",40,17,33,27,47,32,33,24,,"",2,"",,"",0.14,0,0.12,0.26,1.1,1.05,57,34,525,207,44,21,354,110,1.08,0.39
,,206325,0,0,0,0,0,2,"2.8",,0,"Oleksandr","0.0",31,FALSE,"",,50,"206325.jpg","3.7","Zinchenko","12.5",FALSE,,"a",1,3,99,0,0,0,0,"0.0","19.8","Zinchenko",2122,1,2,10,28,0,0,0,3,0,0,8,500,"405.0","387.7","190.0","98.3",26,"1.32","2.39","3.71","26.67",144,53,83,14,153,24,120,25,,"",,"",,"",0.06,0,0.1,0.16,1.13,1.19,226,26,396,182,74,19,34,12,1.1,0.42
,,204480,0,0,0,0,0,3,"2.5",,0,"Declan","0.0",540,FALSE,"",,55,"204480.jpg","3.1","Rice","6.6",FALSE,,"a",1,3,116,0,0,0,0,"0.0","21.1","Rice",3272,4,3,9,50,0,0,1,5,0,0,12,622,"789.0","539.3","226.0","155.5",36,"2.40","1.85","4.25","48.28",25,11,47,39,135,87,57,42,,"",,"",,"",0.07,0,0.05,0.12,1.33,1.38,116,72,495,188,128,53,59,17,0.99,0.25
,,200641,0,0,0,0,0,3,"2.1",,0,"Reiss","0.0",578,FALSE,"",,50,"200641.jpg","3.8","Nelson","0.1",FALSE,,"a",1,3,42,0,0,0,0,"0.0","8.4","Nelson",202,3,3,1,3,0,0,0,0,0,0,5,127,"179.8","121.9","178.0","48.0",0,"1.09","0.99","2.08","2.16",256,112,205,123,159,102,236,113,,"",,"",,"",0.49,0,0.44,0.93,0.96,1.34,220,144,390,122,64,28,552,210,0,0.45
,,445122,0,0,0,0,0,2,"2.8",,0,"Jurriën","0.0",585,FALSE,"",,50,"445122.jpg","0.0","Timber","1.9",FALSE,,"a",1,3,0,0,0,0,0,"0.0","0.0","J.Timber",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",579,200,579,200,576,200,579,200,,"",,"",,"",0,0,0,0,0,0,268,32,438,188,579,200,120,37,0,0
50,,106468,0,0,0,0,0,2,"0.9",,0,"Alexandre","0.0",32,FALSE,"Hamstring injury - 50% chance of playing","2023-07-05T16:30:03.686424Z",50,"106468.jpg","3.8","Moreno Lopera","0.4",FALSE,,"d",2,7,72,0,0,0,0,"0.0","14.4","Alex Moreno",1325,0,3,7,10,0,0,0,3,0,0,5,278,"254.4","321.1","151.0","72.3",14,"0.59","2.57","3.16","17.83",216,80,99,18,177,34,180,53,,"",,"",,"",0.04,0,0.17,0.21,1.21,0.68,175,19,345,175,63,13,280,96,0.95,0.48
,,433979,0,0,0,0,0,4,"0.5",,0,"Cameron","0.0",33,FALSE,"",,45,"433979.jpg","1.0","Archer","7.0",FALSE,,"a",2,7,6,0,0,0,0,"0.0","1.3","Archer",43,0,0,0,1,0,0,0,0,0,0,0,13,"1.8","2.4","6.0","0.9",0,"0.00","0.01","0.01","0.37",379,41,348,41,336,43,377,42,,"",,"",,"",0,0,0.02,0.02,0.77,2.09,446,69,260,12,371,40,56,11,0,0
,,215711,0,0,0,0,0,3,"1.5",,0,"Leon","0.0",34,FALSE,"",,55,"215711.jpg","3.0","Bailey","0.7",FALSE,,"a",2,7,100,0,0,0,0,"0.0","18.2","Bailey",1964,4,5,8,32,0,0,0,4,0,0,6,242,"339.6","452.8","540.0","132.8",26,"5.34","4.77","10.11","35.15",175,77,62,53,50,34,73,55,4,"",3,"",,"",0.24,0,0.22,0.46,1.61,1.47,121,76,500,192,141,57,196,67,1.19,0.37
,,195546,0,0,0,0,0,3,"1.7",,0,"Emiliano","0.0",35,FALSE,"",,60,"195546.jpg","3.1","Buendía Stati","0.7",FALSE,,"a",2,7,117,0,0,0,0,"0.0","19.5","Buendia",2404,5,3,11,34,0,0,0,0,0,0,8,370,"441.6","559.9","582.0","158.5",27,"6.32","3.95","10.27","36.65",121,55,43,36,42,29,53,38,,"",,"",,"",0.24,0,0.15,0.39,1.37,1.27,67,40,535,213,129,54,197,68,1.01,0.41
,,199796,0,0,0,0,0,2,"1.5",,0,"Matty","0.0",36,FALSE,"",,45,"199796.jpg","2.2","Cash","4.1",FALSE,,"a",2,7,57,0,0,0,0,"0.0","12.7","Cash",1817,0,2,4,29,0,0,0,4,0,0,3,311,"303.0","178.3","67.0","54.9",20,"0.20","0.95","1.15","27.14",189,67,165,42,260,91,218,75,,"",,"",,"",0.01,0,0.05,0.06,1.34,1.44,376,93,190,117,220,83,79,27,0.99,0.2
,,101184,0,0,0,0,0,2,"0.5",,0,"Calum","0.0",37,FALSE,"",,40,"101184.jpg","0.9","Chambers","1.2",FALSE,,"a",2,7,13,0,0,0,0,"0.0","3.2","Chambers",345,0,0,0,4,0,0,0,2,0,0,0,67,"74.4","29.8","8.0","11.1",2,"0.14","0.19","0.33","5.88",318,122,307,116,332,128,336,124,,"",,"",,"",0.04,0,0.05,0.09,1.53,1.04,517,149,19,6,385,136,155,48,0.52,0
,,84583,0,0,0,0,0,3,"1.7",,0,"Philippe","0.0",38,FALSE,"",,60,"84583.jpg","1.6","Coutinho Correia","0.4",FALSE,,"a",2,7,32,0,0,0,0,"0.0","5.3","Coutinho",777,1,0,3,9,0,0,0,3,0,0,1,98,"119.2","152.5","218.0","48.8",7,"1.37","0.65","2.02","8.11",290,126,181,113,139,91,234,111,5,"",4,"",2,"",0.16,0,0.08,0.24,0.94,1.04,58,35,526,208,310,134,256,83,0.81,0.35
,,221239,0,0,0,0,0,4,"0.9",,0,"Keinan","0.0",39,FALSE,"",,50,"221239.jpg","0.0","Davis","0.2",FALSE,,"a",2,7,0,0,0,0,0,"0.0","0.0","Davis",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",572,61,571,61,569,62,573,62,,"",,"",,"",0,0,0,0,0,0,238,47,408,27,573,62,411,67,0,0
,,151589,0,0,0,0,0,3,"1.1",,0,"Leander","0.0",40,FALSE,"",,50,"151589.jpg","1.5","Dendoncker","0.1",FALSE,,"a",2,7,37,0,0,0,0,"0.0","7.4","Dendoncker",897,0,0,4,14,0,0,0,0,0,0,0,163,"143.4","96.1","64.0","30.6",9,"0.72","0.14","0.86","14.68",277,119,239,133,261,134,286,133,,"",,"",,"",0.07,0,0.01,0.08,1.47,1.4,191,120,361,98,319,137,521,182,0.9,0.4
,,165659,0,0,0,0,0,2,"1.5",,0,"Diego Carlos","0.0",41,FALSE,"",,45,"165659.jpg","1.3","Santos Silva","0.5",FALSE,,"a",2,7,4,0,0,0,0,"0.0","0.9","Diego Carlos",205,0,0,0,3,0,0,0,0,0,0,0,20,"24.8","13.2","32.0","7.0",2,"0.36","0.11","0.47","1.92",355,131,333,124,300,112,352,128,,"",,"",,"",0.16,0,0.05,0.21,0.84,1.32,350,74,164,98,340,124,239,83,0.88,0
,,101188,0,0,0,0,0,2,"1.5",,0,"Lucas","0.0",42,FALSE,"",,45,"101188.jpg","1.8","Digne","0.9",FALSE,,"a",2,7,50,0,0,0,0,"0.0","11.1","Digne",1492,1,0,3,25,1,0,0,5,0,0,4,234,"277.6","305.5","97.0","68.1",18,"0.43","1.90","2.33","25.91",206,77,105,20,225,69,188,57,3,"",2,"",,"",0.03,0,0.11,0.14,1.56,1.51,320,55,134,79,279,105,178,57,1.09,0.18
,,230046,0,0,0,0,0,3,"1.5",,0,"Douglas Luiz","0.0",43,FALSE,"",,55,"230046.jpg","3.8","Soares de Paulo","2.9",FALSE,,"a",2,7,142,0,0,0,0,"0.0","25.8","Douglas Luiz",2922,6,7,13,35,0,0,0,6,1,0,17,594,"698.4","668.6","261.0","162.7",33,"2.79","2.92","5.71","42.80",44,19,34,28,121,77,49,36,1,"",1,"",,"",0.09,0,0.09,0.18,1.32,1.08,124,78,503,194,67,29,103,35,1.02,0.4
,,476344,0,0,0,0,0,4,"0.9",,0,"Jhon","0.0",44,FALSE,"",,50,"476344.jpg","0.9","Durán","0.1",FALSE,,"a",2,7,11,0,0,0,0,"0.0","2.2","Duran",126,0,0,0,4,0,0,0,1,0,0,0,15,"12.8","13.4","51.0","7.4",0,"0.59","0.02","0.61","3.88",364,40,332,40,279,38,350,40,,"",,"",,"",0.42,0,0.01,0.43,2.77,2.86,275,55,445,35,387,43,492,73,0,0
,,123354,0,0,0,0,0,2,"0.5",,0,"Kortney","0.0",45,FALSE,"",,40,"123354.jpg","0.0","Hause","0.2",FALSE,,"a",2,7,0,0,0,0,0,"0.0","0.0","Hause",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",406,145,394,144,377,141,408,145,,"",,"",,"",0,0,0,0,0,0,531,157,33,14,412,146,356,130,0,0
,,490094,0,0,0,0,0,3,"0.5",,0,"Tim","0.0",46,FALSE,"",,45,"490094.jpg","0.0","Iroegbunam","0.1",FALSE,,"a",2,7,0,0,0,0,0,"0.0","0.0","Iroegbunam",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",534,214,531,214,526,213,535,214,,"",,"",,"",0,0,0,0,0,0,483,242,297,57,535,214,480,154,0,0
,,226944,0,0,0,0,0,3,"1.1",,0,"Boubacar","0.0",47,FALSE,"",,50,"226944.jpg","1.8","Kamara","0.1",FALSE,,"a",2,7,44,0,0,0,0,"0.0","8.8","Kamara",1773,0,1,3,30,0,0,0,4,0,0,0,235,"288.2","124.7","43.0","45.7",21,"0.15","0.92","1.07","33.05",197,88,201,121,290,145,243,116,,"",,"",,"",0.01,0,0.05,0.06,1.68,1.52,245,157,415,135,286,121,503,166,1.07,0.15
,,199798,0,0,0,0,0,2,"1.5",,0,"Ezri","0.0",48,FALSE,"",,45,"199798.jpg","2.9","Konsa Ngoyo","0.9",FALSE,,"a",2,7,110,0,0,0,0,"0.0","24.4","Konsa",3322,0,0,12,45,0,0,0,6,0,0,6,633,"568.4","116.2","72.0","75.7",37,"1.08","0.71","1.79","50.67",81,25,213,63,253,86,166,45,,"",,"",,"",0.03,0,0.02,0.05,1.37,1.22,377,94,191,118,150,52,181,59,1,0.33
,,98980,0,0,0,0,0,1,"2.7",,0,"Emiliano","0.0",49,FALSE,"",,50,"98980.jpg","3.8","Martínez Romero","7.8",FALSE,,"a",2,7,135,0,0,0,0,"0.0","27.0","Martinez",3139,0,0,11,38,1,1,0,7,0,98,15,678,"835.2","23.0","0.0","85.7",36,"0.00","0.21","0.21","43.46",21,6,316,2,546,62,140,6,,"",,"",,"",0,2.81,0.01,0.01,1.25,1.09,172,5,342,61,62,12,50,10,1.03,0.32
,,122806,0,0,0,0,0,3,"1.5",,0,"John","0.0",50,FALSE,"",,55,"122806.jpg","2.6","McGinn","0.4",FALSE,,"a",2,7,90,0,0,0,0,"0.0","16.4","McGinn",2692,1,5,10,31,0,0,0,7,0,0,3,354,"382.0","353.6","347.0","108.3",30,"2.40","3.33","5.73","37.73",156,69,92,69,92,62,103,68,2,"",,"",,"",0.08,0,0.11,0.19,1.26,1.04,92,54,471,170,190,75,265,86,1,0.33
,,149484,0,0,0,0,0,2,"1.5",,0,"Tyrone","0.0",51,FALSE,"",,45,"149484.jpg","3.7","Mings","15.5",FALSE,,"a",2,7,130,0,0,0,0,"0.0","28.9","Mings",3150,1,3,12,40,1,0,0,7,0,0,17,617,"664.4","88.2","121.0","87.8",35,"0.96","0.95","1.91","47.28",53,13,248,82,200,54,137,32,,"",,"",,"",0.03,0,0.03,0.06,1.35,1.14,340,69,154,93,70,15,23,10,1,0.34
,,111782,0,0,0,0,0,1,"0.5",,0,"Robin","0.0",53,FALSE,"",,40,"111782.jpg","2.5","Olsen","0.8",FALSE,,"a",2,7,10,0,0,0,0,"0.0","2.5","Olsen",280,0,0,1,8,0,0,0,0,0,11,1,62,"83.2","0.0","0.0","8.2",2,"0.00","0.00","0.00","8.56",313,22,389,26,371,17,344,22,,"",,"",,"",0,3.54,0,0,2.75,2.57,525,43,27,16,193,24,195,30,0.64,0.32
,,481624,0,0,0,0,0,3,"0.5",,0,"Jaden","0.0",54,FALSE,"",,45,"481624.jpg","0.0","Philogene-Bidace","0.1",FALSE,,"a",2,7,0,0,0,0,0,"0.0","0.0","Philogene",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",529,212,526,212,521,211,530,212,,"",,"",,"",0,0,0,0,0,0,474,237,288,52,530,212,534,192,0,0
