"element","position","multiplier","is_captain","is_vice_captain","id","gameweek"
363,1,1,FALSE,FALSE,"882240",1
250,2,1,FALSE,TRUE,"882240",1
457,3,1,FALSE,FALSE,"882240",1
238,4,1,FALSE,FALSE,"882240",1
351,5,1,FALSE,FALSE,"882240",1
365,6,1,FALSE,FALSE,"882240",1
120,7,1,FALSE,FALSE,"882240",1
400,8,1,FALSE,FALSE,"882240",1
437,9,1,FALSE,FALSE,"882240",1
460,10,2,TRUE,FALSE,"882240",1
184,11,1,FALSE,FALSE,"882240",1
35,12,0,FALSE,FALSE,"882240",1
24,13,0,FALSE,FALSE,"882240",1
471,14,0,FALSE,FALSE,"882240",1
302,15,0,FALSE,FALSE,"882240",1
363,1,1,FALSE,FALSE,"882240",2
250,2,1,FALSE,FALSE,"882240",2
238,3,1,FALSE,FALSE,"882240",2
457,4,1,FALSE,FALSE,"882240",2
162,5,1,FALSE,FALSE,"882240",2
302,6,2,TRUE,FALSE,"882240",2
24,7,1,FALSE,FALSE,"882240",2
120,8,1,FALSE,FALSE,"882240",2
184,9,1,FALSE,FALSE,"882240",2
437,10,1,FALSE,FALSE,"882240",2
460,11,1,FALSE,TRUE,"882240",2
35,12,0,FALSE,FALSE,"882240",2
400,13,0,FALSE,FALSE,"882240",2
351,14,0,FALSE,FALSE,"882240",2
365,15,0,FALSE,FALSE,"882240",2
363,1,1,FALSE,FALSE,"882240",3
250,2,1,FALSE,FALSE,"882240",3
162,3,1,FALSE,FALSE,"882240",3
351,4,1,FALSE,FALSE,"882240",3
457,5,1,FALSE,FALSE,"882240",3
238,6,1,FALSE,FALSE,"882240",3
120,7,1,FALSE,FALSE,"882240",3
302,8,2,TRUE,FALSE,"882240",3
437,9,1,FALSE,FALSE,"882240",3
460,10,1,FALSE,FALSE,"882240",3
184,11,1,FALSE,TRUE,"882240",3
35,12,0,FALSE,FALSE,"882240",3
24,13,0,FALSE,FALSE,"882240",3
543,14,0,FALSE,FALSE,"882240",3
365,15,0,FALSE,FALSE,"882240",3
363,1,1,FALSE,FALSE,"882240",4
250,2,1,FALSE,FALSE,"882240",4
162,3,1,FALSE,FALSE,"882240",4
238,4,1,FALSE,FALSE,"882240",4
351,5,1,FALSE,FALSE,"882240",4
24,6,1,FALSE,FALSE,"882240",4
137,7,1,FALSE,FALSE,"882240",4
302,8,1,FALSE,TRUE,"882240",4
437,9,1,FALSE,FALSE,"882240",4
460,10,2,TRUE,FALSE,"882240",4
184,11,1,FALSE,FALSE,"882240",4
35,12,0,FALSE,FALSE,"882240",4
457,13,0,FALSE,FALSE,"882240",4
120,14,0,FALSE,FALSE,"882240",4
543,15,0,FALSE,FALSE,"882240",4
363,1,1,FALSE,FALSE,"882240",5
250,2,1,FALSE,FALSE,"882240",5
351,3,1,FALSE,FALSE,"882240",5
41,4,1,FALSE,FALSE,"882240",5
137,5,1,FALSE,FALSE,"882240",5
120,6,1,FALSE,FALSE,"882240",5
543,7,1,FALSE,FALSE,"882240",5
302,8,2,TRUE,FALSE,"882240",5
437,9,1,FALSE,FALSE,"882240",5
460,10,1,FALSE,TRUE,"882240",5
184,11,1,FALSE,FALSE,"882240",5
35,12,0,FALSE,FALSE,"882240",5
457,13,0,FALSE,FALSE,"882240",5
24,14,0,FALSE,FALSE,"882240",5
162,15,0,FALSE,FALSE,"882240",5
363,1,1,FALSE,FALSE,"882240",6
162,2,1,FALSE,FALSE,"882240",6
457,3,1,FALSE,FALSE,"882240",6
41,4,1,FALSE,FALSE,"882240",6
24,5,1,FALSE,FALSE,"882240",6
137,6,1,FALSE,FALSE,"882240",6
120,7,1,FALSE,FALSE,"882240",6
302,8,2,TRUE,FALSE,"882240",6
437,9,1,FALSE,FALSE,"882240",6
460,10,1,FALSE,TRUE,"882240",6
184,11,1,FALSE,FALSE,"882240",6
35,12,0,FALSE,FALSE,"882240",6
543,13,0,FALSE,FALSE,"882240",6
435,14,0,FALSE,FALSE,"882240",6
351,15,0,FALSE,FALSE,"882240",6
363,1,1,FALSE,FALSE,"882240",7
162,2,1,FALSE,FALSE,"882240",7
457,3,1,FALSE,FALSE,"882240",7
41,4,1,FALSE,FALSE,"882240",7
231,5,1,FALSE,FALSE,"882240",7
120,6,1,FALSE,FALSE,"882240",7
543,7,1,FALSE,FALSE,"882240",7
302,8,2,TRUE,FALSE,"882240",7
24,9,1,FALSE,FALSE,"882240",7
460,10,1,FALSE,TRUE,"882240",7
184,11,1,FALSE,FALSE,"882240",7
35,12,0,FALSE,FALSE,"882240",7
437,13,0,FALSE,FALSE,"882240",7
435,14,0,FALSE,FALSE,"882240",7
351,15,0,FALSE,FALSE,"882240",7
363,1,1,FALSE,FALSE,"882240",8
277,2,1,FALSE,FALSE,"882240",8
435,3,1,FALSE,FALSE,"882240",8
457,4,1,FALSE,FALSE,"882240",8
543,5,1,FALSE,FALSE,"882240",8
302,6,2,TRUE,FALSE,"882240",8
231,7,1,FALSE,FALSE,"882240",8
120,8,1,FALSE,FALSE,"882240",8
24,9,1,FALSE,FALSE,"882240",8
184,10,1,FALSE,FALSE,"882240",8
460,11,1,FALSE,TRUE,"882240",8
35,12,0,FALSE,FALSE,"882240",8
162,13,0,FALSE,FALSE,"882240",8
41,14,0,FALSE,FALSE,"882240",8
437,15,0,FALSE,FALSE,"882240",8
363,1,1,FALSE,FALSE,"882240",9
435,2,1,FALSE,FALSE,"882240",9
277,3,1,FALSE,FALSE,"882240",9
41,4,1,FALSE,FALSE,"882240",9
162,5,1,FALSE,FALSE,"882240",9
24,6,1,FALSE,FALSE,"882240",9
231,7,1,FALSE,FALSE,"882240",9
120,8,1,FALSE,FALSE,"882240",9
302,9,2,TRUE,FALSE,"882240",9
460,10,1,FALSE,TRUE,"882240",9
184,11,1,FALSE,FALSE,"882240",9
35,12,0,FALSE,FALSE,"882240",9
543,13,0,FALSE,FALSE,"882240",9
437,14,0,FALSE,FALSE,"882240",9
457,15,0,FALSE,FALSE,"882240",9
431,1,1,FALSE,FALSE,"882240",10
435,2,1,FALSE,FALSE,"882240",10
41,3,1,FALSE,FALSE,"882240",10
277,4,1,FALSE,FALSE,"882240",10
231,5,1,FALSE,FALSE,"882240",10
120,6,1,FALSE,FALSE,"882240",10
24,7,1,FALSE,FALSE,"882240",10
302,8,2,TRUE,FALSE,"882240",10
118,9,1,FALSE,TRUE,"882240",10
460,10,1,FALSE,FALSE,"882240",10
184,11,1,FALSE,FALSE,"882240",10
363,12,0,FALSE,FALSE,"882240",10
543,13,0,FALSE,FALSE,"882240",10
457,14,0,FALSE,FALSE,"882240",10
162,15,0,FALSE,FALSE,"882240",10
363,1,1,FALSE,FALSE,"882240",11
435,2,1,FALSE,FALSE,"882240",11
277,3,1,FALSE,FALSE,"882240",11
162,4,1,FALSE,FALSE,"882240",11
24,5,1,FALSE,FALSE,"882240",11
231,6,1,FALSE,FALSE,"882240",11
120,7,1,FALSE,FALSE,"882240",11
543,8,1,FALSE,FALSE,"882240",11
302,9,2,TRUE,FALSE,"882240",11
118,10,1,FALSE,TRUE,"882240",11
184,11,1,FALSE,FALSE,"882240",11
431,12,0,FALSE,FALSE,"882240",11
457,13,0,FALSE,FALSE,"882240",11
460,14,0,FALSE,FALSE,"882240",11
41,15,0,FALSE,FALSE,"882240",11
363,1,1,FALSE,TRUE,"882240",12
435,2,1,FALSE,FALSE,"882240",12
41,3,1,FALSE,FALSE,"882240",12
277,4,1,FALSE,FALSE,"882240",12
24,5,1,FALSE,FALSE,"882240",12
231,6,1,FALSE,FALSE,"882240",12
120,7,1,FALSE,FALSE,"882240",12
543,8,1,FALSE,FALSE,"882240",12
302,9,2,TRUE,FALSE,"882240",12
118,10,1,FALSE,FALSE,"882240",12
184,11,1,FALSE,FALSE,"882240",12
431,12,0,FALSE,FALSE,"882240",12
457,13,0,FALSE,FALSE,"882240",12
458,14,0,FALSE,FALSE,"882240",12
460,15,0,FALSE,FALSE,"882240",12
431,1,1,FALSE,FALSE,"882240",13
435,2,1,FALSE,FALSE,"882240",13
277,3,1,FALSE,FALSE,"882240",13
197,4,1,FALSE,FALSE,"882240",13
41,5,1,FALSE,FALSE,"882240",13
231,6,1,FALSE,FALSE,"882240",13
120,7,1,FALSE,FALSE,"882240",13
24,8,1,FALSE,FALSE,"882240",13
302,9,2,TRUE,FALSE,"882240",13
118,10,1,FALSE,FALSE,"882240",13
181,11,1,FALSE,TRUE,"882240",13
363,12,0,FALSE,FALSE,"882240",13
543,13,0,FALSE,FALSE,"882240",13
458,14,0,FALSE,FALSE,"882240",13
460,15,0,FALSE,FALSE,"882240",13
431,1,1,FALSE,FALSE,"882240",14
435,2,1,FALSE,FALSE,"882240",14
277,3,1,FALSE,FALSE,"882240",14
41,4,1,FALSE,FALSE,"882240",14
543,5,1,FALSE,FALSE,"882240",14
24,6,1,FALSE,FALSE,"882240",14
231,7,1,FALSE,FALSE,"882240",14
120,8,1,FALSE,TRUE,"882240",14
302,9,2,TRUE,FALSE,"882240",14
118,10,1,FALSE,FALSE,"882240",14
181,11,1,FALSE,FALSE,"882240",14
363,12,0,FALSE,FALSE,"882240",14
458,13,0,FALSE,FALSE,"882240",14
197,14,0,FALSE,FALSE,"882240",14
460,15,0,FALSE,FALSE,"882240",14
431,1,1,FALSE,FALSE,"882240",15
277,2,1,FALSE,FALSE,"882240",15
41,3,1,FALSE,FALSE,"882240",15
197,4,1,FALSE,FALSE,"882240",15
435,5,1,FALSE,FALSE,"882240",15
570,6,1,FALSE,FALSE,"882240",15
302,7,2,TRUE,FALSE,"882240",15
231,8,1,FALSE,FALSE,"882240",15
120,9,1,FALSE,FALSE,"882240",15
118,10,1,FALSE,TRUE,"882240",15
181,11,1,FALSE,FALSE,"882240",15
363,12,0,FALSE,FALSE,"882240",15
543,13,0,FALSE,FALSE,"882240",15
458,14,0,FALSE,FALSE,"882240",15
460,15,0,FALSE,FALSE,"882240",15
363,1,1,FALSE,FALSE,"882240",16
277,2,1,FALSE,FALSE,"882240",16
197,3,1,FALSE,FALSE,"882240",16
435,4,1,FALSE,FALSE,"882240",16
543,5,1,FALSE,FALSE,"882240",16
570,6,1,FALSE,FALSE,"882240",16
302,7,2,TRUE,FALSE,"882240",16
231,8,1,FALSE,FALSE,"882240",16
120,9,1,FALSE,FALSE,"882240",16
118,10,1,FALSE,TRUE,"882240",16
181,11,1,FALSE,FALSE,"882240",16
431,12,0,FALSE,FALSE,"882240",16
458,13,0,FALSE,FALSE,"882240",16
41,14,0,FALSE,FALSE,"882240",16
460,15,0,FALSE,FALSE,"882240",16
363,1,1,FALSE,FALSE,"882240",17
435,2,1,FALSE,FALSE,"882240",17
461,3,1,FALSE,FALSE,"882240",17
277,4,1,FALSE,FALSE,"882240",17
197,5,1,FALSE,FALSE,"882240",17
41,6,1,FALSE,FALSE,"882240",17
570,7,1,FALSE,FALSE,"882240",17
231,8,1,FALSE,FALSE,"882240",17
120,9,1,FALSE,FALSE,"882240",17
302,10,2,TRUE,FALSE,"882240",17
181,11,1,FALSE,FALSE,"882240",17
431,12,0,FALSE,FALSE,"882240",17
118,13,0,FALSE,TRUE,"882240",17
543,14,0,FALSE,FALSE,"882240",17
460,15,0,FALSE,FALSE,"882240",17
363,1,1,FALSE,FALSE,"882240",18
277,2,1,FALSE,FALSE,"882240",18
461,3,1,FALSE,FALSE,"882240",18
435,4,1,FALSE,FALSE,"882240",18
197,5,1,FALSE,FALSE,"882240",18
570,6,1,FALSE,FALSE,"882240",18
302,7,2,TRUE,FALSE,"882240",18
231,8,1,FALSE,FALSE,"882240",18
120,9,1,FALSE,FALSE,"882240",18
118,10,1,FALSE,TRUE,"882240",18
181,11,1,FALSE,FALSE,"882240",18
431,12,0,FALSE,FALSE,"882240",18
41,13,0,FALSE,FALSE,"882240",18
543,14,0,FALSE,FALSE,"882240",18
460,15,0,FALSE,FALSE,"882240",18
417,1,1,FALSE,FALSE,"882240",19
558,2,1,FALSE,FALSE,"882240",19
277,3,1,FALSE,FALSE,"882240",19
273,4,1,FALSE,FALSE,"882240",19
191,5,1,FALSE,FALSE,"882240",19
272,6,2,TRUE,FALSE,"882240",19
251,7,1,FALSE,FALSE,"882240",19
448,8,1,FALSE,FALSE,"882240",19
302,9,1,FALSE,TRUE,"882240",19
224,10,1,FALSE,FALSE,"882240",19
437,11,1,FALSE,FALSE,"882240",19
523,12,0,FALSE,FALSE,"882240",19
110,13,0,FALSE,FALSE,"882240",19
146,14,0,FALSE,FALSE,"882240",19
262,15,0,FALSE,FALSE,"882240",19
431,1,1,FALSE,FALSE,"882240",20
277,2,1,FALSE,FALSE,"882240",20
41,3,1,FALSE,FALSE,"882240",20
435,4,1,FALSE,FALSE,"882240",20
155,5,1,FALSE,FALSE,"882240",20
570,6,1,FALSE,FALSE,"882240",20
302,7,2,TRUE,FALSE,"882240",20
231,8,1,FALSE,FALSE,"882240",20
120,9,1,FALSE,FALSE,"882240",20
118,10,1,FALSE,TRUE,"882240",20
181,11,1,FALSE,FALSE,"882240",20
363,12,0,FALSE,FALSE,"882240",20
461,13,0,FALSE,FALSE,"882240",20
543,14,0,FALSE,FALSE,"882240",20
460,15,0,FALSE,FALSE,"882240",20
363,1,1,FALSE,FALSE,"882240",21
435,2,1,FALSE,FALSE,"882240",21
41,3,1,FALSE,FALSE,"882240",21
155,4,1,FALSE,FALSE,"882240",21
570,5,1,FALSE,FALSE,"882240",21
231,6,1,FALSE,TRUE,"882240",21
120,7,1,FALSE,FALSE,"882240",21
543,8,1,FALSE,FALSE,"882240",21
302,9,2,TRUE,FALSE,"882240",21
118,10,1,FALSE,FALSE,"882240",21
181,11,1,FALSE,FALSE,"882240",21
431,12,0,FALSE,FALSE,"882240",21
277,13,0,FALSE,FALSE,"882240",21
461,14,0,FALSE,FALSE,"882240",21
460,15,0,FALSE,FALSE,"882240",21
431,1,1,FALSE,FALSE,"882240",22
435,2,1,FALSE,FALSE,"882240",22
277,3,1,FALSE,FALSE,"882240",22
155,4,1,FALSE,FALSE,"882240",22
41,5,1,FALSE,FALSE,"882240",22
570,6,1,FALSE,FALSE,"882240",22
231,7,1,FALSE,TRUE,"882240",22
120,8,1,FALSE,FALSE,"882240",22
302,9,2,TRUE,FALSE,"882240",22
118,10,1,FALSE,FALSE,"882240",22
181,11,1,FALSE,FALSE,"882240",22
363,12,0,FALSE,FALSE,"882240",22
543,13,0,FALSE,FALSE,"882240",22
461,14,0,FALSE,FALSE,"882240",22
460,15,0,FALSE,FALSE,"882240",22
431,1,1,FALSE,FALSE,"882240",23
435,2,1,FALSE,FALSE,"882240",23
277,3,1,FALSE,FALSE,"882240",23
155,4,1,FALSE,FALSE,"882240",23
41,5,1,FALSE,FALSE,"882240",23
570,6,1,FALSE,FALSE,"882240",23
