"code","event","finished","finished_provisional","id","kickoff_time","minutes","provisional_start_time","started","team_a","team_a_score","team_h","team_h_score","team_h_difficulty","team_a_difficulty","pulse_id"
2128342,6,TRUE,TRUE,55,"2020-10-24T16:30:00Z",90,FALSE,TRUE,5,0,13,0,4,4,58952
2128341,6,TRUE,TRUE,54,"2020-10-24T19:00:00Z",90,FALSE,TRUE,15,1,11,2,2,3,58951
2128343,6,TRUE,TRUE,56,"2020-10-25T14:00:00Z",90,FALSE,TRUE,7,0,16,2,4,2,58953
2128345,6,TRUE,TRUE,58,"2020-10-25T16:30:00Z",90,FALSE,TRUE,14,1,20,1,2,3,58955
2128336,6,TRUE,TRUE,49,"2020-10-25T19:15:00Z",90,FALSE,TRUE,9,1,1,0,4,4,58946
2128338,6,TRUE,TRUE,51,"2020-10-26T17:30:00Z",90,FALSE,TRUE,18,1,3,1,2,3,58948
2128339,6,TRUE,TRUE,52,"2020-10-26T20:00:00Z",90,FALSE,TRUE,17,1,4,0,3,2,58949
2128355,7,TRUE,TRUE,68,"2020-10-30T20:00:00Z",90,FALSE,TRUE,6,0,20,2,2,3,58965
2128353,7,TRUE,TRUE,66,"2020-10-31T12:30:00Z",90,FALSE,TRUE,12,1,15,0,4,2,58963
2128347,7,TRUE,TRUE,60,"2020-10-31T15:00:00Z",90,FALSE,TRUE,5,3,4,0,4,2,58957
2128350,7,TRUE,TRUE,63,"2020-10-31T17:30:00Z",90,FALSE,TRUE,19,1,11,2,4,3,58960
2128346,7,TRUE,TRUE,59,"2020-11-01T12:00:00Z",90,FALSE,TRUE,16,4,2,3,2,3,58956
2128352,7,TRUE,TRUE,65,"2020-11-01T14:00:00Z",90,FALSE,TRUE,7,1,14,2,4,2,58962
2128351,7,TRUE,TRUE,64,"2020-11-01T16:30:00Z",90,FALSE,TRUE,1,1,13,0,3,4,58961
2128354,7,TRUE,TRUE,67,"2020-11-01T19:15:00Z",90,FALSE,TRUE,3,1,17,2,3,4,58964
2128348,7,TRUE,TRUE,61,"2020-11-02T17:30:00Z",90,FALSE,TRUE,18,0,8,2,2,2,58958
2128349,7,TRUE,TRUE,62,"2020-11-02T20:00:00Z",90,FALSE,TRUE,9,4,10,1,4,3,58959
2128357,8,TRUE,TRUE,70,"2020-11-06T17:30:00Z",90,FALSE,TRUE,4,0,3,0,2,3,58967
2128363,8,TRUE,TRUE,76,"2020-11-06T20:00:00Z",90,FALSE,TRUE,14,0,16,2,2,2,58973
2128360,8,TRUE,TRUE,73,"2020-11-07T12:30:00Z",90,FALSE,TRUE,13,3,7,1,4,3,58970
2128359,8,TRUE,TRUE,72,"2020-11-07T15:00:00Z",90,FALSE,TRUE,10,1,6,4,3,3,58969
2128358,8,TRUE,TRUE,71,"2020-11-07T17:30:00Z",90,FALSE,TRUE,15,1,5,4,2,4,58968
2128365,8,TRUE,TRUE,78,"2020-11-07T20:00:00Z",90,FALSE,TRUE,8,0,19,1,2,4,58975
2128364,8,TRUE,TRUE,77,"2020-11-08T12:00:00Z",90,FALSE,TRUE,17,1,18,0,3,2,58974
2128361,8,TRUE,TRUE,74,"2020-11-08T14:00:00Z",90,FALSE,TRUE,20,0,9,1,2,4,58971
2128362,8,TRUE,TRUE,75,"2020-11-08T16:30:00Z",90,FALSE,TRUE,11,1,12,1,4,5,58972
2128356,8,TRUE,TRUE,69,"2020-11-08T19:15:00Z",90,FALSE,TRUE,2,3,1,0,2,4,58966
2128372,9,TRUE,TRUE,85,"2020-11-21T12:30:00Z",90,FALSE,TRUE,5,2,14,0,4,2,58982
2128366,9,TRUE,TRUE,79,"2020-11-21T15:00:00Z",90,FALSE,TRUE,3,2,2,1,3,3,58976
2128374,9,TRUE,TRUE,87,"2020-11-21T17:30:00Z",90,FALSE,TRUE,12,0,17,2,4,4,58984
2128371,9,TRUE,TRUE,84,"2020-11-21T20:00:00Z",90,FALSE,TRUE,18,0,13,1,2,4,58981
2128368,9,TRUE,TRUE,81,"2020-11-22T12:00:00Z",90,FALSE,TRUE,7,3,8,2,4,2,58978
2128373,9,TRUE,TRUE,86,"2020-11-22T14:00:00Z",90,FALSE,TRUE,19,1,15,0,4,2,58983
2128369,9,TRUE,TRUE,82,"2020-11-22T16:30:00Z",90,FALSE,TRUE,1,0,10,0,3,3,58979
2128370,9,TRUE,TRUE,83,"2020-11-22T19:15:00Z",90,FALSE,TRUE,9,0,11,3,4,3,58980
2128367,9,TRUE,TRUE,80,"2020-11-23T17:30:00Z",90,FALSE,TRUE,6,0,4,1,2,2,58977
2128375,9,TRUE,TRUE,88,"2020-11-23T20:00:00Z",90,FALSE,TRUE,16,1,20,1,2,3,58985
2128379,10,TRUE,TRUE,92,"2020-11-27T20:00:00Z",90,FALSE,TRUE,14,2,6,0,2,3,58989
2128377,10,TRUE,TRUE,90,"2020-11-28T12:30:00Z",90,FALSE,TRUE,11,1,3,1,4,3,58987
2128382,10,TRUE,TRUE,95,"2020-11-28T15:00:00Z",90,FALSE,TRUE,4,0,12,5,2,5,58992
2128380,10,TRUE,TRUE,93,"2020-11-28T17:30:00Z",90,FALSE,TRUE,10,1,7,0,3,3,58990
2128384,10,TRUE,TRUE,97,"2020-11-28T20:00:00Z",90,FALSE,TRUE,15,0,18,1,2,2,58994
2128383,10,TRUE,TRUE,96,"2020-11-29T14:00:00Z",90,FALSE,TRUE,13,3,16,2,4,2,58993
2128378,10,TRUE,TRUE,91,"2020-11-29T16:30:00Z",90,FALSE,TRUE,17,0,5,0,3,4,58988
2128376,10,TRUE,TRUE,89,"2020-11-29T19:15:00Z",90,FALSE,TRUE,20,2,1,1,2,4,58986
2128381,10,TRUE,TRUE,94,"2020-11-30T17:30:00Z",90,FALSE,TRUE,8,2,9,1,2,4,58991
2128385,10,TRUE,TRUE,98,"2020-11-30T20:00:00Z",90,FALSE,TRUE,2,1,19,2,2,4,58995
2128388,11,TRUE,TRUE,101,"2020-12-05T12:30:00Z",90,FALSE,TRUE,7,1,4,1,4,2,58998
2128391,11,TRUE,TRUE,104,"2020-12-05T15:00:00Z",90,FALSE,TRUE,8,0,12,2,2,5,59001
2128395,11,TRUE,TRUE,108,"2020-12-05T17:30:00Z",90,FALSE,TRUE,13,3,19,1,4,4,59005
2128389,11,TRUE,TRUE,102,"2020-12-05T20:00:00Z",90,FALSE,TRUE,10,1,5,3,3,4,58999
2128394,11,TRUE,TRUE,107,"2020-12-06T12:00:00Z",90,FALSE,TRUE,6,5,18,1,2,2,59004
2128392,11,TRUE,TRUE,105,"2020-12-06T14:15:00Z",90,FALSE,TRUE,9,2,15,1,4,2,59002
2128393,11,TRUE,TRUE,106,"2020-12-06T16:30:00Z",90,FALSE,TRUE,1,0,17,2,3,4,59003
2128390,11,TRUE,TRUE,103,"2020-12-06T19:15:00Z",90,FALSE,TRUE,20,0,11,4,2,3,59000
2128387,11,TRUE,TRUE,100,"2020-12-07T20:00:00Z",90,FALSE,TRUE,16,2,3,1,2,3,58997
2128400,12,TRUE,TRUE,113,"2020-12-11T20:00:00Z",90,FALSE,TRUE,19,2,10,1,4,3,59010
2128405,12,TRUE,TRUE,118,"2020-12-12T12:30:00Z",90,FALSE,TRUE,2,1,20,0,2,3,59015
2128403,12,TRUE,TRUE,116,"2020-12-12T15:00:00Z",90,FALSE,TRUE,18,1,14,2,2,2,59013
2128402,12,TRUE,TRUE,115,"2020-12-12T17:30:00Z",90,FALSE,TRUE,12,0,13,0,4,4,59012
2128398,12,TRUE,TRUE,111,"2020-12-12T20:00:00Z",90,FALSE,TRUE,5,0,7,1,4,3,59008
2128404,12,TRUE,TRUE,117,"2020-12-13T12:00:00Z",90,FALSE,TRUE,15,0,16,3,2,2,59014
2128397,12,TRUE,TRUE,110,"2020-12-13T14:15:00Z",90,FALSE,TRUE,17,1,6,1,3,3,59007
2128399,12,TRUE,TRUE,112,"2020-12-13T16:30:00Z",90,FALSE,TRUE,11,1,8,1,4,2,59009
2128396,12,TRUE,TRUE,109,"2020-12-13T19:15:00Z",90,FALSE,TRUE,4,1,1,0,2,4,59006
2128401,12,TRUE,TRUE,114,"2020-12-13T19:15:00Z",90,FALSE,TRUE,3,0,9,3,3,4,59011
2128413,13,TRUE,TRUE,126,"2020-12-15T18:00:00Z",90,FALSE,TRUE,5,1,20,2,4,3,59023
2128415,13,TRUE,TRUE,128,"2020-12-15T20:00:00Z",90,FALSE,TRUE,18,1,12,1,2,5,59025
2128406,13,TRUE,TRUE,119,"2020-12-16T18:00:00Z",90,FALSE,TRUE,16,1,1,1,2,4,59016
2128409,13,TRUE,TRUE,122,"2020-12-16T18:00:00Z",90,FALSE,TRUE,14,2,10,5,2,3,59019
2128410,13,TRUE,TRUE,123,"2020-12-16T18:00:00Z",90,FALSE,TRUE,7,2,9,0,4,4,59020
2128408,13,TRUE,TRUE,121,"2020-12-16T20:00:00Z",90,FALSE,TRUE,3,0,8,0,3,2,59018
2128414,13,TRUE,TRUE,127,"2020-12-16T20:00:00Z",90,FALSE,TRUE,17,1,11,2,3,3,59024
2128412,13,TRUE,TRUE,125,"2020-12-16T20:00:00Z",90,FALSE,TRUE,6,1,19,1,2,4,59022
2128407,13,TRUE,TRUE,120,"2020-12-17T18:00:00Z",90,FALSE,TRUE,4,0,2,0,2,3,59017
2128411,13,TRUE,TRUE,124,"2020-12-17T20:00:00Z",90,FALSE,TRUE,13,3,15,2,4,2,59021
2128419,14,TRUE,TRUE,132,"2020-12-19T12:30:00Z",90,FALSE,TRUE,11,7,6,0,4,3,59029
2128423,14,TRUE,TRUE,136,"2020-12-19T15:00:00Z",90,FALSE,TRUE,12,1,16,0,4,2,59033
2128420,14,TRUE,TRUE,133,"2020-12-19T17:30:00Z",90,FALSE,TRUE,1,1,7,2,3,3,59030
2128422,14,TRUE,TRUE,135,"2020-12-19T20:00:00Z",90,FALSE,TRUE,8,1,14,1,2,2,59032
2128416,14,TRUE,TRUE,129,"2020-12-20T12:00:00Z",90,FALSE,TRUE,15,1,3,1,2,3,59026
2128424,14,TRUE,TRUE,137,"2020-12-20T14:15:00Z",90,FALSE,TRUE,9,2,17,0,4,4,59034
2128421,14,TRUE,TRUE,134,"2020-12-20T16:30:00Z",90,FALSE,TRUE,10,2,13,6,3,4,59031
2128425,14,TRUE,TRUE,138,"2020-12-20T19:15:00Z",90,FALSE,TRUE,2,3,18,0,2,2,59035
2128417,14,TRUE,TRUE,130,"2020-12-21T17:30:00Z",90,FALSE,TRUE,20,1,4,2,2,2,59027
2128418,14,TRUE,TRUE,131,"2020-12-21T20:00:00Z",90,FALSE,TRUE,19,0,5,3,4,4,59028
2128430,15,TRUE,TRUE,143,"2020-12-26T12:30:00Z",90,FALSE,TRUE,13,2,9,2,4,4,59040
2128427,15,TRUE,TRUE,140,"2020-12-26T15:00:00Z",90,FALSE,TRUE,6,0,2,3,2,3,59037
2128428,15,TRUE,TRUE,141,"2020-12-26T15:00:00Z",90,FALSE,TRUE,16,0,8,0,2,2,59038
2128426,15,TRUE,TRUE,139,"2020-12-26T17:30:00Z",90,FALSE,TRUE,5,1,1,3,4,4,59036
2128432,15,TRUE,TRUE,145,"2020-12-26T20:00:00Z",90,FALSE,TRUE,14,0,12,2,2,5,59042
2128433,15,TRUE,TRUE,146,"2020-12-26T20:00:00Z",90,FALSE,TRUE,7,1,15,0,4,2,59043
2128429,15,TRUE,TRUE,142,"2020-12-27T12:00:00Z",90,FALSE,TRUE,4,0,10,1,2,3,59039
2128434,15,TRUE,TRUE,147,"2020-12-27T14:15:00Z",90,FALSE,TRUE,3,2,19,2,3,4,59044
2128431,15,TRUE,TRUE,144,"2020-12-27T16:30:00Z",90,FALSE,TRUE,18,1,11,1,2,3,59041
2128435,15,TRUE,TRUE,148,"2020-12-27T19:15:00Z",90,FALSE,TRUE,17,1,20,1,3,3,59045
2128439,16,TRUE,TRUE,152,"2020-12-28T15:00:00Z",90,FALSE,TRUE,9,1,6,1,4,3,59049
2128438,16,TRUE,TRUE,151,"2020-12-28T17:30:00Z",90,FALSE,TRUE,2,1,5,1,2,4,59048
2128436,16,TRUE,TRUE,149,"2020-12-29T18:00:00Z",90,FALSE,TRUE,1,1,3,0,3,3,59046
2128437,16,TRUE,TRUE,150,"2020-12-29T18:00:00Z",90,FALSE,TRUE,15,0,4,1,2,2,59047
2128443,16,TRUE,TRUE,156,"2020-12-29T18:00:00Z",90,FALSE,TRUE,19,0,16,0,4,2,59053
2128445,16,TRUE,TRUE,158,"2020-12-29T18:00:00Z",90,FALSE,TRUE,10,5,18,0,3,2,59055
2128441,16,TRUE,TRUE,154,"2020-12-29T20:00:00Z",90,FALSE,TRUE,20,0,13,1,2,4,59051
2128442,16,TRUE,TRUE,155,"2020-12-30T20:00:00Z",90,FALSE,TRUE,11,0,14,0,4,2,59052
2128450,17,TRUE,TRUE,163,"2021-01-01T17:30:00Z",90,FALSE,TRUE,19,1,7,0,4,3,59060
2128451,17,TRUE,TRUE,164,"2021-01-01T20:00:00Z",90,FALSE,TRUE,2,1,13,2,2,4,59061
2128454,17,TRUE,TRUE,167,"2021-01-02T12:30:00Z",90,FALSE,TRUE,10,0,17,3,3,4,59064
2128449,17,TRUE,TRUE,162,"2021-01-02T15:00:00Z",90,FALSE,TRUE,15,0,6,2,2,3,59059
2128446,17,TRUE,TRUE,159,"2021-01-02T17:30:00Z",90,FALSE,TRUE,20,3,3,3,2,3,59056
2128455,17,TRUE,TRUE,168,"2021-01-02T20:00:00Z",90,FALSE,TRUE,1,4,18,0,3,2,59065
2128452,17,TRUE,TRUE,165,"2021-01-03T14:15:00Z",90,FALSE,TRUE,9,2,14,1,4,2,59062
2128448,17,TRUE,TRUE,161,"2021-01-03T16:30:00Z",90,FALSE,TRUE,12,3,5,1,4,4,59058
2128453,17,TRUE,TRUE,166,"2021-01-04T20:00:00Z",90,FALSE,TRUE,11,0,16,1,4,2,59063
2128461,18,TRUE,TRUE,174,"2021-01-12T18:00:00Z",90,FALSE,TRUE,14,0,15,1,2,2,59071
2128286,18,TRUE,TRUE,379,"2021-01-12T20:15:00Z",90,FALSE,TRUE,13,1,4,0,4,2,58896
2128463,18,TRUE,TRUE,176,"2021-01-12T20:15:00Z",90,FALSE,TRUE,7,2,20,1,4,3,59073
2128465,18,TRUE,TRUE,178,"2021-01-13T18:00:00Z",90,FALSE,TRUE,3,0,12,1,3,5,59075
2128444,18,TRUE,TRUE,157,"2021-01-13T20:15:00Z",90,FALSE,TRUE,8,1,17,1,2,4,59054
2128456,18,TRUE,TRUE,169,"2021-01-14T20:00:00Z",90,FALSE,TRUE,6,0,1,0,2,4,59066
2128475,19,TRUE,TRUE,188,"2021-01-16T12:30:00Z",90,FALSE,TRUE,18,3,20,2,2,3,59085
2128469,19,TRUE,TRUE,182,"2021-01-16T15:00:00Z",90,FALSE,TRUE,3,1,10,0,3,3,59079
2128474,19,TRUE,TRUE,187,"2021-01-16T15:00:00Z",90,FALSE,TRUE,4,0,19,1,2,4,59084
2128468,19,TRUE,TRUE,181,"2021-01-16T17:30:00Z",90,FALSE,TRUE,5,1,8,0,4,2,59078
2128470,19,TRUE,TRUE,183,"2021-01-16T20:00:00Z",90,FALSE,TRUE,16,0,9,2,2,4,59080
2128473,19,TRUE,TRUE,186,"2021-01-17T14:00:00Z",90,FALSE,TRUE,17,3,15,1,3,2,59083
2128471,19,TRUE,TRUE,184,"2021-01-17T16:30:00Z",90,FALSE,TRUE,13,0,11,0,4,3,59081
2128472,19,TRUE,TRUE,185,"2021-01-17T19:15:00Z",90,FALSE,TRUE,6,0,12,4,2,5,59082
2128466,19,TRUE,TRUE,179,"2021-01-18T20:00:00Z",90,FALSE,TRUE,14,0,1,3,2,4,59076
2128462,19,TRUE,TRUE,175,"2021-01-19T18:00:00Z",90,FALSE,TRUE,18,1,19,2,2,4,59072
2128460,19,TRUE,TRUE,173,"2021-01-19T20:15:00Z",90,FALSE,TRUE,5,0,9,2,4,4,59070
2128290,19,TRUE,TRUE,380,"2021-01-20T18:00:00Z",90,FALSE,TRUE,2,0,12,2,2,5,58900
2128458,19,TRUE,TRUE,171,"2021-01-20T20:15:00Z",90,FALSE,TRUE,13,2,8,1,4,2,59068
2128464,19,TRUE,TRUE,177,"2021-01-21T20:00:00Z",90,FALSE,TRUE,4,1,11,0,2,3,59074
2128386,19,TRUE,TRUE,99,"2021-01-23T20:00:00Z",90,FALSE,TRUE,14,0,2,2,2,3,58996
2128482,20,TRUE,TRUE,195,"2021-01-26T18:00:00Z",90,FALSE,TRUE,19,3,6,2,4,3,59092
2128483,20,TRUE,TRUE,196,"2021-01-26T18:00:00Z",90,FALSE,TRUE,10,2,14,1,3,2,59093
2128484,20,TRUE,TRUE,197,"2021-01-26T20:15:00Z",90,FALSE,TRUE,1,3,16,1,3,2,59094
2128480,20,TRUE,TRUE,193,"2021-01-26T20:15:00Z",90,FALSE,TRUE,12,5,18,0,4,2,59090
2128477,20,TRUE,TRUE,190,"2021-01-27T18:00:00Z",90,FALSE,TRUE,2,2,4,3,2,2,59087
2128481,20,TRUE,TRUE,194,"2021-01-27T18:00:00Z",90,FALSE,TRUE,20,0,5,0,2,4,59091
2128476,20,TRUE,TRUE,189,"2021-01-27T19:30:00Z",90,FALSE,TRUE,8,0,3,0,2,3,59086
2128478,20,TRUE,TRUE,191,"2021-01-27T20:15:00Z",90,FALSE,TRUE,9,1,7,1,4,3,59088
2128479,20,TRUE,TRUE,192,"2021-01-27T20:15:00Z",90,FALSE,TRUE,15,2,13,1,2,4,59089
2128485,20,TRUE,TRUE,198,"2021-01-28T20:00:00Z",90,FALSE,TRUE,11,3,17,1,4,4,59095
2128490,21,TRUE,TRUE,203,"2021-01-30T12:30:00Z",90,FALSE,TRUE,14,2,7,0,2,3,59100
2128489,21,TRUE,TRUE,202,"2021-01-30T15:00:00Z",90,FALSE,TRUE,20,0,6,1,2,3,59099
2128492,21,TRUE,TRUE,205,"2021-01-30T15:00:00Z",90,FALSE,TRUE,15,0,12,1,2,5,59102
2128494,21,TRUE,TRUE,207,"2021-01-30T15:00:00Z",90,FALSE,TRUE,8,2,18,2,2,2,59104
2128486,21,TRUE,TRUE,199,"2021-01-30T17:30:00Z",90,FALSE,TRUE,13,0,1,0,4,4,59096
2128493,21,TRUE,TRUE,206,"2021-01-30T20:00:00Z",90,FALSE,TRUE,2,1,16,0,2,2,59103
2128488,21,TRUE,TRUE,201,"2021-01-31T12:00:00Z",90,FALSE,TRUE,4,0,5,2,2,4,59098
2128491,21,TRUE,TRUE,204,"2021-01-31T14:00:00Z",90,FALSE,TRUE,10,3,9,1,3,4,59101
2128495,21,TRUE,TRUE,208,"2021-01-31T16:30:00Z",90,FALSE,TRUE,11,3,19,1,4,4,59105
2128487,21,TRUE,TRUE,200,"2021-01-31T19:15:00Z",90,FALSE,TRUE,17,0,3,1,3,3,59097
2128501,22,TRUE,TRUE,214,"2021-02-02T18:00:00Z",90,FALSE,TRUE,18,1,15,2,2,2,59111
2128502,22,TRUE,TRUE,215,"2021-02-02T18:00:00Z",90,FALSE,TRUE,1,1,20,2,3,3,59112
2128500,22,TRUE,TRUE,213,"2021-02-02T20:15:00Z",90,FALSE,TRUE,16,0,13,9,2,4,59110
2128504,22,TRUE,TRUE,217,"2021-02-02T20:15:00Z",90,FALSE,TRUE,6,2,14,1,2,2,59114
2128497,22,TRUE,TRUE,210,"2021-02-03T18:00:00Z",90,FALSE,TRUE,12,2,4,0,4,2,59107
2128498,22,TRUE,TRUE,211,"2021-02-03T18:00:00Z",90,FALSE,TRUE,9,2,8,0,4,2,59108
2128499,22,TRUE,TRUE,212,"2021-02-03T19:30:00Z",90,FALSE,TRUE,7,2,10,1,4,3,59109
2128496,22,TRUE,TRUE,209,"2021-02-03T20:15:00Z",90,FALSE,TRUE,19,3,2,1,4,3,59106
2128503,22,TRUE,TRUE,216,"2021-02-03T20:15:00Z",90,FALSE,TRUE,3,1,11,0,3,3,59113
2128505,22,TRUE,TRUE,218,"2021-02-04T20:00:00Z",90,FALSE,TRUE,5,1,17,0,4,4,59115
2128506,23,TRUE,TRUE,219,"2021-02-06T12:30:00Z",90,FALSE,TRUE,1,0,2,1,3,3,59116
2128507,23,TRUE,TRUE,220,"2021-02-06T15:00:00Z",90,FALSE,TRUE,3,1,4,1,3,2,59117
2128512,23,TRUE,TRUE,225,"2021-02-06T15:00:00Z",90,FALSE,TRUE,16,2,14,3,2,2,59122
2128508,23,TRUE,TRUE,221,"2021-02-06T17:30:00Z",90,FALSE,TRUE,19,0,8,0,4,2,59118
2128511,23,TRUE,TRUE,224,"2021-02-06T20:00:00Z",90,FALSE,TRUE,7,3,13,3,4,4,59121
2128514,23,TRUE,TRUE,227,"2021-02-07T12:00:00Z",90,FALSE,TRUE,18,0,17,2,2,4,59124
2128515,23,TRUE,TRUE,228,"2021-02-07T14:00:00Z",90,FALSE,TRUE,9,0,20,0,4,3,59125
2128510,23,TRUE,TRUE,223,"2021-02-07T16:30:00Z",90,FALSE,TRUE,12,4,11,1,4,3,59120
2128513,23,TRUE,TRUE,226,"2021-02-07T19:15:00Z",90,FALSE,TRUE,5,2,15,1,4,2,59123
2128509,23,TRUE,TRUE,222,"2021-02-08T20:00:00Z",90,FALSE,TRUE,6,0,10,2,2,3,59119
2128521,24,TRUE,TRUE,234,"2021-02-13T12:30:00Z",90,FALSE,TRUE,11,1,9,3,4,4,59131
