"element_in","element_in_cost","element_out","element_out_cost","entry","event","time"
325,50,96,54,842932,18,"2021-01-06T06:49:50.101026Z"
201,45,97,45,842932,17,"2021-01-01T13:24:14.915492Z"
377,61,262,45,842932,16,"2020-12-28T12:46:20.320119Z"
303,87,164,77,842932,16,"2020-12-28T12:46:20.319809Z"
306,95,272,117,842932,16,"2020-12-28T12:46:20.319470Z"
449,51,37,77,842932,16,"2020-12-28T12:46:20.319167Z"
200,47,197,45,842932,16,"2020-12-28T12:46:20.318833Z"
558,47,146,39,842932,16,"2020-12-28T12:46:20.318489Z"
97,45,42,45,842932,16,"2020-12-28T12:46:20.318142Z"
96,54,363,46,842932,16,"2020-12-28T12:46:20.317629Z"
597,44,32,40,842932,16,"2020-12-28T12:46:20.317137Z"
262,45,224,102,842932,15,"2020-12-24T08:40:34.551414Z"
254,125,76,45,842932,15,"2020-12-24T08:40:34.540690Z"
272,119,254,121,842932,13,"2020-12-15T12:03:29.815599Z"
37,77,275,84,842932,12,"2020-12-11T13:14:03.351294Z"
275,84,37,74,842932,11,"2020-12-05T10:47:10.690168Z"
224,102,388,109,842932,10,"2020-11-25T13:00:11.724742Z"
202,60,224,100,842932,9,"2020-11-10T22:42:31.385703Z"
302,105,449,49,842932,9,"2020-11-10T22:42:31.384998Z"
42,45,259,74,842932,9,"2020-11-10T22:42:31.374195Z"
224,100,366,84,842932,8,"2020-11-06T10:49:33.010613Z"
388,108,184,59,842932,6,"2020-10-23T16:54:58.699305Z"
37,71,272,116,842932,5,"2020-10-17T07:28:06.408475Z"
390,90,302,105,842932,5,"2020-10-12T18:24:31.026881Z"
164,74,117,94,842932,4,"2020-09-30T20:59:40.729050Z"
302,105,390,90,842932,4,"2020-09-30T20:59:40.502147Z"
272,116,4,120,842932,3,"2020-09-23T06:15:51.607022Z"
