"element_in","element_in_cost","element_out","element_out_cost","entry","event","time"
200,45,355,46,96097,22,"2025-01-17T18:05:38.690704Z"
594,44,369,50,96097,21,"2025-01-14T07:54:32.952775Z"
251,55,389,65,96097,20,"2025-01-02T12:49:48.273693Z"
44,44,159,44,96097,20,"2025-01-02T12:49:48.269503Z"
394,61,385,67,96097,19,"2024-12-29T07:58:06.687818Z"
159,44,85,44,96097,19,"2024-12-29T07:33:41.620498Z"
395,44,44,44,96097,19,"2024-12-29T07:33:41.615849Z"
44,44,498,50,96097,16,"2024-12-14T08:46:07.694217Z"
85,44,44,44,96097,16,"2024-12-14T08:44:33.415071Z"
355,47,340,53,96097,16,"2024-12-10T17:13:59.342338Z"
44,44,436,45,96097,14,"2024-12-02T15:18:14.166355Z"
389,66,232,54,96097,14,"2024-12-02T12:32:49.382139Z"
385,69,240,52,96097,11,"2024-11-09T09:04:25.541556Z"
232,54,251,57,96097,10,"2024-11-02T08:00:15.896113Z"
240,53,186,67,96097,9,"2024-10-25T08:42:14.143622Z"
436,45,524,45,96097,8,"2024-10-19T05:53:49.587544Z"
491,64,434,54,96097,7,"2024-10-01T11:41:04.200137Z"
9,69,240,53,96097,7,"2024-10-01T11:41:04.196003Z"
325,44,73,44,96097,5,"2024-09-21T08:12:28.822549Z"
186,68,584,54,96097,4,"2024-09-03T06:37:08.970220Z"
306,55,268,55,96097,2,"2024-08-23T08:35:18.194136Z"
350,65,533,49,93926,38,"2025-05-25T10:01:54.531091Z"
17,104,345,95,93926,38,"2025-05-25T10:01:11.543070Z"
58,90,755,75,93926,37,"2025-05-16T16:34:39.594330Z"
306,53,401,92,93926,37,"2025-05-16T16:34:39.590289Z"
110,68,541,70,93926,36,"2025-05-10T11:45:29.636102Z"
514,77,327,75,93926,36,"2025-05-10T11:45:29.635892Z"
168,47,71,59,93926,36,"2025-05-10T11:45:29.635669Z"
594,42,580,44,93926,36,"2025-05-10T11:45:29.635457Z"
573,52,211,52,93926,36,"2025-05-10T11:45:29.635249Z"
521,40,554,43,93926,36,"2025-05-10T11:45:29.635030Z"
443,52,201,45,93926,36,"2025-05-10T11:45:29.634709Z"
755,76,129,55,93926,36,"2025-05-10T11:41:34.216892Z"
345,96,182,105,93926,36,"2025-05-10T11:41:34.216529Z"
437,45,415,55,93926,36,"2025-05-10T11:41:34.212017Z"
327,76,54,54,93926,34,"2025-04-26T09:43:42.402146Z"
541,70,207,77,93926,34,"2025-04-26T09:42:56.978018Z"
533,48,399,48,93926,32,"2025-04-12T07:33:38.920654Z"
211,52,200,46,93926,32,"2025-04-12T07:33:38.920223Z"
415,55,3,62,93926,32,"2025-04-12T07:33:38.916299Z"
207,76,232,52,93926,30,"2025-04-01T16:48:08.266356Z"
3,64,311,73,93926,29,"2025-03-15T08:41:45.217601Z"
554,43,109,39,93926,29,"2025-03-15T08:41:45.211938Z"
71,59,398,75,93926,25,"2025-02-14T17:34:52.703393Z"
232,55,321,75,93926,24,"2025-02-01T10:59:31.385883Z"
99,79,89,50,93926,24,"2025-01-31T06:10:30.949816Z"
321,75,351,147,93926,23,"2025-01-25T12:40:34.987101Z"
311,73,461,40,93926,23,"2025-01-25T12:40:34.986677Z"
399,51,291,40,93926,23,"2025-01-25T12:40:34.980989Z"
200,45,162,46,93926,21,"2025-01-14T17:14:45.031853Z"
398,75,327,75,93926,21,"2025-01-06T14:55:03.181673Z"
201,45,91,45,93926,19,"2024-12-29T08:03:39.705666Z"
401,90,566,56,93926,18,"2024-12-26T08:52:19.356010Z"
89,50,19,54,93926,18,"2024-12-26T08:52:19.355526Z"
327,75,17,103,93926,18,"2024-12-26T08:52:19.349766Z"
162,46,533,47,93926,17,"2024-12-15T03:33:05.288527Z"
580,43,44,44,93926,16,"2024-12-14T12:47:51.818714Z"
17,103,99,75,93926,14,"2024-12-02T11:55:49.962086Z"
44,44,495,55,93926,14,"2024-12-02T11:55:49.958105Z"
129,56,82,76,93926,13,"2024-11-24T03:58:36.317776Z"
566,56,27,50,93926,13,"2024-11-24T03:58:36.312582Z"
27,50,4,80,93926,11,"2024-11-09T10:04:31.625507Z"
328,128,17,100,93926,11,"2024-11-09T10:04:31.620357Z"
533,46,44,45,93926,10,"2024-11-02T10:03:11.409505Z"
82,77,129,55,93926,8,"2024-10-19T06:32:21.091063Z"
495,55,311,70,93926,8,"2024-10-19T06:32:21.086719Z"
4,81,251,59,93926,6,"2024-09-27T09:58:21.326179Z"
17,100,328,127,93926,6,"2024-09-27T09:58:21.325832Z"
99,72,317,75,93926,6,"2024-09-27T09:58:21.322604Z"
129,56,401,85,93926,3,"2024-08-31T08:34:15.407259Z"
182,106,398,75,93926,3,"2024-08-31T08:34:15.406904Z"
328,126,309,45,93926,3,"2024-08-31T08:34:15.406552Z"
54,51,17,100,93926,3,"2024-08-31T08:34:15.406183Z"
275,40,350,60,93926,3,"2024-08-31T08:34:15.405808Z"
461,40,255,45,93926,3,"2024-08-31T08:34:15.405631Z"
44,45,116,40,93926,3,"2024-08-31T08:34:15.405448Z"
109,40,209,40,93926,3,"2024-08-31T08:34:15.405251Z"
91,45,201,45,93926,3,"2024-08-31T08:34:15.404976Z"
251,60,82,75,93926,2,"2024-08-23T20:17:24.246646Z"
289,48,470,49,1114016,38,"2025-05-25T06:06:01.943577Z"
122,49,418,56,1114016,38,"2025-05-25T06:06:01.939697Z"
582,45,437,44,1114016,36,"2025-05-06T17:39:28.540550Z"
594,42,167,42,1114016,34,"2025-04-25T20:09:29.826031Z"
413,49,358,52,1114016,32,"2025-04-08T16:03:52.254664Z"
418,56,393,44,1114016,30,"2025-03-27T20:39:56.094823Z"
129,55,566,52,1114016,29,"2025-03-14T20:45:46.519540Z"
447,73,470,49,1114016,29,"2025-03-14T20:45:46.519388Z"
351,147,321,72,1114016,29,"2025-03-14T20:45:46.519235Z"
433,66,503,97,1114016,29,"2025-03-14T20:45:46.519083Z"
136,65,135,50,1114016,29,"2025-03-14T20:45:46.518909Z"
71,62,78,56,1114016,29,"2025-03-14T20:45:46.518744Z"
247,56,13,82,1114016,29,"2025-03-14T20:45:46.518585Z"
6,56,437,44,1114016,29,"2025-03-14T20:45:46.518401Z"
88,45,393,44,1114016,29,"2025-03-14T20:45:46.518242Z"
350,59,339,62,1114016,29,"2025-03-14T20:45:46.518083Z"
422,53,167,42,1114016,29,"2025-03-14T20:45:46.517896Z"
236,49,24,61,1114016,29,"2025-03-14T20:45:46.517657Z"
554,43,358,52,1114016,29,"2025-03-14T20:45:46.517435Z"
135,50,53,54,1114016,27,"2025-02-24T20:45:46.050096Z"
470,49,497,68,1114016,26,"2025-02-20T20:31:55.589077Z"
53,54,372,59,1114016,25,"2025-02-13T15:32:30.996049Z"
437,44,238,46,1114016,25,"2025-02-13T15:32:30.995832Z"
167,42,122,49,1114016,25,"2025-02-13T15:32:30.995503Z"
497,68,220,54,1114016,24,"2025-01-27T21:12:49.090605Z"
566,53,523,50,1114016,23,"2025-01-25T12:13:27.311421Z"
393,44,267,44,1114016,22,"2025-01-17T13:51:36.372410Z"
523,50,589,67,1114016,21,"2025-01-14T17:23:18.963501Z"
267,45,505,49,1114016,20,"2025-01-03T22:37:47.319609Z"
372,60,19,54,1114016,19,"2024-12-29T12:38:47.133244Z"
589,67,107,59,1114016,19,"2024-12-28T12:25:58.410947Z"
238,47,380,44,1114016,19,"2024-12-28T12:25:58.406561Z"
122,51,238,46,1114016,18,"2024-12-26T09:54:35.224747Z"
358,52,413,49,1114016,18,"2024-12-26T09:54:35.220117Z"
107,59,453,51,1114016,16,"2024-12-10T13:54:02.769146Z"
453,51,27,50,1114016,13,"2024-11-26T21:15:48.394518Z"
505,49,295,46,1114016,13,"2024-11-26T21:15:48.390932Z"
321,71,11,59,1114016,11,"2024-11-05T21:29:49.757734Z"
27,50,321,71,1114016,10,"2024-10-28T13:35:54.465492Z"
238,45,362,53,1114016,10,"2024-10-28T13:35:54.461601Z"
362,53,122,50,1114016,9,"2024-10-24T20:08:38.026276Z"
295,46,163,50,1114016,8,"2024-10-18T12:29:26.579582Z"
321,71,589,67,1114016,7,"2024-10-05T08:09:50.679783Z"
366,82,177,65,1114016,7,"2024-10-02T11:30:01.080501Z"
122,50,25,48,1114016,6,"2024-09-27T20:17:28.673581Z"
11,59,389,70,1114016,3,"2024-08-31T07:39:57.779575Z"
78,55,560,65,1114016,3,"2024-08-26T16:29:06.487803Z"
177,65,394,65,1114016,3,"2024-08-26T16:29:06.487533Z"
380,45,418,59,1114016,3,"2024-08-26T16:29:06.487222Z"
394,65,186,70,1114016,2,"2024-08-20T16:28:43.256918Z"
595,54,329,62,109884,38,"2025-05-24T17:59:31.671408Z"
393,44,6,55,109884,38,"2025-05-24T17:59:31.666494Z"
58,89,268,56,109884,36,"2025-05-09T15:06:26.116031Z"
329,62,633,60,109884,36,"2025-05-09T15:06:26.115285Z"
567,43,236,48,109884,36,"2025-05-09T15:06:26.114463Z"
44,44,313,47,109884,36,"2025-05-09T15:06:26.107879Z"
327,75,585,57,109884,34,"2025-04-25T16:21:38.536739Z"
392,60,633,60,109884,34,"2025-04-25T16:21:38.536399Z"
533,50,236,48,109884,34,"2025-04-25T16:21:38.536101Z"
579,41,422,48,109884,34,"2025-04-25T16:21:38.535792Z"
559,45,313,47,109884,34,"2025-04-25T16:21:38.535485Z"
339,66,6,56,109884,34,"2025-04-25T16:21:38.535137Z"
413,49,15,55,109884,34,"2025-04-25T16:21:38.534831Z"
313,47,732,50,109884,32,"2025-04-11T08:18:19.991651Z"
491,62,329,62,109884,32,"2025-04-11T08:07:58.183639Z"
633,60,106,51,109884,31,"2025-04-04T07:06:55.316270Z"
185,45,73,41,109884,31,"2025-04-04T07:06:55.315960Z"
585,56,345,93,109884,30,"2025-03-27T16:37:26.927112Z"
732,50,580,44,109884,30,"2025-03-27T16:37:26.926865Z"
345,93,343,47,109884,27,"2025-02-25T13:19:46.148808Z"
106,51,177,61,109884,26,"2025-02-21T11:16:57.580135Z"
73,41,568,44,109884,23,"2025-01-25T08:35:29.481227Z"
343,47,168,49,109884,23,"2025-01-25T08:32:09.131788Z"
580,44,594,45,109884,20,"2025-01-04T01:07:45.126243Z"
329,62,635,48,109884,19,"2024-12-28T16:15:52.505068Z"
433,63,230,53,109884,17,"2024-12-21T08:55:55.943726Z"
168,50,560,62,109884,16,"2024-12-13T11:54:07.354004Z"
635,48,571,65,109884,15,"2024-12-06T18:48:16.934625Z"
163,51,355,46,109884,15,"2024-12-06T18:48:16.926080Z"
230,57,356,49,109884,12,"2024-11-22T12:19:00.387587Z"
560,62,117,50,109884,12,"2024-11-21T22:28:16.325379Z"
356,49,392,64,109884,10,"2024-11-01T14:12:47.895424Z"
117,51,199,67,109884,10,"2024-11-01T14:12:47.891623Z"
236,48,211,48,109884,9,"2024-10-25T09:11:03.364775Z"
268,56,321,71,109884,7,"2024-10-04T10:23:14.414272Z"
177,65,366,82,109884,7,"2024-10-04T10:23:14.410722Z"
422,44,313,48,109884,5,"2024-09-20T10:26:51.149554Z"
392,64,28,64,109884,4,"2024-09-13T19:22:17.742633Z"
321,73,497,70,109884,3,"2024-08-31T08:56:46.853940Z"
571,65,550,64,109884,3,"2024-08-30T10:29:04.645033Z"
355,45,341,55,109884,2,"2024-08-24T07:40:41.584312Z"
21,43,361,54,6188948,38,"2025-05-25T13:09:11.059816Z"
177,60,74,46,6188948,37,"2025-05-15T22:07:52.336933Z"
513,42,396,40,6188948,36,"2025-05-09T15:08:14.619064Z"
251,55,252,53,6188948,36,"2025-05-06T19:47:28.256277Z"
74,47,417,55,6188948,34,"2025-04-26T08:03:53.743937Z"
85,44,36,45,6188948,34,"2025-04-26T07:56:44.465464Z"
720,40,171,49,6188948,34,"2025-04-25T16:16:00.764426Z"
559,45,144,45,6188948,34,"2025-04-25T16:16:00.759834Z"
247,55,571,62,6188948,34,"2025-04-25T08:45:30.944135Z"
417,55,560,61,6188948,33,"2025-04-17T12:28:57.020177Z"
421,69,316,70,6188948,32,"2025-04-12T07:09:19.970197Z"
560,62,23,67,6188948,32,"2025-04-11T14:36:47.540285Z"
36,45,337,46,6188948,31,"2025-04-04T11:38:41.866560Z"
571,62,186,67,6188948,29,"2025-03-15T11:11:28.280285Z"
337,46,731,45,6188948,28,"2025-03-07T16:25:10.646393Z"
171,49,362,53,6188948,27,"2025-02-24T17:37:37.552539Z"
144,45,337,46,6188948,27,"2025-02-24T17:37:37.547854Z"
762,60,372,59,6188948,25,"2025-02-14T18:00:03.544295Z"
372,59,342,62,6188948,25,"2025-02-14T17:53:48.137879Z"
337,46,506,45,6188948,25,"2025-02-14T17:53:48.137676Z"
731,45,380,44,6188948,25,"2025-02-14T17:53:48.137510Z"
361,54,219,48,6188948,25,"2025-02-14T17:53:48.137292Z"
186,67,560,62,6188948,25,"2025-02-14T08:59:29.389648Z"
218,49,82,74,6188948,24,"2025-01-31T14:41:56.249817Z"
362,53,361,54,6188948,23,"2025-01-24T16:26:19.427955Z"
316,70,2,68,6188948,22,"2025-01-17T13:59:55.093784Z"
380,44,245,44,6188948,21,"2025-01-08T15:02:20.021166Z"
219,48,377,49,6188948,20,"2025-01-02T17:33:00.320144Z"
650,45,395,44,6188948,19,"2024-12-28T19:04:21.464465Z"
2,68,316,71,6188948,18,"2024-12-23T15:34:07.975519Z"
395,44,542,44,6188948,17,"2024-12-21T08:52:03.071804Z"
377,49,559,45,6188948,17,"2024-12-21T08:52:03.071624Z"
245,44,144,45,6188948,17,"2024-12-21T08:52:03.071400Z"
396,42,508,49,6188948,17,"2024-12-21T08:52:03.071176Z"
560,62,531,62,6188948,16,"2024-12-13T15:09:43.322127Z"
475,39,506,45,6188948,15,"2024-12-07T10:55:59.537390Z"
547,44,531,62,6188948,15,"2024-12-07T10:55:59.536921Z"
47,50,508,49,6188948,15,"2024-12-07T10:55:59.536475Z"
351,150,252,54,6188948,15,"2024-12-07T10:55:59.535993Z"
17,105,348,91,6188948,15,"2024-12-07T10:55:59.535535Z"
366,85,327,75,6188948,15,"2024-12-07T10:55:59.535068Z"
346,62,342,63,6188948,15,"2024-12-07T10:55:59.534587Z"
32,44,144,45,6188948,15,"2024-12-07T10:55:59.534102Z"
155,39,152,45,6188948,15,"2024-12-07T10:55:59.533468Z"
52,44,542,44,6188948,15,"2024-12-06T13:33:01.537140Z"
361,54,362,53,6188948,14,"2024-12-03T14:05:38.948918Z"
144,45,313,47,6188948,13,"2024-11-29T12:40:12.973022Z"
313,47,26,44,6188948,12,"2024-11-22T08:39:52.412612Z"
559,45,228,43,6188948,11,"2024-11-08T21:33:48.373423Z"
542,44,36,46,6188948,11,"2024-11-08T13:32:11.507262Z"
228,43,86,45,6188948,10,"2024-11-02T09:42:08.151957Z"
26,44,120,45,6188948,10,"2024-11-01T08:28:23.422901Z"
362,53,361,55,6188948,10,"2024-10-31T14:26:33.024553Z"
152,45,183,44,6188948,6,"2024-09-23T11:51:17.604514Z"
252,54,110,60,6188948,5,"2024-09-17T08:00:28.872441Z"
120,45,236,49,6188948,4,"2024-09-12T10:20:00.666106Z"
86,45,219,49,6188948,3,"2024-08-30T20:38:21.031196Z"
23,69,385,69,6188948,3,"2024-08-30T20:32:30.976827Z"
191,42,335,58,1123161,36,"2025-05-06T22:05:26.593074Z"
437,45,582,45,1123161,36,"2025-05-06T17:15:55.825517Z"
23,67,770,50,1123161,35,"2025-05-02T12:47:41.680850Z"
770,50,12,44,1123161,34,"2025-04-26T07:38:26.369971Z"
582,45,49,44,1123161,34,"2025-04-26T07:03:13.761661Z"
345,93,247,55,1123161,33,"2025-04-17T16:09:59.530382Z"
49,44,582,45,1123161,33,"2025-04-17T16:09:59.525115Z"
746,15,736,15,1123161,31,"2025-04-04T10:56:54.399310Z"
9,65,618,51,1123161,30,"2025-04-01T16:21:51.412762Z"
618,51,74,50,1123161,30,"2025-03-17T10:30:07.826532Z"
566,52,617,57,1123161,29,"2025-03-15T10:24:40.877163Z"
351,147,180,76,1123161,29,"2025-03-15T10:24:40.876965Z"
447,73,148,55,1123161,29,"2025-03-15T10:24:40.876769Z"
571,62,618,51,1123161,29,"2025-03-15T10:24:40.876549Z"
71,62,402,49,1123161,29,"2025-03-15T10:24:40.876320Z"
433,66,247,56,1123161,29,"2025-03-15T10:24:40.876120Z"
99,81,17,101,1123161,29,"2025-03-15T10:24:40.875920Z"
366,85,12,46,1123161,29,"2025-03-15T10:24:40.875713Z"
255,50,582,45,1123161,29,"2025-03-15T10:24:40.875490Z"
70,52,388,44,1123161,29,"2025-03-15T10:24:40.875284Z"
3,64,335,58,1123161,29,"2025-03-15T10:24:40.875073Z"
533,48,211,48,1123161,29,"2025-03-15T10:24:40.874856Z"
227,39,146,45,1123161,29,"2025-03-15T10:24:40.874562Z"
618,51,74,51,1123161,29,"2025-03-09T15:44:35.814038Z"
388,44,36,46,1123161,28,"2025-03-03T09:48:38.115833Z"
12,46,345,93,1123161,27,"2025-02-24T14:56:58.469062Z"
74,50,571,64,1123161,24,"2025-01-27T17:10:27.487848Z"
582,45,388,45,1123161,24,"2025-01-27T17:10:27.482625Z"
571,65,585,58,1123161,22,"2025-01-16T00:09:06.549565Z"
211,47,267,45,1123161,18,"2024-12-24T12:32:50.914803Z"
402,49,618,55,1123161,18,"2024-12-23T23:00:58.825777Z"
585,57,83,55,1123161,18,"2024-12-23T23:00:58.819877Z"
388,46,533,46,1123161,17,"2024-12-18T14:31:00.862554Z"
247,56,240,51,1123161,14,"2024-12-02T17:39:51.616029Z"
240,52,230,55,1123161,12,"2024-11-21T10:19:29.383247Z"
36,47,505,49,1123161,12,"2024-11-21T10:18:05.512772Z"
533,45,395,44,1123161,9,"2024-10-25T11:49:34.447647Z"
618,55,433,63,1123161,8,"2024-10-18T11:38:57.040879Z"
573,45,191,43,1123161,8,"2024-10-18T11:38:57.034934Z"
83,55,135,55,1123161,6,"2024-09-26T18:44:20.990893Z"
230,54,527,60,1123161,5,"2024-09-19T13:43:06.771462Z"
135,55,9,69,1123161,4,"2024-09-11T08:32:52.837531Z"
395,45,341,54,1123161,4,"2024-09-11T08:32:52.837285Z"
146,45,142,45,1123161,4,"2024-09-11T08:32:52.836947Z"
142,45,554,45,1123161,3,"2024-08-30T14:37:26.409233Z"
148,56,321,74,1123161,3,"2024-08-26T11:13:16.794973Z"
341,55,380,45,1123161,2,"2024-08-24T08:33:41.346203Z"
617,60,2,69,1123161,2,"2024-08-22T09:56:22.212597Z"
9,70,23,70,1123161,2,"2024-08-22T09:56:22.206987Z"
326,53,18,62,10946,38,"2025-05-24T19:06:49.026685Z"
32,44,495,53,10946,36,"2025-05-10T10:25:40.258506Z"
252,53,251,55,10946,36,"2025-05-09T17:54:36.636631Z"
565,50,346,62,10946,34,"2025-04-25T19:14:46.174323Z"
23,67,16,62,10946,33,"2025-04-19T11:02:38.170124Z"
355,43,339,66,10946,33,"2025-04-19T10:59:41.144224Z"
199,69,762,62,10946,33,"2025-04-19T10:59:41.143692Z"
47,50,248,50,10946,33,"2025-04-19T10:52:05.594804Z"
211,53,255,47,10946,33,"2025-04-19T10:52:05.594595Z"
401,95,251,55,10946,33,"2025-04-19T10:52:05.594373Z"
339,66,495,53,10946,33,"2025-04-19T10:52:05.594061Z"
762,62,525,62,10946,33,"2025-04-19T10:37:01.221626Z"
350,62,415,55,10946,33,"2025-04-19T10:37:01.221439Z"
54,57,346,62,10946,33,"2025-04-19T10:37:01.221276Z"
17,105,336,62,10946,33,"2025-04-19T10:37:01.221090Z"
755,77,351,148,10946,33,"2025-04-19T10:37:01.220697Z"
746,15,749,11,10946,32,"2025-04-12T09:53:53.769701Z"
251,55,38,57,10946,29,"2025-03-15T11:08:51.662128Z"
38,60,108,73,10946,4,"2024-09-14T09:58:37.271630Z"
364,53,494,74,6186573,36,"2025-05-09T08:22:52.579998Z"
89,49,398,74,6186573,36,"2025-05-09T08:22:52.579341Z"
45,45,326,51,6186573,36,"2025-05-09T08:22:52.578657Z"
508,48,383,49,6186573,36,"2025-05-09T08:22:52.574375Z"
268,56,58,89,6186573,36,"2025-05-06T12:11:24.026977Z"
110,66,58,89,6186573,35,"2025-05-02T06:33:22.222206Z"
536,39,383,49,6186573,35,"2025-05-02T06:33:22.222042Z"
401,96,375,69,6186573,35,"2025-05-02T06:33:22.221884Z"
54,57,136,64,6186573,35,"2025-05-02T06:33:22.221736Z"
348,91,398,74,6186573,35,"2025-05-02T06:33:22.221580Z"
327,76,372,59,6186573,35,"2025-05-02T06:33:22.221394Z"
328,138,494,74,6186573,35,"2025-05-02T06:33:22.221232Z"
402,53,492,62,6186573,35,"2025-05-02T06:33:22.221061Z"
350,63,326,51,6186573,35,"2025-05-02T06:33:22.220886Z"
219,48,162,44,6186573,35,"2025-05-02T06:33:22.220666Z"
235,51,91,44,6186573,35,"2025-05-02T06:33:22.220404Z"
497,68,129,55,6186573,34,"2025-04-25T08:59:38.694805Z"
746,15,735,15,6186573,32,"2025-04-11T11:57:15.331522Z"
735,15,749,11,6186573,32,"2025-04-11T11:56:35.468919Z"
52,42,578,58,6186573,31,"2025-04-04T19:31:37.002453Z"
372,59,364,52,6186573,26,"2025-02-21T11:55:26.989998Z"
364,49,608,45,6186573,12,"2024-11-11T16:21:27.135491Z"
608,45,314,48,6186573,6,"2024-09-27T15:50:26.422898Z"
409,45,591,45,6186573,4,"2024-09-09T15:05:24.340362Z"
578,58,219,48,1077612,38,"2025-05-22T11:06:58.708805Z"
313,47,436,47,1077612,37,"2025-05-16T15:51:43.397388Z"
219,48,311,71,1077612,37,"2025-05-14T12:34:17.178601Z"
207,77,82,73,1077612,36,"2025-05-07T09:10:19.450970Z"
99,80,182,106,1077612,34,"2025-04-26T09:34:33.586864Z"
541,68,755,73,1077612,34,"2025-04-20T13:30:11.726647Z"
401,95,82,73,1077612,34,"2025-04-20T13:30:11.726435Z"
182,106,432,52,1077612,34,"2025-04-20T13:30:11.726176Z"
402,52,199,68,1077612,34,"2025-04-20T13:30:11.725957Z"
247,55,54,53,1077612,34,"2025-04-20T13:30:11.725741Z"
339,66,350,61,1077612,34,"2025-04-20T13:30:11.725490Z"
409,46,311,71,1077612,34,"2025-04-20T13:30:11.725216Z"
248,50,47,50,1077612,34,"2025-04-20T13:30:11.724882Z"
579,41,88,45,1077612,32,"2025-04-09T09:42:32.303099Z"
746,15,736,15,1077612,31,"2025-04-04T16:37:23.380622Z"
736,15,745,8,1077612,30,"2025-04-01T06:44:16.257372Z"
88,45,219,48,1077612,30,"2025-03-31T14:05:29.102496Z"
219,48,399,47,1077612,28,"2025-03-05T15:24:06.028591Z"
82,74,4,78,1077612,25,"2025-02-13T13:03:40.072160Z"
755,70,566,54,1077612,23,"2025-01-24T13:04:45.743571Z"
436,46,533,48,1077612,22,"2025-01-17T12:32:46.036063Z"
533,48,593,50,1077612,20,"2025-01-03T02:18:26.918475Z"
432,51,372,61,1077612,19,"2024-12-28T20:55:39.885934Z"
71,53,625,65,1077612,14,"2024-12-02T23:43:18.793477Z"
399,44,172,49,1077612,12,"2024-11-22T11:54:41.407332Z"
70,44,45,47,1077612,11,"2024-11-08T12:44:43.897558Z"
199,67,298,53,1077612,11,"2024-11-05T12:22:41.438102Z"
443,46,513,44,1077612,10,"2024-10-29T23:32:12.140688Z"
172,49,363,53,1077612,9,"2024-10-25T05:16:48.057906Z"
110,59,389,68,1077612,8,"2024-10-18T11:47:34.076685Z"
625,65,360,64,1077612,6,"2024-09-23T13:49:55.197191Z"
298,53,181,62,1077612,6,"2024-09-23T13:49:55.192139Z"
389,71,453,55,1077612,4,"2024-09-02T19:15:33.458573Z"
54,50,298,54,1077612,3,"2024-08-26T11:10:51.824279Z"
