"chance_of_playing_next_round","chance_of_playing_this_round","code","cost_change_event","cost_change_event_fall","cost_change_start","cost_change_start_fall","dreamteam_count","element_type","ep_next","ep_this","event_points","first_name","form","id","in_dreamteam","news","news_added","now_cost","photo","points_per_game","second_name","selected_by_percent","special","squad_number","status","team","team_code","total_points","transfers_in","transfers_in_event","transfers_out","transfers_out_event","value_form","value_season","web_name","region","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","starts","expected_goals","expected_assists","expected_goal_involvements","expected_goals_conceded","influence_rank","influence_rank_type","creativity_rank","creativity_rank_type","threat_rank","threat_rank_type","ict_index_rank","ict_index_rank_type","corners_and_indirect_freekicks_order","corners_and_indirect_freekicks_text","direct_freekicks_order","direct_freekicks_text","penalties_order","penalties_text","expected_goals_per_90","saves_per_90","expected_assists_per_90","expected_goal_involvements_per_90","expected_goals_conceded_per_90","goals_conceded_per_90","now_cost_rank","now_cost_rank_type","form_rank","form_rank_type","points_per_game_rank","points_per_game_rank_type","selected_rank","selected_rank_type","starts_per_90","clean_sheets_per_90"
0,0,205533,0,0,-1,1,0,4,"0.0","0.0",0,"Eddie","1.0",11,FALSE,"Hamstring injury - Unknown return date","2024-11-08T15:00:07.256448Z",59,"205533.jpg","1.7","Nketiah","0.5",FALSE,,"i",7,31,12,154707,51,153256,8533,"0.2","2.0","Nketiah",241,488,0,0,1,8,0,0,0,1,0,0,0,58,"46.2","84.2","162.0","29.0",6,"1.02","0.39","1.41","7.90",305,31,158,18,63,22,178,26,,"",,"",,"",0.19,0,0.07,0.26,1.46,1.48,83,24,267,34,280,33,251,43,1.11,0.18
100,100,180736,0,0,-1,1,1,2,"5.3","5.3",1,"Trevoh","5.3",159,FALSE,"","2024-09-13T15:30:06.602568Z",44,"180736.jpg","4.0","Chalobah","0.4",FALSE,,"a",7,31,20,45642,5196,23462,2875,"1.2","4.5","Chalobah",241,447,1,0,1,6,0,0,0,0,0,0,2,87,"139.2","38.4","63.0","24.1",5,"0.36","0.06","0.42","7.01",162,64,254,76,167,33,206,60,,"",,"",,"",0.07,0,0.01,0.08,1.41,1.21,491,97,19,4,50,7,269,100,1.01,0.2
0,0,466117,0,0,0,0,0,3,"0.0","0.0",0,"Naouirou","0.0",190,FALSE,"Loaned to Rennes","2024-08-31T06:25:25.419519Z",45,"466117.jpg","0.0","Ahamada","0.1",FALSE,,"u",7,31,0,6178,0,31027,333,"0.0","0.0","Ahamada",,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",580,244,578,249,557,239,583,247,,"",,"",,"",0,0,0,0,0,0,409,247,528,202,586,250,423,153,0,0
100,100,438464,0,0,-1,1,0,3,"0.7","0.7",1,"Cheick","0.7",193,FALSE,"","2024-09-14T18:00:06.266238Z",49,"438464.jpg","1.6","Doucouré","0.1",FALSE,,"a",7,31,8,11047,99,16408,128,"0.1","1.6","C.Doucouré",132,129,0,1,0,2,0,0,0,0,0,0,0,23,"18.0","6.8","7.0","3.1",1,"0.06","0.01","0.07","2.09",360,171,358,199,334,183,379,186,,"",,"",,"",0.04,0,0.01,0.05,1.46,1.4,275,180,295,142,291,134,502,192,0.7,0
100,100,427623,0,0,-1,1,0,2,"0.0","0.0",0,"Chris","0.0",194,FALSE,"","2024-09-27T15:30:06.509919Z",44,"427623.jpg","2.2","Richards","0.1",FALSE,,"a",7,31,9,5569,101,16450,121,"0.0","2.0","C.Richards",229,343,0,0,1,5,0,0,0,1,0,0,0,35,"56.8","3.6","6.0","6.7",4,"0.12","0.01","0.13","6.69",286,102,376,128,338,114,332,109,,"",,"",,"",0.03,0,0,0.03,1.76,1.31,515,114,489,205,196,64,443,160,1.05,0.26
0,0,515621,0,0,-2,2,0,2,"0.0","0.0",0,"Chadi","0.0",195,FALSE,"Knee injury - Expected back 15 Dec","2024-08-28T16:30:04.488064Z",43,"515621.jpg","1.0","Riad Dnanou","0.1",FALSE,,"i",7,31,1,1678,31,12462,104,"0.0","0.2","Chadi Riad",145,90,0,0,0,2,0,0,0,0,0,0,0,3,"18.2","1.3","0.0","2.0",1,"0.00","0.02","0.02","1.39",359,127,397,138,497,196,401,132,,"",,"",,"",0,0,0.02,0.02,1.39,2,567,147,470,192,361,129,512,184,1,0
,,57328,0,0,-1,1,0,2,"1.0","1.0",2,"Nathaniel","1.0",196,FALSE,"",,44,"57328.jpg","2.4","Clyne","0.1",FALSE,,"a",7,31,12,5469,121,9223,180,"0.2","2.7","Clyne",241,293,0,0,1,4,0,0,0,0,0,0,0,41,"41.8","6.4","3.0","5.1",3,"0.01","0.02","0.03","5.99",314,111,361,117,360,120,354,116,,"",,"",,"",0,0,0.01,0.01,1.84,1.23,477,87,240,77,177,53,439,158,0.92,0.31
0,0,450535,0,0,0,0,0,3,"0.0","0.0",0,"Malcolm","0.0",197,FALSE,"Season long loan to Oxford United","2024-08-06T17:23:26.723638Z",45,"450535.jpg","0.0","Ebiowei","0.0",FALSE,,"u",7,31,0,0,0,433,5,"0.0","0.0","Ebiowei",,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",571,237,569,242,548,232,574,240,,"",,"",,"",0,0,0,0,0,0,397,239,519,195,577,243,665,298,0,0
50,0,232413,0,0,-4,4,1,3,"1.0","0.0",0,"Eberechi","2.0",199,FALSE,"Hamstring injury - 50% chance of playing","2024-10-31T02:30:07.120686Z",66,"232413.jpg","3.4","Eze","8.4",FALSE,,"d",7,31,31,932262,714,3339127,59483,"0.3","4.7","Eze",241,810,1,1,2,11,0,0,0,0,0,0,3,144,"158.2","252.9","266.0","67.6",9,"2.92","1.38","4.30","12.81",132,45,27,23,24,13,31,23,1,"",1,"",2,"",0.32,0,0.15,0.47,1.42,1.22,40,21,173,79,87,37,53,14,1,0.22
,,209036,0,0,0,0,1,2,"4.7","4.7",1,"Marc","4.7",200,FALSE,"",,45,"209036.jpg","3.4","Guéhi","7.4",FALSE,,"a",7,31,37,428415,19424,382408,20955,"1.0","8.2","Guéhi",241,990,2,0,2,15,0,0,0,1,0,0,2,162,"343.8","52.6","110.0","50.7",11,"1.06","0.24","1.30","16.17",8,2,219,58,99,9,60,9,,"",,"",,"",0.1,0,0.02,0.12,1.47,1.36,375,64,28,7,83,18,60,21,1,0.18
,,172649,0,0,-1,1,1,1,"4.0","4.0",2,"Dean","4.0",201,FALSE,"",,44,"172649.jpg","3.3","Henderson","10.4",FALSE,,"a",7,31,36,516993,13753,1104143,36286,"0.9","8.2","Henderson",241,990,0,0,2,15,0,0,0,1,0,39,3,130,"296.6","0.0","4.0","30.1",11,"0.01","0.00","0.01","16.17",19,7,530,57,349,1,168,7,,"",,"",,"",0,3.55,0,0,1.47,1.36,490,24,48,6,89,13,42,7,1,0.18
,,156074,0,0,-2,2,0,2,"0.0","0.0",0,"Rob","0.0",202,FALSE,"",,43,"156074.jpg","0.0","Holding","0.1",FALSE,,"a",7,31,0,2025,81,6477,146,"0.0","0.0","Holding",241,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",526,198,516,197,487,188,529,198,,"",,"",,"",0,0,0,0,0,0,546,128,459,183,532,196,462,168,0,0
100,0,108413,0,0,-1,1,0,3,"1.0","0.0",0,"Will","1.0",203,FALSE,"","2024-11-02T21:30:06.165599Z",49,"108413.jpg","1.0","Hughes","0.0",FALSE,,"a",7,31,9,2429,117,4563,98,"0.2","1.8","Hughes",241,453,0,0,1,7,0,0,0,5,0,0,0,45,"65.8","115.9","35.0","21.5",4,"0.36","0.37","0.73","7.98",269,121,120,89,227,127,235,118,2,"",,"",,"",0.07,0,0.07,0.14,1.59,1.39,248,159,251,116,394,192,554,225,0.79,0.2
0,,209400,0,0,-4,4,0,3,"0.0","0.7",-1,"Daichi","0.7",205,FALSE,"Suspended until 07 Dec","2024-11-09T20:00:07.600072Z",51,"209400.jpg","1.3","Kamada","0.1",FALSE,,"s",7,31,14,12778,75,54267,1612,"0.1","2.7","Kamada",108,616,0,0,1,11,0,0,0,2,1,0,0,74,"99.8","166.8","73.0","34.1",7,"0.56","0.51","1.07","10.30",214,87,62,50,150,93,132,78,,"",,"",,"",0.08,0,0.07,0.15,1.5,1.61,181,112,300,146,323,157,414,148,1.02,0.15
50,0,152551,0,0,-2,2,0,3,"0.1","0.0",0,"Jefferson","0.3",206,FALSE,"Hamstring injury - 50% chance of playing","2024-10-27T22:00:06.083970Z",48,"152551.jpg","1.3","Lerma Solís","0.0",FALSE,,"d",7,31,9,3815,10,6949,243,"0.1","1.9","Lerma",48,414,0,0,1,5,0,0,0,3,0,0,0,51,"55.4","56.2","18.0","13.0",5,"0.11","0.40","0.51","6.02",288,133,210,131,283,157,283,138,,"",,"",,"",0.02,0,0.09,0.11,1.31,1.09,298,198,335,161,320,154,522,204,1.09,0.22
,,231747,0,0,-2,2,1,4,"4.0","4.0",2,"Jean-Philippe","4.0",207,FALSE,"",,73,"231747.jpg","3.2","Mateta","2.8",FALSE,,"a",7,31,35,415987,3260,738376,21050,"0.5","4.8","Mateta",73,752,3,0,1,12,0,0,0,1,0,0,6,118,"122.2","114.4","186.0","41.9",9,"3.22","0.38","3.60","12.17",182,20,121,9,48,18,93,18,,"",,"",1,"",0.39,0,0.05,0.44,1.46,1.44,20,8,56,13,106,20,110,18,1.08,0.12
0,0,536694,0,0,-1,1,0,3,"0.0","0.0",0,"Matheus","0.0",208,FALSE,"Groin Injury - Expected back 04 Jan","2024-09-27T15:30:06.533416Z",44,"536694.jpg","0.0","França de Oliveira","0.5",FALSE,,"i",7,31,0,120571,134,87607,2472,"0.0","0.0","M.França",30,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",548,224,545,229,521,218,551,227,,"",,"",,"",0,0,0,0,0,0,524,304,494,181,554,230,263,85,0,0
,,169593,0,0,0,0,0,1,"0.0","0.0",0,"Remi","0.0",209,FALSE,"",,40,"169593.jpg","0.0","Matthews","0.6",FALSE,,"a",7,31,0,17401,109,55707,2421,"0.0","0.0","Matthews",241,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",463,40,448,22,409,13,466,40,,"",,"",,"",0,0,0,0,0,0,598,50,380,32,469,40,243,35,0,0
,,244723,0,0,-1,1,0,2,"2.7","2.7",1,"Tyrick","2.7",210,FALSE,"",,49,"244723.jpg","2.4","Mitchell","1.6",FALSE,,"a",7,31,26,88276,2111,166285,6891,"0.6","5.3","Mitchell",241,940,0,1,2,15,0,0,0,0,0,0,0,136,"187.4","180.6","53.0","42.3",11,"0.30","1.12","1.42","15.58",97,34,56,9,190,44,90,18,,"",,"",,"",0.03,0,0.11,0.14,1.49,1.44,273,28,124,41,180,56,160,59,1.05,0.19
100,100,247348,0,0,-2,2,0,2,"3.0","3.0",1,"Daniel","3.0",211,FALSE,"","2024-10-05T18:00:07.079825Z",48,"247348.jpg","2.3","Muñoz","1.7",FALSE,,"a",7,31,25,111312,1975,370400,6368,"0.6","5.2","Muñoz",48,904,0,2,2,15,0,0,0,4,0,0,0,101,"184.6","159.8","138.0","48.3",11,"1.29","0.60","1.89","15.01",101,36,65,13,81,8,68,12,,"",,"",,"",0.13,0,0.06,0.19,1.49,1.49,316,38,87,28,188,60,154,56,1.1,0.2
0,0,531989,0,0,0,0,0,3,"0.0","0.0",0,"David","0.0",212,FALSE,"Season long loan to Derby County","2024-07-26T08:51:53.649693Z",45,"531989.jpg","0.0","Ozoh","0.0",FALSE,,"u",7,31,0,0,0,280,2,"0.0","0.0","Ozoh",,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",602,262,601,267,583,258,605,265,,"",,"",,"",0,0,0,0,0,0,447,275,555,224,608,268,671,304,0,0
0,0,450542,0,0,0,0,0,3,"0.0","0.0",0,"Jesurun","0.0",213,FALSE,"Loaned to Sheffield United","2024-08-20T12:16:48.741122Z",45,"450542.jpg","0.0","Rak-Sakyi","0.0",FALSE,,"u",7,31,0,755,0,18336,149,"0.0","0.0","Rak-Sakyi",,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",573,239,571,244,550,234,576,242,,"",,"",,"",0,0,0,0,0,0,399,241,521,197,579,245,532,210,0,0
,,86417,0,0,-3,3,0,3,"0.7","0.7",1,"Jeffrey","0.7",214,FALSE,"",,47,"86417.jpg","1.0","Schlupp","0.1",FALSE,,"a",7,31,8,6553,306,11138,350,"0.1","1.7","Schlupp",81,63,0,0,0,1,0,0,0,0,0,0,0,29,"18.6","30.6","27.0","7.5",0,"0.09","0.08","0.17","1.15",356,169,269,159,242,136,328,161,,"",,"",,"",0.13,0,0.11,0.24,1.64,1.43,330,217,286,135,382,184,475,175,0,0
100,100,55494,0,0,-2,2,0,2,"0.0","0.0",0,"Joel","0.0",215,FALSE,"","2024-11-01T16:30:07.610599Z",43,"55494.jpg","0.0","Ward","0.1",FALSE,,"a",7,31,0,2522,82,9274,144,"0.0","0.0","Ward",241,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",523,197,510,196,478,185,526,197,,"",,"",,"",0,0,0,0,0,0,531,119,448,177,529,195,451,162,0,0
0,0,496221,-1,1,-3,3,0,3,"0.0","0.0",0,"Adam","1.0",216,FALSE,"Groin Injury - Expected back 30 Nov","2024-11-01T16:30:07.622710Z",47,"496221.jpg","1.9","Wharton","0.2",FALSE,,"i",7,31,15,18150,53,46064,1467,"0.2","3.2","Wharton",241,621,0,0,1,9,0,0,0,0,0,0,0,104,"112.6","131.4","53.0","29.7",8,"0.22","0.60","0.82","9.39",193,75,99,74,189,112,170,92,4,"",,"",,"",0.03,0,0.09,0.12,1.36,1.3,343,223,250,115,240,105,355,126,1.16,0.14
100,100,224068,0,0,0,0,0,1,"0.0","0.0",0,"Matt","0.0",445,FALSE,"","2024-10-05T17:30:07.013947Z",40,"224068.jpg","0.0","Turner","12.0",FALSE,,"a",7,31,0,211710,1741,790531,22985,"0.0","0.0","Turner",229,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",476,46,461,28,422,19,479,46,,"",,"",,"",0,0,0,0,0,0,616,56,393,38,480,46,34,5,0,0
,,232185,0,0,-3,3,0,3,"2.3","2.3",2,"Ismaïla","2.3",585,FALSE,"",,57,"232185.jpg","1.6","Sarr","0.2",FALSE,,"a",7,31,18,18690,863,34087,1481,"0.4","3.2","I.Sarr",189,476,0,1,1,6,0,0,0,1,0,0,0,77,"53.0","128.1","198.0","37.9",4,"1.15","1.25","2.40","6.62",293,137,103,77,43,27,112,68,,"",,"",,"",0.22,0,0.24,0.46,1.25,1.13,96,59,147,61,298,141,351,123,0.76,0.19
25,,574398,0,0,0,0,0,3,"0.0","0.0",0,"Franco","0.0",644,FALSE,"Hamstring injury - 25% chance of playing","2024-11-13T09:30:08.263810Z",45,"574398.jpg","0.0","Umeh-Chibueze","0.0",FALSE,,"d",7,31,0,4287,44,2646,184,"0.0","0.0","Umeh-Chibueze",104,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",616,274,615,279,597,270,619,277,,"",,"",,"",0,0,0,0,0,0,462,288,569,236,621,279,574,237,0,0
,,489706,0,0,0,0,0,3,"0.7","0.7",2,"Justin","0.7",645,FALSE,"",,45,"489706.jpg","2.0","Devenny","0.0",FALSE,,"a",7,31,2,1474,189,813,70,"0.2","0.4","Devenny",242,73,0,0,0,1,0,0,0,0,0,0,0,10,"10.4","23.3","3.0","3.7",1,"0.11","0.14","0.25","1.38",387,187,288,166,361,198,371,183,,"",,"",,"",0.14,0,0.17,0.31,1.7,1.23,418,250,281,131,227,98,628,276,1.23,0
,,579075,0,0,0,0,0,3,"0.3","0.3",1,"Asher","0.3",646,FALSE,"",,45,"579075.jpg","1.0","Agbinone","0.0",FALSE,,"a",7,31,2,6796,245,3478,240,"0.1","0.4","Agbinone",241,4,0,0,0,0,0,0,0,0,0,0,0,4,"4.0","10.6","1.0","1.5",0,"0.02","0.01","0.03","0.00",421,207,338,193,383,210,416,206,,"",,"",,"",0.45,0,0.22,0.67,0,0,468,290,330,157,378,180,524,205,0,0
,,530318,0,0,0,0,0,3,"0.0","0.0",0,"Kaden","0.0",647,FALSE,"",,45,"530318.jpg","0.0","Rodney","0.0",FALSE,,"a",7,31,0,3108,72,1824,116,"0.0","0.0","Rodney",241,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",600,261,599,266,581,257,603,264,,"",,"",,"",0,0,0,0,0,0,445,274,553,223,606,267,583,246,0,0
,,437499,0,0,0,0,0,2,"2.0","2.0",0,"Maxence","2.0",650,FALSE,"",,45,"437499.jpg","2.5","Lacroix","0.1",FALSE,,"a",7,31,20,17683,447,8168,1360,"0.4","4.4","Lacroix",73,720,0,1,2,10,0,0,0,3,0,0,0,90,"150.6","38.9","20.0","21.0",8,"0.30","0.40","0.70","10.92",145,58,253,75,269,81,239,77,,"",,"",,"",0.04,0,0.05,0.09,1.36,1.25,393,75,153,50,166,49,408,148,1,0.25
,,590012,0,0,0,0,0,2,"0.3","0.3",1,"Caleb","0.3",666,FALSE,"",,40,"590012.jpg","1.0","Kporha","0.0",FALSE,,"a",7,31,1,1261,222,609,114,"0.1","0.2","Kporha",241,1,0,0,0,0,0,0,0,0,0,0,0,4,"2.0","4.1","0.0","0.6",0,"0.00","0.02","0.02","0.00",436,149,373,125,469,179,432,147,,"",,"",,"",0,0,1.8,1.8,0,0,665,211,314,102,354,122,605,204,0,0
,,576980,0,0,0,0,0,4,"1.0","1.0",0,"Zach","0.0",676,FALSE,"",,45,"576980.jpg","0.0","Marsh","0.1",FALSE,,"a",7,31,0,6936,6936,829,829,"0.0","0.0","Marsh",,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",619,54,618,54,600,54,622,54,,"",,"",,"",0,0,0,0,0,0,466,74,572,52,624,56,480,63,0,0
50,0,440323,0,0,-1,1,0,4,"0.0","0.0",0,"Armando","0.0",156,FALSE,"Foot injury - 50% chance of playing","2024-09-08T23:00:06.640099Z",54,"440323.jpg","0.0","Broja","0.1",FALSE,,"d",8,11,0,6486,28,12493,127,"0.0","0.0","Broja",2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",666,68,665,68,662,68,666,68,,"",,"",,"",0,0,0,0,0,0,140,40,649,67,665,68,508,65,0,0
100,75,121599,-1,1,-4,4,0,3,"1.7","1.3",3,"Abdoulaye","1.7",217,FALSE,"","2024-11-01T10:30:06.244300Z",51,"121599.jpg","2.1","Doucouré","0.2",FALSE,,"a",8,11,19,13995,468,45543,671,"0.3","3.7","A.Doucoure",132,649,0,0,3,10,0,0,0,0,0,0,0,81,"72.2","117.5","47.0","23.6",8,"0.46","0.20","0.66","10.95",257,114,117,86,203,118,212,107,,"",,"",,"",0.06,0,0.03,0.09,1.52,1.39,177,110,186,85,214,94,375,133,1.11,0.42
,,486385,0,0,0,0,0,4,"3.0","3.0",1,"Norberto Bercique","3.0",218,FALSE,"",,50,"486385.jpg","1.9","Gomes Betuncal","0.6",FALSE,,"a",8,11,13,103477,2679,95464,3883,"0.6","2.6","Beto",90,95,1,0,0,5,0,0,0,0,0,0,2,42,"41.2","0.3","66.0","10.7",0,"1.08","0.00","1.08","2.53",316,32,416,44,162,32,305,33,,"",,"",,"",1.02,0,0,1.02,2.4,4.74,227,50,93,19,245,31,236,40,0,0
75,100,480455,0,0,-2,2,0,2,"2.0","2.7",6,"Jarrad","2.7",219,FALSE,"Groin Injury - 75% chance of playing","2024-11-14T10:00:08.223634Z",48,"480455.jpg","2.5","Branthwaite","0.8",FALSE,,"d",8,11,10,27360,3436,177708,2236,"0.6","2.1","Branthwaite",241,186,0,0,1,1,0,0,0,0,0,0,0,45,"43.2","2.9","0.0","4.6",2,"0.00","0.02","0.02","1.79",311,108,383,131,620,220,364,119,,"",,"",,"",0,0,0.01,0.01,0.87,0.48,325,40,123,40,170,51,221,82,0.97,0.48
100,100,177815,-1,1,-3,3,1,4,"2.0","2.0",2,"Dominic","2.0",220,FALSE,"","2024-09-18T19:30:06.748871Z",57,"177815.jpg","3.2","Calvert-Lewin","3.1",FALSE,,"a",8,11,35,891233,1886,789035,44007,"0.4","6.1","Calvert-Lewin",241,898,2,1,4,12,0,0,0,1,0,0,3,91,"133.0","73.2","322.0","52.7",11,"3.62","0.51","4.13","13.71",170,19,167,19,17,10,58,14,,"",,"",1,"",0.36,0,0.05,0.41,1.37,1.2,94,29,169,26,105,19,107,17,1.1,0.4
0,0,59949,0,0,-2,2,0,2,"0.0","0.0",0,"Séamus","0.0",221,FALSE,"Hamstring injury - Unknown return date","2024-11-07T23:00:07.780654Z",43,"59949.jpg","1.0","Coleman","0.0",FALSE,,"i",8,11,1,2544,25,5081,237,"0.0","0.2","Coleman",104,90,0,0,0,3,0,0,0,0,0,0,0,-1,"16.6","1.1","21.0","3.9",1,"0.62","0.01","0.63","2.22",366,128,398,139,263,79,370,122,,"",,"",,"",0.62,0,0.01,0.63,2.22,3,533,120,450,178,357,125,560,193,1,0
100,100,80801,0,0,-1,1,0,3,"2.0","2.0",2,"Idrissa","2.0",222,FALSE,"","2024-09-19T14:30:05.586621Z",49,"80801.jpg","1.9","Gueye","0.1",FALSE,,"a",8,11,19,5705,128,7934,344,"0.4","3.9","Gana",189,733,0,0,2,14,0,0,0,1,0,0,0,95,"97.0","76.7","51.0","22.5",8,"0.76","0.52","1.28","12.08",219,92,164,107,194,113,215,109,,"",,"",,"",0.09,0,0.06,0.15,1.48,1.72,245,158,157,68,243,108,501,191,0.98,0.25
0,0,232928,-1,1,-1,1,0,3,"0.0","0.0",0,"James","0.0",223,FALSE,"Back injury - Unknown return date","2024-10-17T14:00:07.870350Z",49,"232928.jpg","1.8","Garner","0.0",FALSE,,"i",8,11,7,1043,8,2596,53,"0.0","1.4","Garner",241,251,0,0,1,4,0,0,0,1,0,0,0,36,"54.0","20.9","5.0","7.9",2,"0.05","0.05","0.10","4.49",290,135,296,170,346,190,326,160,,"",2,"",,"",0.02,0,0.02,0.04,1.61,1.43,272,178,609,261,259,114,611,265,0.72,0.36
100,100,221399,0,0,-2,2,0,3,"1.3","1.3",1,"Jack","1.3",224,FALSE,"","2024-09-19T14:30:05.601507Z",53,"221399.jpg","2.0","Harrison","0.1",FALSE,,"a",8,11,22,13106,183,18438,1048,"0.2","4.2","Harrison",241,623,0,1,2,12,0,0,0,0,0,0,0,77,"70.6","125.0","95.0","28.5",7,"1.18","0.84","2.02","12.20",261,116,109,80,116,74,182,97,,"",,"",,"",0.17,0,0.12,0.29,1.76,1.73,154,90,222,104,230,101,409,146,1.01,0.29
0,0,194164,0,0,0,0,0,2,"0.0","0.0",0,"Mason","0.0",225,FALSE,"Loaned to West Bromwich Albion","2024-08-31T08:24:25.909228Z",40,"194164.jpg","1.0","Holgate","0.2",FALSE,,"u",8,11,1,11786,0,44052,476,"0.0","0.2","Holgate",,5,0,0,0,1,0,0,0,0,0,0,0,-1,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.07",465,160,450,159,411,141,468,160,,"",,"",,"",0,0,0,0,1.26,18,602,168,382,134,349,118,349,125,0,0
0,0,490094,0,0,0,0,0,3,"0.0","0.0",0,"Tim","0.0",226,FALSE,"Foot injury - Unknown return date","2024-10-17T14:00:07.887629Z",45,"490094.jpg","1.3","Iroegbunam","0.6",FALSE,,"i",8,11,8,187599,42,160305,4515,"0.0","1.8","Iroegbunam",241,381,0,0,0,13,0,0,0,2,0,0,0,29,"47.0","27.1","29.0","10.4",4,"0.21","0.08","0.29","8.36",304,143,276,162,239,135,307,153,,"",,"",,"",0.05,0,0.02,0.07,1.97,3.07,419,251,532,205,318,152,240,79,0.94,0
,,222627,0,0,0,0,0,1,"0.0","0.0",0,"João","0.0",227,FALSE,"",,40,"222627.jpg","0.0","Neves Virgínia","0.4",FALSE,,"a",8,11,0,12618,114,33744,1372,"0.0","0.0","J.Virginia",173,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",475,45,460,27,421,18,478,45,,"",,"",,"",0,0,0,0,0,0,615,55,392,37,479,45,275,41,0,0
100,100,106611,0,0,3,-3,1,2,"1.0","1.0",0,"Michael","1.0",228,FALSE,"","2024-09-19T14:30:05.611115Z",43,"106611.jpg","3.6","Keane","10.9",FALSE,,"a",8,11,32,1286920,12724,378331,52389,"0.2","7.4","Keane",241,810,2,0,2,16,0,0,0,4,0,0,3,89,"221.6","22.9","84.0","33.0",9,"0.43","0.02","0.45","14.16",65,20,291,91,129,17,141,37,,"",,"",,"",0.05,0,0,0.05,1.57,1.78,539,123,238,75,65,11,39,15,1,0.22
0,0,115382,0,0,-1,1,0,4,"0.0","0.0",0,"Neal","0.0",229,FALSE,"Transferred to Marseille","2024-08-31T06:13:30.372925Z",49,"115382.jpg","0.0","Maupay","0.3",FALSE,,"u",8,11,0,20402,0,156216,801,"0.0","0.0","Maupay",,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",636,59,632,58,624,59,637,59,,"",,"",,"",0,0,0,0,0,0,251,55,602,58,638,60,299,46,0,0
75,75,433154,-1,1,2,-2,2,3,"1.0","1.0",0,"Dwight","1.3",230,FALSE,"Knee injury - 75% chance of playing","2024-11-07T23:00:07.825990Z",57,"433154.jpg","5.1","McNeil","8.4",FALSE,,"d",8,11,51,1648950,3991,874814,165330,"0.2","8.9","McNeil",241,887,3,3,2,17,0,0,0,1,0,0,6,232,"257.0","434.4","148.0","84.0",10,"0.64","3.46","4.09","15.06",38,10,2,2,74,46,10,8,1,"",,"",,"",0.06,0,0.35,0.41,1.53,1.72,97,60,225,107,17,8,54,15,1.01,0.2
100,100,224967,0,0,-2,2,0,2,"3.3","3.3",6,"Vitalii","3.3",231,FALSE,"","2024-10-07T00:30:07.641913Z",43,"224967.jpg","2.4","Mykolenko","4.2",FALSE,,"a",8,11,22,268723,12110,706736,9562,"0.8","5.1","Mykolenko",225,745,0,0,2,13,0,0,0,0,0,0,1,77,"110.8","86.9","22.0","22.1",9,"0.08","0.35","0.43","11.48",198,79,154,35,259,76,221,66,,"",,"",,"",0.01,0,0.04,0.05,1.39,1.57,555,137,68,18,176,52,80,29,1.09,0.24
100,75,440993,0,0,-1,1,0,4,"2.0","1.5",2,"Iliman","2.0",232,FALSE,"","2024-11-07T23:00:07.842947Z",54,"440993.jpg","3.0","Ndiaye","1.0",FALSE,,"a",8,11,33,201190,2694,118620,13712,"0.4","6.1","Ndiaye",189,803,2,0,5,9,0,0,0,1,0,0,6,161,"195.4","100.4","174.0","47.2",9,"0.90","0.44","1.34","10.70",86,14,138,12,54,19,70,16,,"",,"",,"",0.1,0,0.05,0.15,1.2,1.01,141,41,167,25,121,21,198,36,1.01,0.56
