"element","position","multiplier","is_captain","is_vice_captain","element_type","id","gameweek"
486,9,1,FALSE,FALSE,3,"645239",6
654,10,1,FALSE,FALSE,4,"645239",6
525,11,1,FALSE,TRUE,4,"645239",6
431,12,0,FALSE,FALSE,1,"645239",6
337,13,0,FALSE,FALSE,4,"645239",6
235,14,0,FALSE,FALSE,3,"645239",6
573,15,0,FALSE,FALSE,2,"645239",6
502,1,1,FALSE,FALSE,1,"645239",7
6,2,1,FALSE,FALSE,2,"645239",7
408,3,1,FALSE,FALSE,2,"645239",7
374,4,1,FALSE,FALSE,2,"645239",7
476,5,1,FALSE,FALSE,2,"645239",7
50,6,1,FALSE,FALSE,3,"645239",7
120,7,1,FALSE,FALSE,3,"645239",7
485,8,1,FALSE,FALSE,3,"645239",7
419,9,2,TRUE,FALSE,3,"645239",7
525,10,1,FALSE,TRUE,4,"645239",7
654,11,1,FALSE,FALSE,4,"645239",7
431,12,0,FALSE,FALSE,1,"645239",7
573,13,0,FALSE,FALSE,2,"645239",7
235,14,0,FALSE,FALSE,3,"645239",7
337,15,0,FALSE,FALSE,4,"645239",7
502,1,1,FALSE,FALSE,1,"645239",8
6,2,1,FALSE,TRUE,2,"645239",8
374,3,1,FALSE,FALSE,2,"645239",8
408,4,1,FALSE,FALSE,2,"645239",8
476,5,1,FALSE,FALSE,2,"645239",8
50,6,1,FALSE,FALSE,3,"645239",8
485,7,1,FALSE,FALSE,3,"645239",8
120,8,1,FALSE,FALSE,3,"645239",8
337,9,1,FALSE,FALSE,4,"645239",8
654,10,2,TRUE,FALSE,4,"645239",8
525,11,1,FALSE,FALSE,4,"645239",8
431,12,0,FALSE,FALSE,1,"645239",8
573,13,0,FALSE,FALSE,2,"645239",8
235,14,0,FALSE,FALSE,3,"645239",8
419,15,0,FALSE,FALSE,3,"645239",8
502,1,1,FALSE,FALSE,1,"645239",9
6,2,1,FALSE,FALSE,2,"645239",9
408,3,1,FALSE,FALSE,2,"645239",9
476,4,1,FALSE,FALSE,2,"645239",9
374,5,1,FALSE,FALSE,2,"645239",9
573,6,1,FALSE,FALSE,2,"645239",9
120,7,1,FALSE,FALSE,3,"645239",9
485,8,1,FALSE,FALSE,3,"645239",9
419,9,2,TRUE,FALSE,3,"645239",9
337,10,1,FALSE,FALSE,4,"645239",9
654,11,1,FALSE,TRUE,4,"645239",9
431,12,0,FALSE,FALSE,1,"645239",9
525,13,0,FALSE,FALSE,4,"645239",9
235,14,0,FALSE,FALSE,3,"645239",9
50,15,0,FALSE,FALSE,3,"645239",9
367,1,1,FALSE,FALSE,1,"645239",10
6,2,1,FALSE,FALSE,2,"645239",10
573,3,1,FALSE,FALSE,2,"645239",10
408,4,1,FALSE,FALSE,2,"645239",10
476,5,1,FALSE,FALSE,2,"645239",10
419,6,2,TRUE,FALSE,3,"645239",10
485,7,1,FALSE,FALSE,3,"645239",10
120,8,1,FALSE,FALSE,3,"645239",10
416,9,1,FALSE,FALSE,3,"645239",10
337,10,1,FALSE,FALSE,4,"645239",10
654,11,1,FALSE,TRUE,4,"645239",10
502,12,0,FALSE,FALSE,1,"645239",10
374,13,0,FALSE,FALSE,2,"645239",10
235,14,0,FALSE,FALSE,3,"645239",10
525,15,0,FALSE,FALSE,4,"645239",10
502,1,1,FALSE,FALSE,1,"645239",11
6,2,1,FALSE,FALSE,2,"645239",11
573,3,1,FALSE,FALSE,2,"645239",11
408,4,1,FALSE,FALSE,2,"645239",11
476,5,1,FALSE,FALSE,2,"645239",11
374,6,1,FALSE,FALSE,2,"645239",11
419,7,2,TRUE,FALSE,3,"645239",11
120,8,1,FALSE,FALSE,3,"645239",11
416,9,1,FALSE,FALSE,3,"645239",11
337,10,1,FALSE,FALSE,4,"645239",11
654,11,1,FALSE,TRUE,4,"645239",11
367,12,0,FALSE,FALSE,1,"645239",11
485,13,0,FALSE,FALSE,3,"645239",11
235,14,0,FALSE,FALSE,3,"645239",11
525,15,0,FALSE,FALSE,4,"645239",11
502,1,1,FALSE,FALSE,1,"645239",12
6,2,1,FALSE,FALSE,2,"645239",12
408,3,1,FALSE,FALSE,2,"645239",12
573,4,1,FALSE,FALSE,2,"645239",12
374,5,1,FALSE,FALSE,2,"645239",12
416,6,1,FALSE,FALSE,3,"645239",12
120,7,1,FALSE,FALSE,3,"645239",12
485,8,1,FALSE,FALSE,3,"645239",12
419,9,2,TRUE,FALSE,3,"645239",12
337,10,1,FALSE,FALSE,4,"645239",12
654,11,1,FALSE,TRUE,4,"645239",12
367,12,0,FALSE,FALSE,1,"645239",12
476,13,0,FALSE,FALSE,2,"645239",12
235,14,0,FALSE,FALSE,3,"645239",12
525,15,0,FALSE,FALSE,4,"645239",12
670,1,1,FALSE,FALSE,1,"645239",13
6,2,1,FALSE,FALSE,2,"645239",13
374,3,1,FALSE,FALSE,2,"645239",13
408,4,1,FALSE,FALSE,2,"645239",13
476,5,1,FALSE,FALSE,2,"645239",13
485,6,1,FALSE,FALSE,3,"645239",13
419,7,1,FALSE,FALSE,3,"645239",13
120,8,2,TRUE,FALSE,3,"645239",13
242,9,1,FALSE,FALSE,3,"645239",13
337,10,1,FALSE,TRUE,4,"645239",13
654,11,1,FALSE,FALSE,4,"645239",13
502,12,0,FALSE,FALSE,1,"645239",13
573,13,0,FALSE,FALSE,2,"645239",13
235,14,0,FALSE,FALSE,3,"645239",13
525,15,0,FALSE,FALSE,4,"645239",13
220,1,1,FALSE,FALSE,1,"603883",1
506,2,1,FALSE,FALSE,2,"603883",1
291,3,1,FALSE,FALSE,2,"603883",1
407,4,1,FALSE,FALSE,2,"603883",1
257,5,1,FALSE,FALSE,2,"603883",1
16,6,1,FALSE,FALSE,3,"603883",1
417,7,1,FALSE,FALSE,3,"603883",1
384,8,2,TRUE,FALSE,3,"603883",1
299,9,1,FALSE,FALSE,3,"603883",1
661,10,1,FALSE,TRUE,4,"603883",1
625,11,1,FALSE,FALSE,4,"603883",1
628,12,0,FALSE,FALSE,1,"603883",1
414,13,0,FALSE,FALSE,3,"603883",1
526,14,0,FALSE,FALSE,4,"603883",1
8,15,0,FALSE,FALSE,2,"603883",1
220,1,1,FALSE,FALSE,1,"603883",2
8,2,1,FALSE,FALSE,2,"603883",2
257,3,1,FALSE,FALSE,2,"603883",2
291,4,1,FALSE,FALSE,2,"603883",2
16,5,2,TRUE,FALSE,3,"603883",2
414,6,1,FALSE,FALSE,3,"603883",2
417,7,1,FALSE,FALSE,3,"603883",2
384,8,1,FALSE,FALSE,3,"603883",2
299,9,1,FALSE,FALSE,3,"603883",2
625,10,1,FALSE,FALSE,4,"603883",2
661,11,1,FALSE,TRUE,4,"603883",2
628,12,0,FALSE,FALSE,1,"603883",2
407,13,0,FALSE,FALSE,2,"603883",2
506,14,0,FALSE,FALSE,2,"603883",2
696,15,0,FALSE,FALSE,4,"603883",2
220,1,1,FALSE,FALSE,1,"603883",3
506,2,1,FALSE,FALSE,2,"603883",3
257,3,1,FALSE,FALSE,2,"603883",3
291,4,1,FALSE,FALSE,2,"603883",3
407,5,1,FALSE,FALSE,2,"603883",3
8,6,1,FALSE,FALSE,2,"603883",3
384,7,1,FALSE,TRUE,3,"603883",3
299,8,1,FALSE,FALSE,3,"603883",3
625,9,1,FALSE,FALSE,4,"603883",3
661,10,2,TRUE,FALSE,4,"603883",3
696,11,1,FALSE,FALSE,4,"603883",3
628,12,0,FALSE,FALSE,1,"603883",3
414,13,0,FALSE,FALSE,3,"603883",3
417,14,0,FALSE,FALSE,3,"603883",3
16,15,0,FALSE,FALSE,3,"603883",3
220,1,1,FALSE,FALSE,1,"603883",4
474,2,1,FALSE,FALSE,2,"603883",4
8,3,1,FALSE,FALSE,2,"603883",4
257,4,1,FALSE,FALSE,2,"603883",4
291,5,1,FALSE,FALSE,2,"603883",4
414,6,1,FALSE,FALSE,3,"603883",4
83,7,1,FALSE,FALSE,3,"603883",4
384,8,2,TRUE,FALSE,3,"603883",4
299,9,1,FALSE,FALSE,3,"603883",4
661,10,1,FALSE,TRUE,4,"603883",4
696,11,1,FALSE,FALSE,4,"603883",4
733,12,0,FALSE,FALSE,1,"603883",4
407,13,0,FALSE,FALSE,2,"603883",4
726,14,0,FALSE,FALSE,4,"603883",4
16,15,0,FALSE,FALSE,3,"603883",4
220,1,1,FALSE,FALSE,1,"603883",5
8,2,1,FALSE,FALSE,2,"603883",5
257,3,1,FALSE,FALSE,2,"603883",5
291,4,1,FALSE,FALSE,2,"603883",5
16,5,1,FALSE,FALSE,3,"603883",5
414,6,1,FALSE,FALSE,3,"603883",5
83,7,1,FALSE,FALSE,3,"603883",5
384,8,2,TRUE,FALSE,3,"603883",5
299,9,1,FALSE,FALSE,3,"603883",5
661,10,1,FALSE,TRUE,4,"603883",5
696,11,1,FALSE,FALSE,4,"603883",5
733,12,0,FALSE,FALSE,1,"603883",5
474,13,0,FALSE,FALSE,2,"603883",5
726,14,0,FALSE,FALSE,4,"603883",5
406,15,0,FALSE,FALSE,2,"603883",5
220,1,1,FALSE,FALSE,1,"603883",6
8,2,1,FALSE,FALSE,2,"603883",6
291,3,1,FALSE,FALSE,2,"603883",6
257,4,1,FALSE,FALSE,2,"603883",6
16,5,1,FALSE,TRUE,3,"603883",6
414,6,2,TRUE,FALSE,3,"603883",6
418,7,1,FALSE,FALSE,3,"603883",6
384,8,1,FALSE,FALSE,3,"603883",6
299,9,1,FALSE,FALSE,3,"603883",6
691,10,1,FALSE,FALSE,4,"603883",6
726,11,1,FALSE,FALSE,4,"603883",6
733,12,0,FALSE,FALSE,1,"603883",6
474,13,0,FALSE,FALSE,2,"603883",6
661,14,0,FALSE,FALSE,4,"603883",6
406,15,0,FALSE,FALSE,2,"603883",6
733,1,1,FALSE,FALSE,1,"603883",7
291,2,1,FALSE,FALSE,2,"603883",7
8,3,1,FALSE,FALSE,2,"603883",7
407,4,1,FALSE,FALSE,2,"603883",7
257,5,1,FALSE,FALSE,2,"603883",7
16,6,1,FALSE,TRUE,3,"603883",7
299,7,1,FALSE,FALSE,3,"603883",7
414,8,2,TRUE,FALSE,3,"603883",7
418,9,1,FALSE,FALSE,3,"603883",7
384,10,1,FALSE,FALSE,3,"603883",7
661,11,1,FALSE,FALSE,4,"603883",7
220,12,0,FALSE,FALSE,1,"603883",7
691,13,0,FALSE,FALSE,4,"603883",7
474,14,0,FALSE,FALSE,2,"603883",7
726,15,0,FALSE,FALSE,4,"603883",7
220,1,1,FALSE,FALSE,1,"603883",8
8,2,1,FALSE,FALSE,2,"603883",8
407,3,1,FALSE,FALSE,2,"603883",8
257,4,1,FALSE,FALSE,2,"603883",8
16,5,2,TRUE,FALSE,3,"603883",8
299,6,1,FALSE,FALSE,3,"603883",8
414,7,1,FALSE,FALSE,3,"603883",8
418,8,1,FALSE,FALSE,3,"603883",8
384,9,1,FALSE,TRUE,3,"603883",8
726,10,1,FALSE,FALSE,4,"603883",8
661,11,1,FALSE,FALSE,4,"603883",8
733,12,0,FALSE,FALSE,1,"603883",8
691,13,0,FALSE,FALSE,4,"603883",8
291,14,0,FALSE,FALSE,2,"603883",8
474,15,0,FALSE,FALSE,2,"603883",8
733,1,1,FALSE,FALSE,1,"603883",9
8,2,1,FALSE,FALSE,2,"603883",9
407,3,1,FALSE,FALSE,2,"603883",9
291,4,1,FALSE,FALSE,2,"603883",9
16,5,2,TRUE,FALSE,3,"603883",9
299,6,1,FALSE,FALSE,3,"603883",9
414,7,1,FALSE,FALSE,3,"603883",9
418,8,1,FALSE,FALSE,3,"603883",9
384,9,1,FALSE,FALSE,3,"603883",9
691,10,1,FALSE,FALSE,4,"603883",9
661,11,1,FALSE,TRUE,4,"603883",9
220,12,0,FALSE,FALSE,1,"603883",9
151,13,0,FALSE,FALSE,2,"603883",9
726,14,0,FALSE,FALSE,4,"603883",9
257,15,0,FALSE,FALSE,2,"603883",9
733,1,1,FALSE,FALSE,1,"603883",10
8,2,1,FALSE,FALSE,2,"603883",10
407,3,1,FALSE,FALSE,2,"603883",10
291,4,1,FALSE,FALSE,2,"603883",10
16,5,2,TRUE,FALSE,3,"603883",10
299,6,1,FALSE,FALSE,3,"603883",10
414,7,1,FALSE,TRUE,3,"603883",10
418,8,1,FALSE,FALSE,3,"603883",10
384,9,1,FALSE,FALSE,3,"603883",10
100,10,1,FALSE,FALSE,4,"603883",10
661,11,1,FALSE,FALSE,4,"603883",10
220,12,0,FALSE,FALSE,1,"603883",10
151,13,0,FALSE,FALSE,2,"603883",10
726,14,0,FALSE,FALSE,4,"603883",10
257,15,0,FALSE,FALSE,2,"603883",10
220,1,1,FALSE,FALSE,1,"603883",11
8,2,1,FALSE,FALSE,2,"603883",11
257,3,1,FALSE,FALSE,2,"603883",11
291,4,1,FALSE,FALSE,2,"603883",11
16,5,2,TRUE,FALSE,3,"603883",11
299,6,1,FALSE,FALSE,3,"603883",11
414,7,1,FALSE,TRUE,3,"603883",11
417,8,1,FALSE,FALSE,3,"603883",11
384,9,1,FALSE,FALSE,3,"603883",11
100,10,1,FALSE,FALSE,4,"603883",11
726,11,1,FALSE,FALSE,4,"603883",11
733,12,0,FALSE,FALSE,1,"603883",11
661,13,0,FALSE,FALSE,4,"603883",11
151,14,0,FALSE,FALSE,2,"603883",11
411,15,0,FALSE,FALSE,2,"603883",11
733,1,1,FALSE,FALSE,1,"603883",12
8,2,1,FALSE,FALSE,2,"603883",12
257,3,1,FALSE,FALSE,2,"603883",12
411,4,1,FALSE,FALSE,2,"603883",12
16,5,2,TRUE,FALSE,3,"603883",12
299,6,1,FALSE,FALSE,3,"603883",12
414,7,1,FALSE,TRUE,3,"603883",12
417,8,1,FALSE,FALSE,3,"603883",12
384,9,1,FALSE,FALSE,3,"603883",12
100,10,1,FALSE,FALSE,4,"603883",12
661,11,1,FALSE,FALSE,4,"603883",12
220,12,0,FALSE,FALSE,1,"603883",12
215,13,0,FALSE,FALSE,4,"603883",12
151,14,0,FALSE,FALSE,2,"603883",12
291,15,0,FALSE,FALSE,2,"603883",12
733,1,1,FALSE,FALSE,1,"603883",13
8,2,1,FALSE,FALSE,2,"603883",13
