"player_id","player_name","position","team","current_owner","free_hit_flag","cost","status","chance_of_playing_this_round","chance_of_playing_next_round","form_starts","form_minutes","form_total_points","form_goals_scored","form_assists","form_goals_conceded","form_bps","form_influence","form_creativity","form_threat","form_ict_index","form_expected_goals","form_expected_assists","form_expected_goal_involvements","form_expected_goals_conceded","results_team_played","results_team_goals_scored","results_team_goals_conceded","results_team_points","results_team_strength","results_team_attack","results_team_defense","results_opposition_strength","results_opposition_attack","results_opposition_defense","fixtures_team_fixtures","fixtures_team_strength","fixtures_team_attack","fixtures_team_defense","fixtures_opposition_strength","fixtures_opposition_attack","fixtures_opposition_defense","total_starts","total_minutes","total_points","total_goals_scored","total_expected_goals","total_assists","total_expected_assists","total_goals_conceded","total_expected_goals_conceded","total_bps","total_ict_index"
742,"Baker-Boaitey","MID","Brighton","Free Agent","-",4.5,"available",1,1,,,,,,,,,,,,,,,,3,1.66666666666667,1,1.66666666666667,1166.66666666667,1113.33333333333,1220,1126.66666666667,1113.33333333333,1146.66666666667,3,1148.33333333333,1106.66666666667,1190,1088.33333333333,1113.33333333333,1091.66666666667,0,12,2,0,0,0,0.03,0,0.11,6,0.4
690,"Baleba","MID","Brighton","Free Agent","-",4.5,"available",1,1,1,57,-2,0,0,2,-8,0,0,0,0,0.395,0.075,0.47,0.63,3,1.66666666666667,1,1.66666666666667,1166.66666666667,1113.33333333333,1220,1126.66666666667,1113.33333333333,1146.66666666667,3,1148.33333333333,1106.66666666667,1190,1088.33333333333,1113.33333333333,1091.66666666667,7,550,13,0,0.4,0,0.08,14,10.59,73,19
755,"Barrington","MID","Brighton","Free Agent","-",4.5,"available",1,1,,,,,,,,,,,,,,,,3,1.66666666666667,1,1.66666666666667,1166.66666666667,1113.33333333333,1220,1126.66666666667,1113.33333333333,1146.66666666667,3,1148.33333333333,1106.66666666667,1190,1088.33333333333,1113.33333333333,1091.66666666667,0,0,0,0,0,0,0,0,0,0,0
125,"Buonanotte","MID","Brighton","Free Agent","-",4.7,"available",0.75,1,0,33,2,0,0,1,4,3.53333333333333,3.93333333333333,13.6666666666667,2.1,0.0366666666666667,0.0166666666666667,0.0533333333333333,0.273333333333333,3,1.66666666666667,1,1.66666666666667,1166.66666666667,1113.33333333333,1220,1126.66666666667,1113.33333333333,1146.66666666667,3,1148.33333333333,1106.66666666667,1190,1088.33333333333,1113.33333333333,1091.66666666667,6,500,20,1,0.58,1,0.51,6,8.33,56,30.6
128,"Dahoud","MID","Brighton","Free Agent","-",4.8,"available",1,1,4,360,13,0,0,4,78,31,1.56666666666667,6,3.86666666666667,0.05,0.0566666666666667,0.106666666666667,1.56666666666667,3,1.66666666666667,1,1.66666666666667,1166.66666666667,1113.33333333333,1220,1126.66666666667,1113.33333333333,1146.66666666667,3,1148.33333333333,1106.66666666667,1190,1088.33333333333,1113.33333333333,1091.66666666667,6,449,14,0,0.22,1,0.54,6,5.16,68,21.7
747,"Duffus","MID","Brighton","Free Agent","-",4.4,"available",1,1,,,,,,,,,,,,,,,,3,1.66666666666667,1,1.66666666666667,1166.66666666667,1113.33333333333,1220,1126.66666666667,1113.33333333333,1146.66666666667,3,1148.33333333333,1106.66666666667,1190,1088.33333333333,1113.33333333333,1091.66666666667,0,0,0,0,0,0,0,0,0,0,0
130,"Enciso","MID","Brighton","Free Agent","-",5.1,"injured",0,0,2,195,5,0,0,2,33,10.6,2.63333333333333,0.666666666666667,1.36666666666667,0,0.0233333333333333,0.0233333333333333,0.733333333333333,3,1.66666666666667,1,1.66666666666667,1166.66666666667,1113.33333333333,1220,1126.66666666667,1113.33333333333,1146.66666666667,3,1148.33333333333,1106.66666666667,1190,1088.33333333333,1113.33333333333,1091.66666666667,1,68,8,0,0.2,2,0.58,1,2.02,30,9.4
133,"Gilmour","MID","Brighton","Free Agent","-",4.9,"available",1,1,4,360,16,0,0,4,72,30.9333333333333,0,0,3.1,0,0,0,1.56666666666667,3,1.66666666666667,1,1.66666666666667,1166.66666666667,1113.33333333333,1220,1126.66666666667,1113.33333333333,1146.66666666667,3,1148.33333333333,1106.66666666667,1190,1088.33333333333,1113.33333333333,1091.66666666667,14,1275,44,0,0.73,3,1.85,23,23.48,238,62.5
134,"Gross","MID","Brighton","James","-",6.5,"available",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.66666666666667,1,1.66666666666667,1166.66666666667,1113.33333333333,1220,1126.66666666667,1113.33333333333,1146.66666666667,3,1148.33333333333,1106.66666666667,1190,1088.33333333333,1113.33333333333,1091.66666666667,17,1551,82,3,3.34,6,4.11,23,26.02,360,162.6
621,"Hinshelwood","MID","Brighton","Free Agent","-",4.5,"available",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.66666666666667,1,1.66666666666667,1166.66666666667,1113.33333333333,1220,1126.66666666667,1113.33333333333,1146.66666666667,3,1148.33333333333,1106.66666666667,1190,1088.33333333333,1113.33333333333,1091.66666666667,6,616,30,2,2.03,0,0.28,14,11.09,103,41
137,"KozÅowski","MID","Brighton","Free Agent","-",4.5,"unavailable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.66666666666667,1,1.66666666666667,1166.66666666667,1113.33333333333,1220,1126.66666666667,1113.33333333333,1146.66666666667,3,1148.33333333333,1106.66666666667,1190,1088.33333333333,1113.33333333333,1091.66666666667,0,0,0,0,0,0,0,0,0,0,0
138,"Lallana","MID","Brighton","Free Agent","-",4.9,"available",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.66666666666667,1,1.66666666666667,1166.66666666667,1113.33333333333,1220,1126.66666666667,1113.33333333333,1146.66666666667,3,1148.33333333333,1106.66666666667,1190,1088.33333333333,1113.33333333333,1091.66666666667,8,496,18,0,0.28,1,0.85,8,8.16,54,27.6
140,"March","MID","Brighton","Free Agent","-",6.1,"injured",0,0,2,107,3,0,0,1,15,3.33333333333333,4.7,12.3333333333333,2.03333333333333,0.06,0.00333333333333333,0.0633333333333333,0.4,3,1.66666666666667,1,1.66666666666667,1166.66666666667,1113.33333333333,1220,1126.66666666667,1113.33333333333,1146.66666666667,3,1148.33333333333,1106.66666666667,1190,1088.33333333333,1113.33333333333,1091.66666666667,7,555,39,3,2.1,1,0.97,11,10.5,134,46.4
142,"Milner","MID","Brighton","Free Agent","-",4.8,"available",1,1,3,241,9,0,1,3,42,7.33333333333333,25.4,15,4.76666666666667,0.07,0.24,0.31,0.87,3,1.66666666666667,1,1.66666666666667,1166.66666666667,1113.33333333333,1220,1126.66666666667,1113.33333333333,1146.66666666667,3,1148.33333333333,1106.66666666667,1190,1088.33333333333,1113.33333333333,1091.66666666667,9,679,24,0,0.21,2,2.12,10,10.44,127,42.6
143,"Mitoma","MID","Brighton","Walid","-",6.4,"injured",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.66666666666667,1,1.66666666666667,1166.66666666667,1113.33333333333,1220,1126.66666666667,1113.33333333333,1146.66666666667,3,1148.33333333333,1106.66666666667,1190,1088.33333333333,1113.33333333333,1091.66666666667,13,1320,63,3,3.2,5,3.35,25,22.83,211,118.9
144,"Moder","MID","Brighton","Free Agent","-",4.4,"available",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.66666666666667,1,1.66666666666667,1166.66666666667,1113.33333333333,1220,1126.66666666667,1113.33333333333,1146.66666666667,3,1148.33333333333,1106.66666666667,1190,1088.33333333333,1113.33333333333,1091.66666666667,0,63,4,0,0.41,0,0.14,2,1.58,16,4.4
146,"Sarmiento","MID","Brighton","Free Agent","-",4.5,"unavailable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.66666666666667,1,1.66666666666667,1166.66666666667,1113.33333333333,1220,1126.66666666667,1113.33333333333,1146.66666666667,3,1148.33333333333,1106.66666666667,1190,1088.33333333333,1113.33333333333,1091.66666666667,0,0,0,0,0,0,0,0,0,0,0
127,"Connolly","FWD","Brighton","Free Agent","-",4.5,"unavailable",0,0,3,271,5,0,0,4,29,16.0666666666667,3,5.66666666666667,2.5,0.02,0.03,0.05,1.38666666666667,3,1.66666666666667,1,1.66666666666667,1166.66666666667,1113.33333333333,1220,1126.66666666667,1113.33333333333,1146.66666666667,3,1148.33333333333,1106.66666666667,1190,1088.33333333333,1113.33333333333,1091.66666666667,0,0,0,0,0,0,0,0,0,0,0
132,"Ferguson","FWD","Brighton","Steven","-",5.9,"available",1,1,2,198,5,0,0,4,34,7.4,9.86666666666667,2,1.93333333333333,0.0366666666666667,0.116666666666667,0.153333333333333,1.15333333333333,3,1.66666666666667,1,1.66666666666667,1166.66666666667,1113.33333333333,1220,1126.66666666667,1113.33333333333,1146.66666666667,3,1148.33333333333,1106.66666666667,1190,1088.33333333333,1113.33333333333,1091.66666666667,11,957,57,6,3.68,1,0.66,22,17.98,199,64.2
135,"JoÃ£o Pedro","FWD","Brighton","James","-",5.4,"available",1,1,2,184,10,0,1,1,43,19,23.0333333333333,15.6666666666667,5.76666666666667,0.0433333333333333,0.203333333333333,0.246666666666667,0.676666666666667,3,1.66666666666667,1,1.66666666666667,1166.66666666667,1113.33333333333,1220,1126.66666666667,1113.33333333333,1146.66666666667,3,1148.33333333333,1106.66666666667,1190,1088.33333333333,1113.33333333333,1091.66666666667,9,1138,71,7,7.52,2,2.61,20,19.29,267,123.4
741,"OâMahony","FWD","Brighton","Free Agent","-",4.5,"available",1,1,,,,,,,,,,,,,,,,3,1.66666666666667,1,1.66666666666667,1166.66666666667,1113.33333333333,1220,1126.66666666667,1113.33333333333,1146.66666666667,3,1148.33333333333,1106.66666666667,1190,1088.33333333333,1113.33333333333,1091.66666666667,0,0,0,0,0,0,0,0,0,0,0
149,"Undav","FWD","Brighton","Free Agent","-",5.5,"unavailable",0,0,1,90,1,0,0,4,6,2.53333333333333,1.63333333333333,0.666666666666667,0.5,0,0.11,0.11,0.96,3,1.66666666666667,1,1.66666666666667,1166.66666666667,1113.33333333333,1220,1126.66666666667,1113.33333333333,1146.66666666667,3,1148.33333333333,1106.66666666667,1190,1088.33333333333,1113.33333333333,1091.66666666667,0,0,0,0,0,0,0,0,0,0,0
154,"Welbeck","FWD","Brighton","Free Agent","-",5.7,"available",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.66666666666667,1,1.66666666666667,1166.66666666667,1113.33333333333,1220,1126.66666666667,1113.33333333333,1146.66666666667,3,1148.33333333333,1106.66666666667,1190,1088.33333333333,1113.33333333333,1091.66666666667,9,597,31,2,1.74,1,0.44,8,8.98,94,40.4
155,"Zeqiri","FWD","Brighton","Free Agent","-",4.4,"unavailable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.66666666666667,1,1.66666666666667,1166.66666666667,1113.33333333333,1220,1126.66666666667,1113.33333333333,1146.66666666667,3,1148.33333333333,1106.66666666667,1190,1088.33333333333,1113.33333333333,1091.66666666667,0,0,0,0,0,0,0,0,0,0,0
169,"Franchi","GKP","Burnley","Free Agent","-",3.9,"available",1,1,3,249,12,1,0,5,36,19.8,30.1333333333333,23.6666666666667,7.36666666666667,0.116666666666667,0.126666666666667,0.243333333333333,1.15333333333333,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,0,0,0,0,0,0,0,0,0,0,0
172,"Muric","GKP","Burnley","Free Agent","-",4.3,"available",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,0,0,0,0,0,0,0,0,0,0,0
175,"Peacock-Farrell","GKP","Burnley","Free Agent","-",4,"unavailable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,0,0,0,0,0,0,0,0,0,0,0
596,"Trafford","GKP","Burnley","Gavin","-",4.5,"available",1,1,2,165,21,2,2,1,77,33.2666666666667,12.7333333333333,25.3333333333333,7.16666666666667,0.376666666666667,0.0733333333333333,0.45,0.583333333333333,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,20,1800,57,0,0,0,0.01,41,34.9,409,68.1
181,"Vigouroux","GKP","Burnley","Free Agent","-",3.9,"available",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,0,0,0,0,0,0,0,0,0,0,0
157,"Al-Dakhil","DEF","Burnley","Free Agent","-",3.8,"available",1,1,4,360,9,0,0,6,56,18.4666666666667,9.46666666666667,2,2.96666666666667,0,0.0633333333333333,0.0633333333333333,1.9,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,10,875,10,0,0.19,0,0.48,22,18.03,99,18.6
160,"Beyer","DEF","Burnley","Free Agent","-",4,"doubtful",1,0.75,4,360,9,0,0,6,14,14.2,21.7,31,6.7,0.116666666666667,0.13,0.246666666666667,1.9,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,15,1234,30,0,0.56,1,0.19,23,20.87,236,41.3
674,"Delcroix","DEF","Burnley","Free Agent","-",4,"available",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,3,382,6,0,0.35,0,0.06,16,9.71,64,14.3
622,"Dodgson","DEF","Burnley","Free Agent","-",4,"unavailable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,0,0,0,0,0,0,0,0,0,0,0
166,"Egan-Riley","DEF","Burnley","Free Agent","-",3.9,"available",1,1,1,124,5,0,0,1,1,9.86666666666667,9.53333333333333,23.3333333333333,4.2,0.243333333333333,0.0433333333333333,0.286666666666667,0.75,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,0,0,0,0,0,0,0,0,0,0,0
167,"Ekdal","DEF","Burnley","Free Agent","-",3.9,"injured",0,0,4,360,9,0,0,6,63,27.9333333333333,4.2,12,4.43333333333333,0.0533333333333333,0.0233333333333333,0.0766666666666667,1.9,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,1,105,3,0,0,0,0.01,1,1.97,20,2.8
171,"McNally","DEF","Burnley","Free Agent","-",4,"unavailable",0,0,4,339,25,1,2,6,80,37.8666666666667,51.4333333333333,18.6666666666667,10.8,0.0733333333333333,0.186666666666667,0.26,1.88666666666667,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,0,0,0,0,0,0,0,0,0,0,0
173,"O'Shea","DEF","Burnley","Free Agent","-",4.4,"available",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,15,1387,31,0,0.35,3,0.46,35,28.42,239,55.9
176,"Roberts","DEF","Burnley","Free Agent","-",4.3,"available",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,8,770,11,0,0,1,0.34,22,19.36,108,23.8
179,"Thomas","DEF","Burnley","Free Agent","-",4,"unavailable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,0,0,0,0,0,0,0,0,0,0,0
182,"Vitinho","DEF","Burnley","Free Agent","-",4.4,"available",1,1,3,270,5,0,0,7,45,23.8666666666667,0,0,2.36666666666667,0,0.00333333333333333,0.00333333333333333,1.82666666666667,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,13,1135,26,0,0.25,0,0.5,23,20.14,131,23.1
675,"A.Ramsey","MID","Burnley","Free Agent","-",5,"available",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,2,287,12,0,0.1,0,0.46,9,6.95,40,7.3
156,"Agyei","MID","Burnley","Free Agent","-",4.3,"available",1,1,2,180,6,0,0,4,29,12.6666666666667,3.66666666666667,7.33333333333333,2.36666666666667,0.01,0.02,0.03,0.65,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,0,0,0,0,0,0,0,0,0,0,0
158,"Bastien","MID","Burnley","Free Agent","-",4.9,"unavailable",0,0,0,6,1,0,0,0,5,0.666666666666667,0.0333333333333333,0,0.0666666666666667,0,0,0,0.273333333333333,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,0,0,0,0,0,0,0,0,0,0,0
159,"Benson","MID","Burnley","Free Agent","-",5.2,"available",1,1,3,250,15,1,0,5,37,21.4,9.36666666666667,35.6666666666667,6.63333333333333,0.19,0.01,0.2,1.15666666666667,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,1,73,4,0,0.03,0,0.02,3,3.36,11,4
475,"Berge","MID","Burnley","Free Agent","-",4.7,"available",1,1,3,270,3,0,0,7,32,12.4666666666667,0.466666666666667,1.33333333333333,1.4,0,0.00333333333333333,0.00333333333333333,1.82666666666667,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,17,1472,41,1,1.4,1,0.46,34,32.91,184,51.5
161,"Brownhill","MID","Burnley","Free Agent","-",4.7,"available",1,1,3,237,10,0,1,3,38,10.5333333333333,4.76666666666667,13.3333333333333,2.86666666666667,0.0533333333333333,0.0166666666666667,0.07,0.92,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,16,1499,50,3,0.95,0,1.31,31,26.29,258,69.8
608,"Bruun Larsen","MID","Burnley","Free Agent","-",4.9,"available",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,4,446,30,2,1.28,0,0.34,9,7.32,87,40.6
162,"Churlinov","MID","Burnley","Free Agent","-",4.4,"available",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,0,0,0,0,0,0,0,0,0,0,0
163,"Cork","MID","Burnley","Free Agent","-",4.8,"available",0.5,1,1,122,3,0,0,1,4,7,6.1,1.33333333333333,1.4,0,0.02,0.02,0.736666666666667,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,0,16,1,0,0,0,0.01,0,0.13,2,0.5
164,"Costelloe","MID","Burnley","Free Agent","-",4.5,"unavailable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,0,0,0,0,0,0,0,0,0,0,0
165,"Cullen","MID","Burnley","Free Agent","-",5,"available",1,1,3,217,6,0,0,4,39,13.6666666666667,0.566666666666667,7.33333333333333,2.16666666666667,0.0266666666666667,0.01,0.0366666666666667,0.746666666666667,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,10,844,18,0,0.08,1,0.88,24,18.91,119,26.1
170,"Gudmundsson","MID","Burnley","Free Agent","-",4.8,"available",1,1,2,180,4,0,0,2,17,13.6666666666667,0.966666666666667,11.6666666666667,2.63333333333333,0.0833333333333333,0.00666666666666667,0.09,1.25,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,9,753,24,0,0.58,2,1.81,14,11.2,114,56.1
605,"Koleosho","MID","Burnley","Free Agent","-",4.8,"injured",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,13,972,40,1,1.96,2,1.07,23,15.55,80,44.5
706,"M.TrÃ©sor","MID","Burnley","Free Agent","-",5.4,"available",1,1,,,,,,,,,,,,,,,,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,3,390,17,0,0.37,0,0.54,8,9.54,63,17.5
694,"Massengo","MID","Burnley","Free Agent","-",5,"available",1,1,0,80,2,0,0,1,7,12.8,12,21,4.6,0.13,0.07,0.2,2.33,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,0,0,0,0,0,0,0,0,0,0,0
660,"Odobert","MID","Burnley","Free Agent","-",5,"available",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,7,566,37,3,0.61,1,1.18,14,13.32,135,42.2
600,"Redmond","MID","Burnley","Free Agent","-",4.7,"available",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,0,132,11,0,0.03,0,0.37,5,3.92,38,9.4
180,"Twine","MID","Burnley","Free Agent","-",4.9,"unavailable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,0,0,0,0,0,0,0,0,0,0,0
184,"Zaroury","MID","Burnley","Free Agent","-",4.7,"available",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,1,135,3,0,0.16,0,0.09,4,3.13,5,4.8
594,"Amdouni","FWD","Burnley","Free Agent","-",5.3,"available",1,1,0,19,8,1,0,0,26,11.8666666666667,3.6,11.6666666666667,2.7,0.25,0.00666666666666667,0.256666666666667,0.03,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,19,1370,54,3,3.15,1,0.89,25,23.77,164,78.2
168,"Foster","FWD","Burnley","Simon","-",4.8,"doubtful",1,0.75,1,121,4,0,0,3,1,1.73333333333333,4.36666666666667,10.3333333333333,1.66666666666667,0.0766666666666667,0.0233333333333333,0.1,0.983333333333333,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,10,892,47,4,1.89,3,0.53,23,19.3,154,56.1
174,"Obafemi","FWD","Burnley","Free Agent","-",4.9,"available",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,0,19,2,0,0.11,0,0.01,0,0.03,4,1.7
177,"Rodriguez","FWD","Burnley","Free Agent","-",5.3,"available",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.33333333333333,1.66666666666667,1,1076.66666666667,1066.66666666667,1060,1193.33333333333,1170,1186.66666666667,3,1073.33333333333,1073.33333333333,1060,1176.66666666667,1163.33333333333,1196.66666666667,7,695,33,2,3.33,1,0.07,14,10.69,98,38
