"player_id","player_name","position","team","current_owner","free_hit_flag","cost","status","chance_of_playing_this_round","chance_of_playing_next_round","form_starts","form_minutes","form_total_points","form_goals_scored","form_assists","form_goals_conceded","form_bps","form_influence","form_creativity","form_threat","form_ict_index","form_expected_goals","form_expected_assists","form_expected_goal_involvements","form_expected_goals_conceded","results_team_played","results_team_goals_scored","results_team_goals_conceded","results_team_points","results_team_strength","results_team_attack","results_team_defense","results_opposition_strength","results_opposition_attack","results_opposition_defense","fixtures_team_fixtures","fixtures_team_strength","fixtures_team_attack","fixtures_team_defense","fixtures_opposition_strength","fixtures_opposition_attack","fixtures_opposition_defense","total_starts","total_minutes","total_points","total_goals_scored","total_expected_goals","total_assists","total_expected_assists","total_goals_conceded","total_expected_goals_conceded","total_bps","total_ict_index"
289,"AdriÃ¡n","GKP","Liverpool","Free Agent","-",3.9,"available",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.33333333333333,1,2.33333333333333,1265,1246.66666666667,1283.33333333333,1206.66666666667,1220,1193.33333333333,3,1310,1293.33333333333,1326.66666666667,1161.66666666667,1173.33333333333,1160,0,0,0,0,0,0,0,0,0,0,0
301,"Kelleher","GKP","Liverpool","Steven","-",3.7,"available",1,1,3,270,9,0,1,3,53,20.9333333333333,49.3666666666667,28,9.83333333333333,0.136666666666667,0.653333333333333,0.79,0.75,3,2.33333333333333,1,2.33333333333333,1265,1246.66666666667,1283.33333333333,1206.66666666667,1220,1193.33333333333,3,1310,1293.33333333333,1326.66666666667,1161.66666666667,1173.33333333333,1160,2,180,7,0,0,0,0,3,1.88,41,3.2
756,"Pitaluga","GKP","Liverpool","Free Agent","-",4,"unavailable",1,0,,,,,,,,,,,,,,,,3,2.33333333333333,1,2.33333333333333,1265,1246.66666666667,1283.33333333333,1206.66666666667,1220,1193.33333333333,3,1310,1293.33333333333,1326.66666666667,1161.66666666667,1173.33333333333,1160,0,0,0,0,0,0,0,0,0,0,0
290,"Alexander-Arnold","DEF","Liverpool","Gordon","-",8.5,"injured",1,0,2,180,0,0,0,6,27,11.5333333333333,1.2,14.3333333333333,2.66666666666667,0.0566666666666667,0.0266666666666667,0.0833333333333333,1.40333333333333,3,2.33333333333333,1,2.33333333333333,1265,1246.66666666667,1283.33333333333,1206.66666666667,1220,1193.33333333333,3,1310,1293.33333333333,1326.66666666667,1161.66666666667,1173.33333333333,1160,17,1498,97,2,1.95,4,4.1,15,17.39,439,131.7
757,"Bradley","DEF","Liverpool","Free Agent","-",4,"available",1,1,,,,,,,,,,,,,,,,3,2.33333333333333,1,2.33333333333333,1265,1246.66666666667,1283.33333333333,1206.66666666667,1220,1193.33333333333,3,1310,1293.33333333333,1326.66666666667,1161.66666666667,1173.33333333333,1160,0,0,0,0,0,0,0,0,0,0,0
726,"Chambers","DEF","Liverpool","Free Agent","-",4,"available",1,1,,,,,,,,,,,,,,,,3,2.33333333333333,1,2.33333333333333,1265,1246.66666666667,1283.33333333333,1206.66666666667,1220,1193.33333333333,3,1310,1293.33333333333,1326.66666666667,1161.66666666667,1173.33333333333,1160,0,0,0,0,0,0,0,0,0,0,0
298,"Gomez","DEF","Liverpool","Steven","-",4.5,"available",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.33333333333333,1,2.33333333333333,1265,1246.66666666667,1283.33333333333,1206.66666666667,1220,1193.33333333333,3,1310,1293.33333333333,1326.66666666667,1161.66666666667,1173.33333333333,1160,8,923,39,0,0.69,0,0.31,7,11.09,190,41.4
302,"KonatÃ©","DEF","Liverpool","Gavin","-",4.9,"available",1,1,3,270,12,0,0,3,55,18.7333333333333,3.1,1.33333333333333,2.3,0.0466666666666667,0.0133333333333333,0.06,0.446666666666667,3,2.33333333333333,1,2.33333333333333,1265,1246.66666666667,1283.33333333333,1206.66666666667,1220,1193.33333333333,3,1310,1293.33333333333,1326.66666666667,1161.66666666667,1173.33333333333,1160,9,881,36,0,0.45,0,0.17,10,9.96,193,36
305,"Matip","DEF","Liverpool","Free Agent","-",4.9,"injured",0,0,2,239,14,1,1,5,57,23.1333333333333,23.1333333333333,33,7.93333333333333,0.183333333333333,0.253333333333333,0.436666666666667,0.713333333333333,3,2.33333333333333,1,2.33333333333333,1265,1246.66666666667,1283.33333333333,1206.66666666667,1220,1193.33333333333,3,1310,1293.33333333333,1326.66666666667,1161.66666666667,1173.33333333333,1160,9,779,21,0,0.48,0,0.11,9,11.21,145,26.1
306,"Phillips","DEF","Liverpool","Free Agent","-",4,"unavailable",0,0,2,135,2,0,0,2,16,5.2,7.86666666666667,8,2.1,0.0133333333333333,0.0333333333333333,0.0466666666666667,0.663333333333333,3,2.33333333333333,1,2.33333333333333,1265,1246.66666666667,1283.33333333333,1206.66666666667,1220,1193.33333333333,3,1310,1293.33333333333,1326.66666666667,1161.66666666667,1173.33333333333,1160,0,0,0,0,0,0,0,0,0,0,0
626,"Quansah","DEF","Liverpool","Free Agent","-",4,"available",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.33333333333333,1,2.33333333333333,1265,1246.66666666667,1283.33333333333,1206.66666666667,1220,1193.33333333333,3,1310,1293.33333333333,1326.66666666667,1161.66666666667,1173.33333333333,1160,3,261,12,0,0.06,0,0.03,1,2.29,57,5.3
307,"Robertson","DEF","Liverpool","Andrew","-",6.4,"injured",0,0,4,360,12,0,0,5,59,16.2666666666667,0.0333333333333333,0,1.6,0,0,0,1.03,3,2.33333333333333,1,2.33333333333333,1265,1246.66666666667,1283.33333333333,1206.66666666667,1220,1193.33333333333,3,1310,1293.33333333333,1326.66666666667,1161.66666666667,1173.33333333333,1160,8,720,26,1,0.47,0,0.99,9,11.37,167,52.7
728,"Scanlon","DEF","Liverpool","Free Agent","-",3.9,"available",1,1,,,,,,,,,,,,,,,,3,2.33333333333333,1,2.33333333333333,1265,1246.66666666667,1283.33333333333,1206.66666666667,1220,1193.33333333333,3,1310,1293.33333333333,1326.66666666667,1161.66666666667,1173.33333333333,1160,0,0,0,0,0,0,0,0,0,0,0
311,"Tsimikas","DEF","Liverpool","Free Agent","-",4.6,"injured",0,0,3,244,5,0,0,3,31,11.4666666666667,12.3666666666667,12.6666666666667,3.63333333333333,0.05,0.133333333333333,0.183333333333333,0.71,3,2.33333333333333,1,2.33333333333333,1265,1246.66666666667,1283.33333333333,1206.66666666667,1220,1193.33333333333,3,1310,1293.33333333333,1326.66666666667,1161.66666666667,1173.33333333333,1160,8,662,45,0,0.04,3,1.18,7,8.29,191,43
312,"Van den Berg","DEF","Liverpool","Free Agent","-",4,"unavailable",0,0,0,1,1,0,0,0,3,0.666666666666667,0,0,0.0666666666666667,0,0,0,0,3,2.33333333333333,1,2.33333333333333,1265,1246.66666666667,1283.33333333333,1206.66666666667,1220,1193.33333333333,3,1310,1293.33333333333,1326.66666666667,1161.66666666667,1173.33333333333,1160,0,0,0,0,0,0,0,0,0,0,0
313,"Virgil","DEF","Liverpool","Gordon","-",6.3,"available",1,1,3,234,12,0,0,0,47,11.7333333333333,8.83333333333333,13.6666666666667,3.43333333333333,0.143333333333333,0.05,0.193333333333333,0.97,3,2.33333333333333,1,2.33333333333333,1265,1246.66666666667,1283.33333333333,1206.66666666667,1220,1193.33333333333,3,1310,1293.33333333333,1326.66666666667,1161.66666666667,1173.33333333333,1160,18,1557,71,1,1.67,2,0.58,17,22.26,361,81.3
292,"Bajcetic","MID","Liverpool","Free Agent","-",4.7,"injured",0,0,1,73,1,0,0,2,9,8.06666666666667,15.3333333333333,20.6666666666667,4.4,0.15,0.07,0.22,0.49,3,2.33333333333333,1,2.33333333333333,1265,1246.66666666667,1283.33333333333,1206.66666666667,1220,1193.33333333333,3,1310,1293.33333333333,1326.66666666667,1161.66666666667,1173.33333333333,1160,0,0,0,0,0,0,0,0,0,0,0
627,"Clark","MID","Liverpool","Free Agent","-",4.4,"available",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.33333333333333,1,2.33333333333333,1265,1246.66666666667,1283.33333333333,1206.66666666667,1220,1193.33333333333,3,1310,1293.33333333333,1326.66666666667,1161.66666666667,1173.33333333333,1160,0,0,0,0,0,0,0,0,0,0,0
294,"Diogo J.","MID","Liverpool","Free Agent","-",7.8,"available",1,1,2,151,3,0,0,4,19,5.06666666666667,15.9333333333333,4.66666666666667,2.56666666666667,0.0366666666666667,0.0866666666666667,0.123333333333333,1.08333333333333,3,2.33333333333333,1,2.33333333333333,1265,1246.66666666667,1283.33333333333,1206.66666666667,1220,1193.33333333333,3,1310,1293.33333333333,1326.66666666667,1161.66666666667,1173.33333333333,1160,8,664,57,5,3.1,4,1.2,6,7.58,175,78
628,"Doak","MID","Liverpool","Free Agent","-",4.4,"injured",0,0,3,270,26,1,0,1,78,32.4666666666667,9.16666666666667,14.3333333333333,5.63333333333333,0.0933333333333333,0.103333333333333,0.196666666666667,0.783333333333333,3,2.33333333333333,1,2.33333333333333,1265,1246.66666666667,1283.33333333333,1206.66666666667,1220,1193.33333333333,3,1310,1293.33333333333,1326.66666666667,1161.66666666667,1173.33333333333,1160,0,13,1,0,0,0,0,0,0.14,3,0.1
295,"Elliott","MID","Liverpool","Free Agent","-",4.8,"available",1,1,0,12,3,0,0,0,8,0.4,0.1,0,0.0666666666666667,0,0.0133333333333333,0.0133333333333333,0.0433333333333333,3,2.33333333333333,1,2.33333333333333,1265,1246.66666666667,1283.33333333333,1206.66666666667,1220,1193.33333333333,3,1310,1293.33333333333,1326.66666666667,1161.66666666667,1173.33333333333,1160,2,398,28,1,0.56,2,1.56,2,5.13,121,33.7
668,"Endo","MID","Liverpool","Free Agent","-",5.4,"injured",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.33333333333333,1,2.33333333333333,1265,1246.66666666667,1283.33333333333,1206.66666666667,1220,1193.33333333333,3,1310,1293.33333333333,1326.66666666667,1161.66666666667,1173.33333333333,1160,8,697,25,1,0.29,0,0.58,4,8.89,107,25.9
296,"Fabinho","MID","Liverpool","Free Agent","-",5,"unavailable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.33333333333333,1,2.33333333333333,1265,1246.66666666667,1283.33333333333,1206.66666666667,1220,1193.33333333333,3,1310,1293.33333333333,1326.66666666667,1161.66666666667,1173.33333333333,1160,0,0,0,0,0,0,0,0,0,0,0
708,"Gravenberch","MID","Liverpool","Free Agent","-",5,"available",1,1,,,,,,,,,,,,,,,,3,2.33333333333333,1,2.33333333333333,1265,1246.66666666667,1283.33333333333,1206.66666666667,1220,1193.33333333333,3,1310,1293.33333333333,1326.66666666667,1161.66666666667,1173.33333333333,1160,7,621,23,0,1.44,0,0.68,7,6.9,81,33.2
299,"Henderson","MID","Liverpool","Free Agent","-",5,"unavailable",0,0,2,142,3,0,0,2,21,4.8,5.83333333333333,2.33333333333333,1.3,0.00666666666666667,0.0133333333333333,0.02,0.663333333333333,3,2.33333333333333,1,2.33333333333333,1265,1246.66666666667,1283.33333333333,1206.66666666667,1220,1193.33333333333,3,1310,1293.33333333333,1326.66666666667,1161.66666666667,1173.33333333333,1160,0,0,0,0,0,0,0,0,0,0,0
300,"Jones","MID","Liverpool","Free Agent","-",4.9,"available",1,1,2,173,6,0,0,2,28,6.46666666666667,13.1333333333333,8,2.76666666666667,0.106666666666667,0.0666666666666667,0.173333333333333,0.416666666666667,3,2.33333333333333,1,2.33333333333333,1265,1246.66666666667,1283.33333333333,1206.66666666667,1220,1193.33333333333,3,1310,1293.33333333333,1326.66666666667,1161.66666666667,1173.33333333333,1160,7,572,24,1,1.68,1,0.46,8,9.62,93,29.9
303,"Luis DÃ­az","MID","Liverpool","James","-",7.3,"available",1,1,3,300,33,3,2,5,123,55.3333333333333,45.7333333333333,44.3333333333333,14.5666666666667,0.51,0.57,1.08,0.933333333333333,3,2.33333333333333,1,2.33333333333333,1265,1246.66666666667,1283.33333333333,1206.66666666667,1220,1193.33333333333,3,1310,1293.33333333333,1326.66666666667,1161.66666666667,1173.33333333333,1160,14,1150,56,3,3.91,2,1.83,13,14.75,147,90.6
304,"Mac Allister","MID","Liverpool","Free Agent","-",5.8,"available",0.5,1,2,75,10,1,0,1,21,12.9333333333333,5.7,11,2.96666666666667,0.103333333333333,0.0133333333333333,0.116666666666667,0.4,3,2.33333333333333,1,2.33333333333333,1265,1246.66666666667,1283.33333333333,1206.66666666667,1220,1193.33333333333,3,1310,1293.33333333333,1326.66666666667,1161.66666666667,1173.33333333333,1160,14,1101,32,1,0.2,1,1.29,13,15.61,166,39.9
629,"McConnell","MID","Liverpool","Free Agent","-",4.4,"available",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.33333333333333,1,2.33333333333333,1265,1246.66666666667,1283.33333333333,1206.66666666667,1220,1193.33333333333,3,1310,1293.33333333333,1326.66666666667,1161.66666666667,1173.33333333333,1160,0,1,1,0,0,0,0,0,0.01,3,0.1
743,"Nyoni","MID","Liverpool","Free Agent","-",4.5,"available",1,1,,,,,,,,,,,,,,,,3,2.33333333333333,1,2.33333333333333,1265,1246.66666666667,1283.33333333333,1206.66666666667,1220,1193.33333333333,3,1310,1293.33333333333,1326.66666666667,1161.66666666667,1173.33333333333,1160,0,0,0,0,0,0,0,0,0,0,0
308,"Salah","MID","Liverpool","James","-",13.2,"injured",1,0,4,360,12,0,0,5,65,23.3333333333333,13.6333333333333,3.66666666666667,4.03333333333333,0.0366666666666667,0.0866666666666667,0.123333333333333,1.03,3,2.33333333333333,1,2.33333333333333,1265,1246.66666666667,1283.33333333333,1206.66666666667,1220,1193.33333333333,3,1310,1293.33333333333,1326.66666666667,1161.66666666667,1173.33333333333,1160,20,1740,156,14,13.82,8,5.8,17,20.72,469,233.1
309,"Szoboszlai","MID","Liverpool","Gavin","-",7.1,"doubtful",1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.33333333333333,1,2.33333333333333,1265,1246.66666666667,1283.33333333333,1206.66666666667,1220,1193.33333333333,3,1310,1293.33333333333,1326.66666666667,1161.66666666667,1173.33333333333,1160,19,1591,73,2,1.78,4,3.67,15,19.36,329,104.8
310,"Thiago","MID","Liverpool","Free Agent","-",4.8,"injured",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.33333333333333,1,2.33333333333333,1265,1246.66666666667,1283.33333333333,1206.66666666667,1220,1193.33333333333,3,1310,1293.33333333333,1326.66666666667,1161.66666666667,1173.33333333333,1160,0,0,0,0,0,0,0,0,0,0,0
293,"Darwin","FWD","Liverpool","Simon","-",7.4,"available",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.33333333333333,1,2.33333333333333,1265,1246.66666666667,1283.33333333333,1206.66666666667,1220,1193.33333333333,3,1310,1293.33333333333,1326.66666666667,1161.66666666667,1173.33333333333,1160,12,1111,77,5,8.74,8,2.21,10,13.39,215,124.1
297,"Gakpo","FWD","Liverpool","Andrew","-",7.2,"available",1,1,2,180,6,0,1,4,5,3.2,8.93333333333333,46.6666666666667,5.9,0.493333333333333,0.0366666666666667,0.53,0.986666666666667,3,2.33333333333333,1,2.33333333333333,1265,1246.66666666667,1283.33333333333,1206.66666666667,1220,1193.33333333333,3,1310,1293.33333333333,1326.66666666667,1161.66666666667,1173.33333333333,1160,9,805,42,3,4.44,1,0.5,10,10.42,149,62
614,"Kaminski","GKP","Luton","Free Agent","-",4.5,"available",1,1,4,329,20,1,1,2,65,21.4,20.1,12.3333333333333,5.36666666666667,0.09,0.12,0.21,1.86,3,2,1.66666666666667,2,1070,1060,1083.33333333333,1168.33333333333,1176.66666666667,1166.66666666667,3,1075,1070,1086.66666666667,1128.33333333333,1100,1156.66666666667,19,1710,43,0,0,0,0.02,37,40.23,309,55.5
665,"Krul","GKP","Luton","Free Agent","-",4.4,"available",1,1,0,21,1,0,0,1,-1,1.13333333333333,0.366666666666667,0.666666666666667,0.233333333333333,0,0,0,0.273333333333333,3,2,1.66666666666667,2,1070,1060,1083.33333333333,1168.33333333333,1176.66666666667,1166.66666666667,3,1075,1070,1086.66666666667,1128.33333333333,1100,1156.66666666667,0,0,0,0,0,0,0,0,0,0,0
323,"Macey","GKP","Luton","Free Agent","-",4,"unavailable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1.66666666666667,2,1070,1060,1083.33333333333,1168.33333333333,1176.66666666667,1166.66666666667,3,1075,1070,1086.66666666667,1128.33333333333,1100,1156.66666666667,0,0,0,0,0,0,0,0,0,0,0
335,"Shea","GKP","Luton","Free Agent","-",4.3,"available",1,1,3,315,25,3,0,2,65,42.7333333333333,16.6,71,13.0666666666667,0.91,0.186666666666667,1.09666666666667,0.68,3,2,1.66666666666667,2,1070,1060,1083.33333333333,1168.33333333333,1176.66666666667,1166.66666666667,3,1075,1070,1086.66666666667,1128.33333333333,1100,1156.66666666667,0,0,0,0,0,0,0,0,0,0,0
338,"Walton","GKP","Luton","Free Agent","-",4,"unavailable",0,0,0,22,2,0,0,1,4,0,0.2,0.666666666666667,0.0666666666666667,0,0.00333333333333333,0.00333333333333333,0.0733333333333333,3,2,1.66666666666667,2,1070,1060,1083.33333333333,1168.33333333333,1176.66666666667,1166.66666666667,3,1075,1070,1086.66666666667,1128.33333333333,1100,1156.66666666667,0,0,0,0,0,0,0,0,0,0,0
315,"Andersen","DEF","Luton","Free Agent","-",3.9,"available",1,1,4,355,12,0,1,5,72,31.5333333333333,35.4333333333333,22,8.9,0.236666666666667,0.263333333333333,0.5,1.01666666666667,3,2,1.66666666666667,2,1070,1060,1083.33333333333,1168.33333333333,1176.66666666667,1166.66666666667,3,1075,1070,1086.66666666667,1128.33333333333,1100,1156.66666666667,4,397,15,1,0.26,0,0,6,7.64,75,15.6
316,"Bell","DEF","Luton","Free Agent","-",3.9,"available",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1.66666666666667,2,1070,1060,1083.33333333333,1168.33333333333,1176.66666666667,1166.66666666667,3,1075,1070,1086.66666666667,1128.33333333333,1100,1156.66666666667,14,1175,22,0,0.38,0,0.31,27,26.27,164,37.1
318,"Burke","DEF","Luton","Free Agent","-",4,"doubtful",0.25,0.5,4,359,16,2,0,5,50,22.0666666666667,5.46666666666667,41.3333333333333,6.86666666666667,0.93,0.0533333333333333,0.983333333333333,1.03,3,2,1.66666666666667,2,1070,1060,1083.33333333333,1168.33333333333,1176.66666666667,1166.66666666667,3,1075,1070,1086.66666666667,1128.33333333333,1100,1156.66666666667,7,595,13,0,0.37,1,0.19,12,12.33,79,25.6
321,"Doughty","DEF","Luton","Free Agent","-",4.5,"available",1,1,2,124,4,0,0,2,9,3.66666666666667,1.03333333333333,0,0.466666666666667,0,0.00333333333333333,0.00333333333333333,0.933333333333333,3,2,1.66666666666667,2,1070,1060,1083.33333333333,1168.33333333333,1176.66666666667,1166.66666666667,3,1075,1070,1086.66666666667,1128.33333333333,1100,1156.66666666667,15,1315,58,1,0.56,5,2.56,28,30.54,275,99.7
648,"Francis-Clarke","DEF","Luton","Free Agent","-",4,"unavailable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1.66666666666667,2,1070,1060,1083.33333333333,1168.33333333333,1176.66666666667,1166.66666666667,3,1075,1070,1086.66666666667,1128.33333333333,1100,1156.66666666667,0,0,0,0,0,0,0,0,0,0,0
553,"Giles","DEF","Luton","Free Agent","-",4.3,"available",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1.66666666666667,2,1070,1060,1083.33333333333,1168.33333333333,1176.66666666667,1166.66666666667,3,1075,1070,1086.66666666667,1128.33333333333,1100,1156.66666666667,5,498,11,0,0.12,0,0.56,14,14.04,81,23.1
682,"Johnson","DEF","Luton","Free Agent","-",4,"available",1,1,1,87,3,0,0,1,4,4.6,0.95,10,1.55,0.12,0,0.12,0.96,3,2,1.66666666666667,2,1070,1060,1083.33333333333,1168.33333333333,1176.66666666667,1166.66666666667,3,1075,1070,1086.66666666667,1128.33333333333,1100,1156.66666666667,0,0,0,0,0,0,0,0,0,0,0
602,"KaborÃ©","DEF","Luton","Free Agent","-",4,"injured",1,0,3,263,14,0,0,1,45,13.3333333333333,9.76666666666667,1.33333333333333,2.46666666666667,0.0333333333333333,0.05,0.0833333333333333,0.743333333333333,3,2,1.66666666666667,2,1070,1060,1083.33333333333,1168.33333333333,1176.66666666667,1166.66666666667,3,1075,1070,1086.66666666667,1128.33333333333,1100,1156.66666666667,13,1047,25,0,0.22,2,1.2,23,23.85,137,38.8
575,"Lockyer","DEF","Luton","Free Agent","-",4.3,"injured",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1.66666666666667,2,1070,1060,1083.33333333333,1168.33333333333,1176.66666666667,1166.66666666667,3,1075,1070,1086.66666666667,1128.33333333333,1100,1156.66666666667,14,1169,23,1,0.99,1,0.29,23,27.64,162,40.6
393,"Mengi","DEF","Luton","Free Agent","-",4,"available",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1.66666666666667,2,1070,1060,1083.33333333333,1168.33333333333,1176.66666666667,1166.66666666667,3,1075,1070,1086.66666666667,1128.33333333333,1100,1156.66666666667,12,1130,26,1,0.32,0,0.46,23,25.44,151,34.4
330,"Osho","DEF","Luton","Free Agent","-",4.4,"available",1,1,1,92,9,0,0,0,38,7.2,0.233333333333333,0.666666666666667,0.8,0,0,0,0.21,3,2,1.66666666666667,2,1070,1060,1083.33333333333,1168.33333333333,1176.66666666667,1166.66666666667,3,1075,1070,1086.66666666667,1128.33333333333,1100,1156.66666666667,9,776,20,1,0.16,0,0.01,17,20.49,124,24.3
333,"Potts","DEF","Luton","Free Agent","-",3.9,"doubtful",0,0.5,4,360,31,2,2,2,111,51.7333333333333,53.3,38,14.2666666666667,0.37,0.476666666666667,0.846666666666667,0.743333333333333,3,2,1.66666666666667,2,1070,1060,1083.33333333333,1168.33333333333,1176.66666666667,1166.66666666667,3,1075,1070,1086.66666666667,1128.33333333333,1100,1156.66666666667,0,0,0,0,0,0,0,0,0,0,0
630,"Barkley","MID","Luton","Free Agent","-",4.9,"available",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1.66666666666667,2,1070,1060,1083.33333333333,1168.33333333333,1176.66666666667,1166.66666666667,3,1075,1070,1086.66666666667,1128.33333333333,1100,1156.66666666667,12,1073,41,2,1.63,2,0.93,25,25.49,191,62.3
317,"Berry","MID","Luton","Free Agent","-",4.7,"available",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1.66666666666667,2,1070,1060,1083.33333333333,1168.33333333333,1176.66666666667,1166.66666666667,3,1075,1070,1086.66666666667,1128.33333333333,1100,1156.66666666667,0,26,2,0,0,0,0,1,1.22,6,0.2
319,"Campbell","MID","Luton","Free Agent","-",4.9,"unavailable",0,0,1,93,8,1,0,2,34,11,2.03333333333333,12.3333333333333,2.56666666666667,0.14,0.00666666666666667,0.146666666666667,0.28,3,2,1.66666666666667,2,1070,1060,1083.33333333333,1168.33333333333,1176.66666666667,1166.66666666667,3,1075,1070,1086.66666666667,1128.33333333333,1100,1156.66666666667,0,0,0,0,0,0,0,0,0,0,0
586,"Chong","MID","Luton","Free Agent","-",4.8,"available",1,1,3,270,8,0,0,5,51,14.4666666666667,11.7,6,3.23333333333333,0.00666666666666667,0.02,0.0266666666666667,1.74,3,2,1.66666666666667,2,1070,1060,1083.33333333333,1168.33333333333,1176.66666666667,1166.66666666667,3,1075,1070,1086.66666666667,1128.33333333333,1100,1156.66666666667,6,724,23,1,0.96,0,0.48,18,19.24,61,27.2
320,"Clark","MID","Luton","Free Agent","-",4.8,"available",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1.66666666666667,2,1070,1060,1083.33333333333,1168.33333333333,1176.66666666667,1166.66666666667,3,1075,1070,1086.66666666667,1128.33333333333,1100,1156.66666666667,0,79,4,0,0,0,0.07,3,3.54,12,3.1
322,"Freeman","MID","Luton","Free Agent","-",4.9,"unavailable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1.66666666666667,2,1070,1060,1083.33333333333,1168.33333333333,1176.66666666667,1166.66666666667,3,1075,1070,1086.66666666667,1128.33333333333,1100,1156.66666666667,0,0,0,0,0,0,0,0,0,0,0
729,"Luker","MID","Luton","Free Agent","-",4.5,"available",1,1,,,,,,,,,,,,,,,,3,2,1.66666666666667,2,1070,1060,1083.33333333333,1168.33333333333,1176.66666666667,1166.66666666667,3,1075,1070,1086.66666666667,1128.33333333333,1100,1156.66666666667,0,0,0,0,0,0,0,0,0,0,0
325,"Mendes","MID","Luton","Free Agent","-",4.5,"unavailable",0,0,0,4,1,0,0,0,3,0.333333333333333,0,0,0.0333333333333333,0,0,0,0.0133333333333333,3,2,1.66666666666667,2,1070,1060,1083.33333333333,1168.33333333333,1176.66666666667,1166.66666666667,3,1075,1070,1086.66666666667,1128.33333333333,1100,1156.66666666667,0,0,0,0,0,0,0,0,0,0,0
582,"Mpanzu","MID","Luton","Free Agent","-",4.7,"available",1,1,3,270,7,0,0,1,24,12.6666666666667,12.4666666666667,1.33333333333333,2.66666666666667,0.0266666666666667,0.0333333333333333,0.06,0.783333333333333,3,2,1.66666666666667,2,1070,1060,1083.33333333333,1168.33333333333,1176.66666666667,1166.66666666667,3,1075,1070,1086.66666666667,1128.33333333333,1100,1156.66666666667,8,724,24,0,0.46,0,1.36,14,17.87,71,18
52,"Nakamba","MID","Luton","Free Agent","-",4.4,"injured",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1.66666666666667,2,1070,1060,1083.33333333333,1168.33333333333,1176.66666666667,1166.66666666667,3,1075,1070,1086.66666666667,1128.33333333333,1100,1156.66666666667,13,1131,21,0,0.18,0,0.49,24,26.26,131,26.5
734,"Nelson","MID","Luton","Free Agent","-",4.5,"available",1,1,,,,,,,,,,,,,,,,3,2,1.66666666666667,2,1070,1060,1083.33333333333,1168.33333333333,1176.66666666667,1166.66666666667,3,1075,1070,1086.66666666667,1128.33333333333,1100,1156.66666666667,0,0,0,0,0,0,0,0,0,0,0
329,"Onyedinma","MID","Luton","Free Agent","-",5,"unavailable",0,0,3,270,10,0,0,2,52,23.3333333333333,0.833333333333333,0.666666666666667,2.5,0,0.0366666666666667,0.0366666666666667,0.623333333333333,3,2,1.66666666666667,2,1070,1060,1083.33333333333,1168.33333333333,1176.66666666667,1166.66666666667,3,1075,1070,1086.66666666667,1128.33333333333,1100,1156.66666666667,0,0,0,0,0,0,0,0,0,0,0
332,"Pereira","MID","Luton","Free Agent","-",4.4,"unavailable",0,0,4,360,28,1,0,2,85,31.8,17.4666666666667,9,5.8,0.126666666666667,0.09,0.216666666666667,0.786666666666667,3,2,1.66666666666667,2,1070,1060,1083.33333333333,1168.33333333333,1176.66666666667,1166.66666666667,3,1075,1070,1086.66666666667,1128.33333333333,1100,1156.66666666667,0,0,0,0,0,0,0,0,0,0,0
334,"Rea","MID","Luton","Free Agent","-",4.4,"unavailable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1.66666666666667,2,1070,1060,1083.33333333333,1168.33333333333,1176.66666666667,1166.66666666667,3,1075,1070,1086.66666666667,1128.33333333333,1100,1156.66666666667,0,0,0,0,0,0,0,0,0,0,0
21,"Sambi","MID","Luton","Free Agent","-",4.9,"available",1,1,1,94,3,0,0,2,15,4.66666666666667,0.433333333333333,0,0.5,0,0.01,0.01,0.29,3,2,1.66666666666667,2,1070,1060,1083.33333333333,1168.33333333333,1176.66666666667,1166.66666666667,3,1075,1070,1086.66666666667,1128.33333333333,1100,1156.66666666667,5,407,15,0,0.09,1,0.06,7,6.51,59,11.1
