"code","event","finished","finished_provisional","id","kickoff_time","minutes","provisional_start_time","started","team_a","team_a_score","team_h","team_h_score","team_h_difficulty","team_a_difficulty","pulse_id"
2210271,1,TRUE,TRUE,1,"2021-08-13T19:00:00Z",90,FALSE,TRUE,1,0,3,2,4,2,66342
2210276,1,TRUE,TRUE,6,"2021-08-14T11:30:00Z",90,FALSE,TRUE,10,1,13,5,2,4,66347
2210272,1,TRUE,TRUE,2,"2021-08-14T14:00:00Z",90,FALSE,TRUE,4,2,5,1,2,2,66343
2210273,1,TRUE,TRUE,3,"2021-08-14T14:00:00Z",90,FALSE,TRUE,7,0,6,3,2,4,66344
2210274,1,TRUE,TRUE,4,"2021-08-14T14:00:00Z",90,FALSE,TRUE,16,1,8,3,2,2,66345
2210275,1,TRUE,TRUE,5,"2021-08-14T14:00:00Z",90,FALSE,TRUE,20,0,9,1,3,4,66346
2210280,1,TRUE,TRUE,8,"2021-08-14T14:00:00Z",90,FALSE,TRUE,2,2,18,3,2,2,66351
2210278,1,TRUE,TRUE,7,"2021-08-14T16:30:00Z",90,FALSE,TRUE,11,3,15,0,5,2,66349
2210277,1,TRUE,TRUE,9,"2021-08-15T13:00:00Z",90,FALSE,TRUE,19,4,14,2,3,3,66348
2210279,1,TRUE,TRUE,10,"2021-08-15T15:30:00Z",90,FALSE,TRUE,12,0,17,1,5,4,66350
2210286,2,TRUE,TRUE,15,"2021-08-21T11:30:00Z",90,FALSE,TRUE,5,0,11,2,2,5,66357
2210282,2,TRUE,TRUE,11,"2021-08-21T14:00:00Z",90,FALSE,TRUE,14,0,2,2,2,2,66353
2210284,2,TRUE,TRUE,13,"2021-08-21T14:00:00Z",90,FALSE,TRUE,3,0,7,0,2,2,66355
2210285,2,TRUE,TRUE,14,"2021-08-21T14:00:00Z",90,FALSE,TRUE,8,2,10,2,2,2,66356
2210287,2,TRUE,TRUE,16,"2021-08-21T14:00:00Z",90,FALSE,TRUE,15,0,12,5,2,5,66358
2210283,2,TRUE,TRUE,12,"2021-08-21T16:30:00Z",90,FALSE,TRUE,18,0,4,2,2,2,66354
2210288,2,TRUE,TRUE,19,"2021-08-22T13:00:00Z",90,FALSE,TRUE,13,1,16,1,3,2,66359
2210290,2,TRUE,TRUE,17,"2021-08-22T13:00:00Z",90,FALSE,TRUE,17,1,20,0,3,3,66361
2210281,2,TRUE,TRUE,18,"2021-08-22T15:30:00Z",90,FALSE,TRUE,6,2,1,0,4,4,66352
2210289,2,TRUE,TRUE,20,"2021-08-23T19:00:00Z",90,FALSE,TRUE,9,1,19,4,2,3,66360
2210295,3,TRUE,TRUE,24,"2021-08-28T11:30:00Z",90,FALSE,TRUE,1,0,12,5,4,5,66366
2210291,3,TRUE,TRUE,21,"2021-08-28T14:00:00Z",90,FALSE,TRUE,3,1,2,1,2,2,66362
2210292,3,TRUE,TRUE,22,"2021-08-28T14:00:00Z",90,FALSE,TRUE,8,2,4,0,2,2,66363
2210296,3,TRUE,TRUE,25,"2021-08-28T14:00:00Z",90,FALSE,TRUE,16,2,14,2,2,3,66367
2210297,3,TRUE,TRUE,26,"2021-08-28T14:00:00Z",90,FALSE,TRUE,9,2,15,1,2,2,66368
2210299,3,TRUE,TRUE,28,"2021-08-28T14:00:00Z",90,FALSE,TRUE,7,2,19,2,2,3,66370
2210294,3,TRUE,TRUE,23,"2021-08-28T16:30:00Z",90,FALSE,TRUE,6,1,11,1,4,5,66365
2210293,3,TRUE,TRUE,29,"2021-08-29T13:00:00Z",90,FALSE,TRUE,10,1,5,1,2,2,66364
2210298,3,TRUE,TRUE,27,"2021-08-29T13:00:00Z",90,FALSE,TRUE,18,0,17,1,2,4,66369
2210300,3,TRUE,TRUE,30,"2021-08-29T15:30:00Z",90,FALSE,TRUE,13,1,20,0,3,3,66371
2210304,4,TRUE,TRUE,34,"2021-09-11T11:30:00Z",90,FALSE,TRUE,17,0,7,3,3,2,66375
2210301,4,TRUE,TRUE,31,"2021-09-11T14:00:00Z",90,FALSE,TRUE,15,0,1,1,2,4,66372
2210302,4,TRUE,TRUE,32,"2021-09-11T14:00:00Z",90,FALSE,TRUE,4,1,3,0,2,2,66373
2210307,4,TRUE,TRUE,37,"2021-09-11T14:00:00Z",90,FALSE,TRUE,12,1,9,0,5,4,66378
2210308,4,TRUE,TRUE,38,"2021-09-11T14:00:00Z",90,FALSE,TRUE,14,1,13,4,2,4,66379
