"element_in","element_in_cost","element_out","element_out_cost","entry","event","time"
39,47,510,44,16280,18,"2021-12-18T12:31:55.588352Z"
510,44,243,51,16280,16,"2021-12-09T11:20:21.724480Z"
450,53,586,65,16280,14,"2021-11-30T15:52:28.632188Z"
243,51,56,42,16280,14,"2021-11-30T15:52:28.625666Z"
315,58,213,70,16280,12,"2021-11-19T15:51:48.532481Z"
129,48,80,45,16280,10,"2021-10-29T12:35:14.857421Z"
213,70,525,60,16280,9,"2021-10-22T11:06:17.053241Z"
261,70,255,107,16280,9,"2021-10-22T11:06:17.047377Z"
23,50,555,55,16280,8,"2021-10-15T07:42:08.628453Z"
281,94,215,67,16280,7,"2021-10-01T14:58:15.142208Z"
56,43,371,45,16280,7,"2021-10-01T14:58:15.134477Z"
307,66,450,51,16280,5,"2021-09-17T13:40:15.877738Z"
586,65,134,87,16280,4,"2021-09-08T12:05:03.731215Z"
491,40,245,41,16280,3,"2021-08-25T21:44:44.204545Z"
134,89,413,75,16280,2,"2021-08-20T08:24:20.592549Z"
255,110,233,125,16280,2,"2021-08-20T08:24:20.592174Z"
196,65,419,60,16280,2,"2021-08-20T08:24:20.591793Z"
38,50,122,55,16280,2,"2021-08-20T08:24:20.591186Z"
555,55,91,45,16280,2,"2021-08-20T08:24:20.590604Z"
419,60,196,65,16280,2,"2021-08-17T22:35:45.076761Z"
413,75,134,90,16280,2,"2021-08-17T07:37:58.180619Z"
233,125,255,110,16280,2,"2021-08-17T07:37:58.179970Z"
91,45,38,50,16280,2,"2021-08-16T19:21:20.168842Z"
122,55,243,55,16280,2,"2021-08-16T19:19:01.546266Z"
245,40,62,45,16280,2,"2021-08-16T11:59:29.327627Z"
450,50,136,65,16280,2,"2021-08-16T11:12:27.249435Z"
525,60,345,70,16280,2,"2021-08-16T11:12:27.249090Z"
371,45,360,50,16280,2,"2021-08-16T11:12:27.248750Z"
80,45,313,40,16280,2,"2021-08-16T11:12:27.248127Z"
264,53,433,45,3803304,38,"2022-05-21T21:37:09.203049Z"
433,45,252,52,3803304,37,"2022-05-13T13:17:46.683132Z"
230,117,681,70,3803304,36,"2022-05-04T19:41:53.403181Z"
218,49,5,42,3803304,35,"2022-04-29T16:17:42.280107Z"
235,48,228,87,3803304,35,"2022-04-29T16:13:05.572245Z"
571,39,270,50,3803304,34,"2022-04-22T15:35:37.605052Z"
134,86,586,61,3803304,33,"2022-04-11T12:18:24.389904Z"
587,59,137,79,3803304,33,"2022-04-11T12:18:24.380155Z"
699,55,272,74,3803304,31,"2022-03-21T14:07:10.787456Z"
430,76,586,63,3803304,30,"2022-03-18T10:44:30.572036Z"
357,124,228,87,3803304,30,"2022-03-18T10:44:30.571505Z"
359,109,137,79,3803304,30,"2022-03-18T10:44:30.570967Z"
212,67,233,129,3803304,30,"2022-03-18T10:44:30.570427Z"
22,67,272,74,3803304,30,"2022-03-18T10:44:30.569865Z"
360,48,119,56,3803304,30,"2022-03-18T10:44:30.569324Z"
429,49,259,57,3803304,30,"2022-03-18T10:44:30.568733Z"
137,79,362,63,3803304,28,"2022-03-02T21:39:41.364966Z"
252,52,678,50,3803304,27,"2022-02-25T13:37:19.018775Z"
5,42,258,47,3803304,26,"2022-02-17T23:08:46.386762Z"
272,74,123,58,3803304,25,"2022-02-11T13:15:23.747250Z"
678,50,71,44,3803304,24,"2022-02-06T21:32:53.440672Z"
258,47,264,53,3803304,23,"2022-01-21T17:07:22.312719Z"
681,70,51,45,3803304,22,"2022-01-13T12:59:42.770643Z"
78,66,153,58,3803304,21,"2021-12-31T12:18:21.863514Z"
153,58,78,65,3803304,20,"2021-12-28T12:38:08.302312Z"
579,125,228,87,3803304,19,"2021-12-26T12:09:02.734267Z"
359,104,51,45,3803304,19,"2021-12-26T12:09:02.733983Z"
265,81,233,127,3803304,19,"2021-12-26T12:09:02.733695Z"
67,45,119,57,3803304,19,"2021-12-26T12:09:02.733424Z"
273,54,259,55,3803304,19,"2021-12-26T12:09:02.733159Z"
256,68,264,53,3803304,19,"2021-12-26T12:09:02.732863Z"
257,60,270,50,3803304,19,"2021-12-26T12:09:02.732561Z"
80,44,559,48,3803304,19,"2021-12-26T12:09:02.732230Z"
51,45,484,56,3803304,18,"2021-12-18T10:37:52.531930Z"
123,58,222,51,3803304,17,"2021-12-13T12:09:10.925492Z"
222,51,282,57,3803304,16,"2021-12-07T21:59:44.187282Z"
270,50,353,54,3803304,16,"2021-12-07T18:42:29.911155Z"
586,65,134,86,3803304,14,"2021-11-30T16:37:14.919505Z"
282,57,272,74,3803304,13,"2021-11-26T22:20:10.235694Z"
264,53,243,51,3803304,13,"2021-11-26T22:20:10.235140Z"
134,86,177,80,3803304,13,"2021-11-26T22:20:10.234521Z"
353,54,509,40,3803304,12,"2021-11-08T21:48:07.440171Z"
71,44,527,48,3803304,11,"2021-11-05T15:55:59.609844Z"
243,51,169,50,3803304,10,"2021-10-27T21:49:31.012930Z"
362,64,268,68,3803304,9,"2021-10-21T15:51:44.372610Z"
527,48,243,52,3803304,8,"2021-10-12T19:55:12.282884Z"
559,45,448,40,3803304,7,"2021-09-28T15:54:48.044631Z"
144,56,19,59,3803304,6,"2021-09-20T16:50:27.603589Z"
484,57,137,79,3803304,5,"2021-09-14T15:22:04.870940Z"
259,56,273,54,3803304,5,"2021-09-14T15:22:04.866437Z"
121,54,209,54,3803304,3,"2021-08-28T00:43:32.706659Z"
243,54,246,40,3803304,2,"2021-08-20T16:10:16.641521Z"
509,40,1,50,3803304,2,"2021-08-20T15:16:47.672794Z"
105,52,109,63,3824633,38,"2022-05-21T18:56:20.890505Z"
174,58,485,89,3824633,37,"2022-05-13T11:28:05.646993Z"
178,42,262,61,3824633,37,"2022-05-13T11:28:05.638399Z"
109,65,213,70,3824633,36,"2022-05-05T09:56:45.324172Z"
492,63,26,53,3824633,35,"2022-04-29T13:27:49.135781Z"
20,54,6,83,3824633,34,"2022-04-22T11:22:46.500520Z"
579,122,6,84,3824633,33,"2022-04-16T07:57:29.192537Z"
307,68,529,114,3824633,33,"2022-04-11T09:27:51.943103Z"
22,68,420,66,3824633,33,"2022-04-11T09:27:51.942843Z"
212,69,33,75,3824633,33,"2022-04-11T09:27:51.942568Z"
351,45,262,60,3824633,33,"2022-04-11T09:27:51.942249Z"
113,44,256,65,3824633,33,"2022-04-11T09:27:51.941893Z"
305,44,162,45,3824633,33,"2022-04-11T09:27:51.941612Z"
270,51,475,51,3824633,33,"2022-04-11T09:27:51.941268Z"
213,70,337,77,3824633,32,"2022-04-08T08:04:53.772649Z"
220,43,16,49,3824633,32,"2022-04-08T08:04:53.772197Z"
578,59,438,55,3824633,31,"2022-03-31T00:09:26.492862Z"
337,77,583,54,3824633,30,"2022-03-18T14:00:29.117768Z"
26,53,575,49,3824633,29,"2022-03-11T13:35:03.123295Z"
583,54,177,77,3824633,28,"2022-03-02T13:13:29.586815Z"
438,55,419,59,3824633,28,"2022-03-02T12:36:31.587965Z"
575,49,484,55,3824633,27,"2022-02-25T12:44:44.224665Z"
63,65,177,79,3824633,25,"2022-02-12T10:25:16.171182Z"
234,71,224,49,3824633,25,"2022-02-12T10:25:16.170858Z"
343,44,162,45,3824633,25,"2022-02-12T10:25:16.170533Z"
74,53,419,59,3824633,25,"2022-02-12T10:23:41.857496Z"
302,39,544,40,3824633,25,"2022-02-11T15:37:53.276504Z"
240,85,33,75,3824633,25,"2022-02-10T22:41:53.226864Z"
544,40,364,45,3824633,25,"2022-02-10T22:41:53.226488Z"
518,52,529,115,3824633,25,"2022-02-10T22:24:51.935961Z"
579,125,6,84,3824633,25,"2022-02-10T22:24:51.935631Z"
681,71,484,55,3824633,25,"2022-02-10T22:24:51.935263Z"
224,49,16,49,3824633,25,"2022-02-10T22:24:51.934991Z"
270,53,475,51,3824633,25,"2022-02-10T22:24:51.934649Z"
6,85,296,74,3824633,20,"2021-12-28T12:24:12.253639Z"
484,55,96,54,3824633,20,"2021-12-28T12:24:12.253101Z"
364,45,133,47,3824633,19,"2021-12-20T14:01:49.470744Z"
177,79,583,55,3824633,18,"2021-12-17T12:58:05.298908Z"
16,47,588,49,3824633,17,"2021-12-13T12:10:11.002323Z"
475,50,200,49,3824633,16,"2021-12-07T18:07:21.948934Z"
96,55,492,64,3824633,15,"2021-12-03T15:47:20.897246Z"
588,49,16,47,3824633,15,"2021-12-03T15:47:20.892283Z"
420,63,140,53,3824633,12,"2021-11-08T17:17:55.196799Z"
140,53,558,55,3824633,10,"2021-10-25T20:59:33.728349Z"
583,55,315,59,3824633,8,"2021-10-04T13:26:51.360267Z"
558,55,17,72,3824633,7,"2021-09-28T14:09:56.184113Z"
133,50,494,49,3824633,7,"2021-09-28T14:09:56.179106Z"
408,50,376,41,2347381,37,"2022-05-14T21:58:15.455618Z"
368,43,510,42,2347381,37,"2022-05-14T21:58:15.454911Z"
213,70,109,65,2347381,36,"2022-05-06T20:34:41.488469Z"
675,49,370,51,2347381,36,"2022-05-06T20:34:41.480125Z"
115,43,464,54,2347381,34,"2022-04-23T09:57:02.321868Z"
376,41,408,50,2347381,34,"2022-04-23T09:57:02.317962Z"
418,47,431,49,2347381,33,"2022-04-16T09:10:00.649233Z"
370,51,367,43,2347381,33,"2022-04-16T09:10:00.645423Z"
22,67,464,54,2347381,30,"2022-03-18T18:28:18.596344Z"
413,75,263,84,2347381,30,"2022-03-18T18:28:18.596069Z"
430,76,109,67,2347381,30,"2022-03-18T18:28:18.595801Z"
681,75,138,75,2347381,30,"2022-03-18T18:28:18.595526Z"
51,48,254,86,2347381,30,"2022-03-18T18:28:18.595230Z"
359,109,250,71,2347381,30,"2022-03-18T18:28:18.594948Z"
220,43,367,44,2347381,30,"2022-03-18T18:28:18.594663Z"
483,44,510,43,2347381,30,"2022-03-18T18:28:18.594322Z"
44,52,142,58,2347381,30,"2022-03-18T18:28:18.594035Z"
364,44,168,50,2347381,30,"2022-03-18T18:28:18.593750Z"
200,48,408,50,2347381,30,"2022-03-18T18:28:18.593424Z"
475,53,112,54,2347381,30,"2022-03-18T18:28:18.593038Z"
431,50,418,47,2347381,28,"2022-03-05T10:49:32.985100Z"
208,38,367,45,2347381,27,"2022-02-25T17:56:46.143733Z"
512,48,254,86,2347381,27,"2022-02-25T17:56:46.143458Z"
359,108,21,56,2347381,27,"2022-02-25T17:56:46.143191Z"
414,49,168,50,2347381,27,"2022-02-25T17:56:46.142920Z"
277,117,250,71,2347381,27,"2022-02-25T17:56:46.142638Z"
518,55,109,67,2347381,27,"2022-02-25T17:56:46.142366Z"
491,43,418,48,2347381,27,"2022-02-25T17:56:46.142100Z"
51,48,464,54,2347381,27,"2022-02-25T17:56:46.141812Z"
420,71,138,75,2347381,27,"2022-02-25T17:56:46.141544Z"
700,65,263,84,2347381,27,"2022-02-25T17:56:46.141269Z"
106,48,510,45,2347381,27,"2022-02-25T17:56:46.140995Z"
256,71,142,58,2347381,27,"2022-02-25T17:56:46.140692Z"
448,40,408,50,2347381,27,"2022-02-25T17:56:46.140342Z"
510,45,275,50,2347381,23,"2022-01-21T18:23:56.853628Z"
464,54,43,62,2347381,22,"2022-01-13T13:00:10.430798Z"
168,50,510,45,2347381,22,"2022-01-13T13:00:10.426686Z"
275,50,128,54,2347381,21,"2022-01-01T10:26:10.859913Z"
254,86,131,73,2347381,18,"2021-12-17T18:51:24.599853Z"
367,45,168,50,2347381,18,"2021-12-17T18:51:24.599439Z"
510,45,288,51,2347381,18,"2021-12-17T18:51:24.599152Z"
109,67,180,74,2347381,18,"2021-12-17T18:51:24.598819Z"
112,54,170,49,2347381,18,"2021-12-17T18:51:24.598376Z"
128,54,463,49,2347381,4,"2021-08-30T17:15:23.007313Z"
296,71,187,63,3823441,38,"2022-05-20T14:16:30.648453Z"
76,45,493,43,3823441,38,"2022-05-20T14:16:30.647947Z"
39,47,44,51,3823441,38,"2022-05-20T14:16:30.647351Z"
493,43,477,45,3823441,37,"2022-05-15T09:22:45.229945Z"
209,53,414,49,3823441,37,"2022-05-13T13:16:17.903324Z"
187,63,518,53,3823441,36,"2022-05-07T10:05:16.876583Z"
484,54,251,119,3823441,36,"2022-05-07T10:05:16.873850Z"
159,53,189,77,3823441,32,"2022-04-08T09:54:21.757440Z"
189,77,430,75,3823441,30,"2022-03-18T14:25:20.883648Z"
215,65,281,94,3823441,30,"2022-03-18T14:25:20.883068Z"
423,60,64,59,3823441,30,"2022-03-18T14:25:20.882520Z"
527,47,437,48,3823441,30,"2022-03-18T14:25:20.881910Z"
414,49,360,47,3823441,30,"2022-03-18T14:25:20.875495Z"
360,47,106,48,3823441,29,"2022-03-11T17:03:29.009022Z"
345,70,315,58,3823441,28,"2022-03-04T19:09:45.493129Z"
376,41,475,53,3823441,28,"2022-03-04T19:09:45.492768Z"
343,44,491,44,3823441,28,"2022-03-03T23:43:27.127732Z"
109,67,345,70,3823441,28,"2022-03-03T23:42:34.787788Z"
142,62,127,61,3823441,28,"2022-03-03T23:42:34.787424Z"
315,58,700,65,3823441,28,"2022-03-03T23:40:35.461639Z"
345,70,518,53,3823441,28,"2022-03-03T23:40:35.461286Z"
357,123,430,75,3823441,28,"2022-03-03T23:40:35.460914Z"
467,43,558,55,3823441,28,"2022-03-03T23:40:35.460606Z"
233,132,281,94,3823441,28,"2022-03-03T23:40:35.460335Z"
341,65,251,119,3823441,28,"2022-03-03T23:40:35.459953Z"
51,48,154,68,3823441,28,"2022-03-03T23:40:35.459685Z"
138,75,64,59,3823441,28,"2022-03-03T23:40:35.459335Z"
168,51,477,45,3823441,28,"2022-03-03T23:40:35.459008Z"
305,43,437,48,3823441,28,"2022-03-03T23:40:35.458593Z"
431,50,234,71,3823441,28,"2022-03-03T23:40:35.458274Z"
491,44,106,48,3823441,28,"2022-03-03T23:40:35.457967Z"
127,61,44,50,3823441,28,"2022-03-03T23:40:35.457657Z"
475,53,353,54,3823441,28,"2022-03-03T23:40:35.457119Z"
143,61,199,48,3823441,28,"2022-03-03T23:40:35.456500Z"
106,48,245,37,3823441,27,"2022-02-25T13:09:21.172884Z"
700,65,337,77,3823441,26,"2022-02-18T10:14:12.487755Z"
518,52,189,77,3823441,25,"2022-02-11T13:04:04.634901Z"
281,94,173,54,3823441,24,"2022-02-07T21:55:23.574054Z"
245,37,122,56,3823441,24,"2022-02-07T21:55:23.565594Z"
437,48,361,45,3823441,23,"2022-01-20T17:18:06.819510Z"
173,54,421,51,3823441,21,"2021-12-31T19:11:07.418478Z"
602,45,430,75,3823441,20,"2021-12-28T12:38:23.416458Z"
586,63,337,77,3823441,20,"2021-12-28T12:38:23.416137Z"
413,77,189,77,3823441,20,"2021-12-28T12:38:23.415874Z"
138,77,558,55,3823441,20,"2021-12-28T12:38:23.415619Z"
144,61,421,51,3823441,20,"2021-12-28T12:38:23.415328Z"
420,65,251,119,3823441,20,"2021-12-28T12:38:23.414991Z"
359,105,154,68,3823441,20,"2021-12-28T12:38:23.414692Z"
233,130,64,62,3823441,20,"2021-12-28T12:38:23.414373Z"
178,42,477,45,3823441,20,"2021-12-28T12:38:23.414063Z"
142,64,361,45,3823441,20,"2021-12-28T12:38:23.413791Z"
245,37,234,70,3823441,20,"2021-12-28T12:38:23.413510Z"
370,53,122,56,3823441,20,"2021-12-28T12:38:23.413182Z"
256,69,44,50,3823441,20,"2021-12-28T12:38:23.412901Z"
593,39,353,54,3823441,20,"2021-12-28T12:38:23.412583Z"
156,44,199,49,3823441,20,"2021-12-28T12:38:23.412071Z"
421,51,287,60,3823441,19,"2021-12-25T16:30:15.150423Z"
353,54,481,40,3823441,18,"2021-12-17T14:32:41.488717Z"
558,55,399,58,3823441,17,"2021-12-14T09:08:20.751728Z"
44,50,59,49,3823441,17,"2021-12-14T09:04:53.443560Z"
361,45,431,50,3823441,15,"2021-12-03T18:41:48.796742Z"
477,45,351,45,3823441,14,"2021-11-29T17:29:24.161911Z"
287,60,254,86,3823441,13,"2021-11-26T18:37:47.880818Z"
431,50,245,39,3823441,13,"2021-11-26T18:37:47.879782Z"
122,56,135,60,3823441,13,"2021-11-26T18:37:47.871344Z"
64,65,96,55,3823441,12,"2021-11-17T15:45:41.497937Z"
245,39,76,47,3823441,12,"2021-11-17T15:45:41.497575Z"
59,50,437,49,3823441,11,"2021-11-04T21:03:42.462061Z"
351,45,409,50,3823441,11,"2021-11-04T20:59:56.223856Z"
409,50,590,45,3823441,10,"2021-10-29T23:11:52.811556Z"
76,47,59,50,3823441,9,"2021-10-21T22:00:40.681035Z"
590,45,342,48,3823441,7,"2021-10-01T22:29:25.442314Z"
342,48,588,50,3823441,6,"2021-09-23T19:07:00.200765Z"
437,49,431,50,3823441,6,"2021-09-23T19:07:00.194149Z"
431,50,217,50,3823441,4,"2021-09-10T14:12:45.726466Z"
588,50,44,50,3823441,4,"2021-09-01T11:46:02.701388Z"
45,49,249,54,3802409,37,"2022-05-13T11:10:33.036776Z"
267,55,51,47,3802409,36,"2022-05-06T20:33:27.892765Z"
466,43,169,46,3802409,36,"2022-05-06T20:33:27.892094Z"
169,46,675,49,3802409,36,"2022-05-06T20:06:30.997482Z"
675,49,169,46,3802409,36,"2022-05-06T20:04:14.785856Z"
169,46,165,49,3802409,36,"2022-05-05T13:30:40.602162Z"
165,49,83,45,3802409,36,"2022-05-04T20:09:28.045391Z"
200,49,295,44,3802409,36,"2022-05-04T20:09:28.045046Z"
40,75,345,66,3802409,36,"2022-05-04T19:48:54.940332Z"
51,47,517,54,3802409,36,"2022-04-30T19:46:12.188439Z"
263,85,345,67,3802409,35,"2022-04-28T20:29:23.650339Z"
450,58,307,67,3802409,35,"2022-04-28T20:29:23.650004Z"
40,74,205,103,3802409,35,"2022-04-28T20:29:23.649737Z"
64,58,517,54,3802409,35,"2022-04-28T20:29:23.649470Z"
51,47,341,64,3802409,35,"2022-04-28T20:29:23.649184Z"
212,70,265,78,3802409,35,"2022-04-28T20:29:23.648891Z"
138,77,141,78,3802409,35,"2022-04-28T20:29:23.648634Z"
233,133,22,66,3802409,35,"2022-04-28T20:29:23.648340Z"
39,47,588,45,3802409,35,"2022-04-28T20:29:23.648006Z"
122,56,249,54,3802409,35,"2022-04-28T20:29:23.647724Z"
44,52,237,79,3802409,35,"2022-04-28T20:29:23.647419Z"
224,51,127,58,3802409,35,"2022-04-28T20:29:23.647112Z"
256,71,83,45,3802409,35,"2022-04-28T20:29:23.646819Z"
146,46,295,44,3802409,35,"2022-04-28T20:29:23.646338Z"
475,53,231,60,3802409,35,"2022-04-28T20:29:23.645855Z"
141,78,363,62,3802409,26,"2022-02-16T17:34:34.058252Z"
517,54,26,52,3802409,25,"2022-02-12T09:18:32.574332Z"
295,44,334,44,3802409,25,"2022-02-12T09:18:32.569504Z"
363,62,289,72,3802409,24,"2022-02-06T19:47:04.557244Z"
307,66,269,84,3802409,23,"2022-01-20T17:24:43.628459Z"
269,84,4,96,3802409,21,"2021-12-31T12:23:41.736016Z"
588,49,326,43,3802409,21,"2021-12-31T12:23:41.730074Z"
26,52,482,53,3802409,19,"2021-12-18T22:05:55.878622Z"
430,75,109,67,3802409,18,"2021-12-18T13:17:35.958869Z"
6,84,40,78,3802409,18,"2021-12-18T13:17:35.958607Z"
426,49,558,55,3802409,18,"2021-12-18T13:17:35.958339Z"
185,43,44,50,3802409,18,"2021-12-18T13:17:35.958070Z"
389,42,199,49,3802409,18,"2021-12-18T13:17:35.957780Z"
231,60,30,55,3802409,18,"2021-12-18T13:17:35.957452Z"
577,46,345,68,3802409,18,"2021-12-18T10:39:38.829183Z"
109,67,205,105,3802409,18,"2021-12-18T10:39:38.828850Z"
40,78,4,96,3802409,18,"2021-12-18T10:39:38.828527Z"
558,55,341,63,3802409,18,"2021-12-18T10:39:38.828204Z"
21,60,289,72,3802409,18,"2021-12-18T10:39:38.827933Z"
196,66,26,52,3802409,18,"2021-12-18T10:39:38.827612Z"
233,131,22,62,3802409,18,"2021-12-18T10:39:38.827337Z"
302,39,326,43,3802409,18,"2021-12-18T10:39:38.827062Z"
142,63,249,55,3802409,18,"2021-12-18T10:39:38.826719Z"
44,50,127,58,3802409,18,"2021-12-18T10:39:38.826408Z"
256,68,83,45,3802409,18,"2021-12-18T10:39:38.826103Z"
