"element","position","multiplier","is_captain","is_vice_captain","id","gameweek"
146,3,1,FALSE,TRUE,"1106737",4
16,4,1,FALSE,FALSE,"1106737",4
109,5,1,FALSE,FALSE,"1106737",4
104,6,1,FALSE,FALSE,"1106737",4
19,7,1,FALSE,FALSE,"1106737",4
29,8,1,FALSE,FALSE,"1106737",4
301,9,2,TRUE,FALSE,"1106737",4
411,10,1,FALSE,FALSE,"1106737",4
103,11,1,FALSE,FALSE,"1106737",4
182,12,0,FALSE,FALSE,"1106737",4
30,13,0,FALSE,FALSE,"1106737",4
527,14,0,FALSE,FALSE,"1106737",4
33,15,0,FALSE,FALSE,"1106737",4
15,1,1,FALSE,FALSE,"1106737",5
306,2,1,FALSE,TRUE,"1106737",5
109,3,1,FALSE,FALSE,"1106737",5
16,4,1,FALSE,FALSE,"1106737",5
104,5,1,FALSE,FALSE,"1106737",5
19,6,1,FALSE,FALSE,"1106737",5
29,7,1,FALSE,FALSE,"1106737",5
301,8,2,TRUE,FALSE,"1106737",5
30,9,1,FALSE,FALSE,"1106737",5
103,10,1,FALSE,FALSE,"1106737",5
411,11,1,FALSE,FALSE,"1106737",5
182,12,0,FALSE,FALSE,"1106737",5
146,13,0,FALSE,FALSE,"1106737",5
527,14,0,FALSE,FALSE,"1106737",5
33,15,0,FALSE,FALSE,"1106737",5
15,1,1,FALSE,FALSE,"1106737",6
306,2,1,FALSE,TRUE,"1106737",6
146,3,1,FALSE,FALSE,"1106737",6
16,4,1,FALSE,FALSE,"1106737",6
109,5,1,FALSE,FALSE,"1106737",6
104,6,1,FALSE,FALSE,"1106737",6
19,7,1,FALSE,FALSE,"1106737",6
301,8,2,TRUE,FALSE,"1106737",6
527,9,1,FALSE,FALSE,"1106737",6
411,10,1,FALSE,FALSE,"1106737",6
103,11,1,FALSE,FALSE,"1106737",6
182,12,0,FALSE,FALSE,"1106737",6
29,13,0,FALSE,FALSE,"1106737",6
33,14,0,FALSE,FALSE,"1106737",6
617,15,0,FALSE,FALSE,"1106737",6
15,1,1,FALSE,FALSE,"1106737",7
306,2,1,FALSE,TRUE,"1106737",7
146,3,1,FALSE,FALSE,"1106737",7
16,4,1,FALSE,FALSE,"1106737",7
109,5,1,FALSE,FALSE,"1106737",7
104,6,1,FALSE,FALSE,"1106737",7
19,7,1,FALSE,FALSE,"1106737",7
301,8,2,TRUE,FALSE,"1106737",7
527,9,1,FALSE,FALSE,"1106737",7
411,10,1,FALSE,FALSE,"1106737",7
103,11,1,FALSE,FALSE,"1106737",7
182,12,0,FALSE,FALSE,"1106737",7
29,13,0,FALSE,FALSE,"1106737",7
33,14,0,FALSE,FALSE,"1106737",7
617,15,0,FALSE,FALSE,"1106737",7
15,1,1,FALSE,FALSE,"1106737",8
306,2,1,FALSE,TRUE,"1106737",8
33,3,1,FALSE,FALSE,"1106737",8
16,4,1,FALSE,FALSE,"1106737",8
367,5,1,FALSE,FALSE,"1106737",8
29,6,1,FALSE,FALSE,"1106737",8
19,7,1,FALSE,FALSE,"1106737",8
301,8,2,TRUE,FALSE,"1106737",8
527,9,1,FALSE,FALSE,"1106737",8
411,10,1,FALSE,FALSE,"1106737",8
103,11,1,FALSE,FALSE,"1106737",8
182,12,0,FALSE,FALSE,"1106737",8
104,13,0,FALSE,FALSE,"1106737",8
146,14,0,FALSE,FALSE,"1106737",8
617,15,0,FALSE,FALSE,"1106737",8
15,1,1,FALSE,FALSE,"1106737",9
306,2,1,FALSE,TRUE,"1106737",9
146,3,1,FALSE,FALSE,"1106737",9
16,4,1,FALSE,FALSE,"1106737",9
29,5,1,FALSE,FALSE,"1106737",9
19,6,1,FALSE,FALSE,"1106737",9
301,7,2,TRUE,FALSE,"1106737",9
305,8,1,FALSE,FALSE,"1106737",9
103,9,1,FALSE,FALSE,"1106737",9
411,10,1,FALSE,FALSE,"1106737",9
617,11,1,FALSE,FALSE,"1106737",9
182,12,0,FALSE,FALSE,"1106737",9
367,13,0,FALSE,FALSE,"1106737",9
104,14,0,FALSE,FALSE,"1106737",9
33,15,0,FALSE,FALSE,"1106737",9
182,1,1,FALSE,FALSE,"1106737",10
306,2,1,FALSE,TRUE,"1106737",10
461,3,1,FALSE,FALSE,"1106737",10
146,4,1,FALSE,FALSE,"1106737",10
16,5,1,FALSE,FALSE,"1106737",10
104,6,1,FALSE,FALSE,"1106737",10
29,7,1,FALSE,FALSE,"1106737",10
19,8,1,FALSE,FALSE,"1106737",10
305,9,1,FALSE,FALSE,"1106737",10
301,10,2,TRUE,FALSE,"1106737",10
103,11,1,FALSE,FALSE,"1106737",10
15,12,0,FALSE,FALSE,"1106737",10
617,13,0,FALSE,FALSE,"1106737",10
411,14,0,FALSE,FALSE,"1106737",10
367,15,0,FALSE,FALSE,"1106737",10
15,1,1,FALSE,FALSE,"1106737",11
306,2,1,FALSE,FALSE,"1106737",11
484,3,1,FALSE,FALSE,"1106737",11
16,4,1,FALSE,FALSE,"1106737",11
104,5,1,FALSE,FALSE,"1106737",11
19,6,1,FALSE,TRUE,"1106737",11
29,7,1,FALSE,FALSE,"1106737",11
301,8,2,TRUE,FALSE,"1106737",11
166,9,1,FALSE,FALSE,"1106737",11
617,10,1,FALSE,FALSE,"1106737",11
411,11,1,FALSE,FALSE,"1106737",11
182,12,0,FALSE,FALSE,"1106737",11
305,13,0,FALSE,FALSE,"1106737",11
367,14,0,FALSE,FALSE,"1106737",11
146,15,0,FALSE,FALSE,"1106737",11
182,1,1,FALSE,FALSE,"1106737",12
306,2,1,FALSE,FALSE,"1106737",12
484,3,1,FALSE,FALSE,"1106737",12
16,4,1,FALSE,FALSE,"1106737",12
141,5,1,FALSE,FALSE,"1106737",12
19,6,1,FALSE,FALSE,"1106737",12
29,7,1,FALSE,FALSE,"1106737",12
104,8,2,TRUE,FALSE,"1106737",12
411,9,1,FALSE,FALSE,"1106737",12
166,10,1,FALSE,TRUE,"1106737",12
617,11,1,FALSE,FALSE,"1106737",12
15,12,0,FALSE,FALSE,"1106737",12
301,13,0,FALSE,FALSE,"1106737",12
305,14,0,FALSE,FALSE,"1106737",12
146,15,0,FALSE,FALSE,"1106737",12
15,1,1,FALSE,FALSE,"1106737",13
306,2,1,FALSE,TRUE,"1106737",13
484,3,1,FALSE,FALSE,"1106737",13
16,4,1,FALSE,FALSE,"1106737",13
141,5,1,FALSE,FALSE,"1106737",13
19,6,1,FALSE,FALSE,"1106737",13
301,7,2,TRUE,FALSE,"1106737",13
305,8,1,FALSE,FALSE,"1106737",13
411,9,1,FALSE,FALSE,"1106737",13
166,10,1,FALSE,FALSE,"1106737",13
617,11,1,FALSE,FALSE,"1106737",13
182,12,0,FALSE,FALSE,"1106737",13
29,13,0,FALSE,FALSE,"1106737",13
104,14,0,FALSE,FALSE,"1106737",13
146,15,0,FALSE,FALSE,"1106737",13
15,1,1,FALSE,FALSE,"1106737",14
306,2,1,FALSE,FALSE,"1106737",14
16,3,1,FALSE,FALSE,"1106737",14
141,4,1,FALSE,FALSE,"1106737",14
186,5,1,FALSE,FALSE,"1106737",14
19,6,2,TRUE,FALSE,"1106737",14
301,7,1,FALSE,TRUE,"1106737",14
305,8,1,FALSE,FALSE,"1106737",14
411,9,1,FALSE,FALSE,"1106737",14
166,10,1,FALSE,FALSE,"1106737",14
617,11,1,FALSE,FALSE,"1106737",14
182,12,0,FALSE,FALSE,"1106737",14
104,13,0,FALSE,FALSE,"1106737",14
484,14,0,FALSE,FALSE,"1106737",14
146,15,0,FALSE,FALSE,"1106737",14
182,1,1,FALSE,FALSE,"1106737",15
306,2,1,FALSE,TRUE,"1106737",15
588,3,1,FALSE,FALSE,"1106737",15
141,4,1,FALSE,FALSE,"1106737",15
186,5,1,FALSE,FALSE,"1106737",15
19,6,1,FALSE,FALSE,"1106737",15
301,7,2,TRUE,FALSE,"1106737",15
305,8,1,FALSE,FALSE,"1106737",15
104,9,1,FALSE,FALSE,"1106737",15
411,10,1,FALSE,FALSE,"1106737",15
617,11,1,FALSE,FALSE,"1106737",15
15,12,0,FALSE,FALSE,"1106737",15
166,13,0,FALSE,FALSE,"1106737",15
16,14,0,FALSE,FALSE,"1106737",15
146,15,0,FALSE,FALSE,"1106737",15
15,1,1,FALSE,FALSE,"1106737",16
306,2,1,FALSE,TRUE,"1106737",16
588,3,1,FALSE,FALSE,"1106737",16
16,4,1,FALSE,FALSE,"1106737",16
141,5,1,FALSE,FALSE,"1106737",16
104,6,1,FALSE,FALSE,"1106737",16
186,7,1,FALSE,FALSE,"1106737",16
19,8,1,FALSE,FALSE,"1106737",16
301,9,2,TRUE,FALSE,"1106737",16
166,10,1,FALSE,FALSE,"1106737",16
411,11,1,FALSE,FALSE,"1106737",16
182,12,0,FALSE,FALSE,"1106737",16
305,13,0,FALSE,FALSE,"1106737",16
617,14,0,FALSE,FALSE,"1106737",16
146,15,0,FALSE,FALSE,"1106737",16
15,1,1,FALSE,FALSE,"1106737",17
306,2,1,FALSE,TRUE,"1106737",17
146,3,1,FALSE,FALSE,"1106737",17
141,4,1,FALSE,FALSE,"1106737",17
16,5,1,FALSE,FALSE,"1106737",17
104,6,1,FALSE,FALSE,"1106737",17
19,7,1,FALSE,FALSE,"1106737",17
301,8,2,TRUE,FALSE,"1106737",17
305,9,1,FALSE,FALSE,"1106737",17
617,10,1,FALSE,FALSE,"1106737",17
411,11,1,FALSE,FALSE,"1106737",17
182,12,0,FALSE,FALSE,"1106737",17
166,13,0,FALSE,FALSE,"1106737",17
186,14,0,FALSE,FALSE,"1106737",17
165,15,0,FALSE,FALSE,"1106737",17
15,1,1,FALSE,FALSE,"1106737",18
306,2,1,FALSE,TRUE,"1106737",18
165,3,1,FALSE,FALSE,"1106737",18
16,4,1,FALSE,FALSE,"1106737",18
305,5,1,FALSE,FALSE,"1106737",18
19,6,1,FALSE,FALSE,"1106737",18
301,7,2,TRUE,FALSE,"1106737",18
104,8,1,FALSE,FALSE,"1106737",18
617,9,1,FALSE,FALSE,"1106737",18
411,10,1,FALSE,FALSE,"1106737",18
30,11,1,FALSE,FALSE,"1106737",18
182,12,0,FALSE,FALSE,"1106737",18
141,13,0,FALSE,FALSE,"1106737",18
440,14,0,FALSE,FALSE,"1106737",18
146,15,0,FALSE,FALSE,"1106737",18
15,1,1,FALSE,FALSE,"1106737",19
306,2,1,FALSE,FALSE,"1106737",19
165,3,1,FALSE,FALSE,"1106737",19
16,4,1,FALSE,FALSE,"1106737",19
305,5,1,FALSE,FALSE,"1106737",19
19,6,2,TRUE,FALSE,"1106737",19
301,7,1,FALSE,TRUE,"1106737",19
104,8,1,FALSE,FALSE,"1106737",19
617,9,1,FALSE,FALSE,"1106737",19
411,10,1,FALSE,FALSE,"1106737",19
30,11,1,FALSE,FALSE,"1106737",19
182,12,0,FALSE,FALSE,"1106737",19
141,13,0,FALSE,FALSE,"1106737",19
440,14,0,FALSE,FALSE,"1106737",19
146,15,0,FALSE,FALSE,"1106737",19
182,1,1,FALSE,FALSE,"1106737",20
306,2,1,FALSE,TRUE,"1106737",20
526,3,1,FALSE,FALSE,"1106737",20
16,4,1,FALSE,FALSE,"1106737",20
305,5,1,FALSE,FALSE,"1106737",20
19,6,1,FALSE,FALSE,"1106737",20
301,7,2,TRUE,FALSE,"1106737",20
104,8,1,FALSE,FALSE,"1106737",20
593,9,1,FALSE,FALSE,"1106737",20
411,10,1,FALSE,FALSE,"1106737",20
30,11,1,FALSE,FALSE,"1106737",20
15,12,0,FALSE,FALSE,"1106737",20
165,13,0,FALSE,FALSE,"1106737",20
617,14,0,FALSE,FALSE,"1106737",20
146,15,0,FALSE,FALSE,"1106737",20
15,1,1,FALSE,FALSE,"1106737",21
689,2,1,FALSE,FALSE,"1106737",21
526,3,1,FALSE,FALSE,"1106737",21
16,4,1,FALSE,FALSE,"1106737",21
104,5,1,FALSE,FALSE,"1106737",21
19,6,1,FALSE,FALSE,"1106737",21
305,7,1,FALSE,FALSE,"1106737",21
301,8,2,TRUE,FALSE,"1106737",21
617,9,1,FALSE,FALSE,"1106737",21
30,10,1,FALSE,TRUE,"1106737",21
411,11,1,FALSE,FALSE,"1106737",21
182,12,0,FALSE,FALSE,"1106737",21
306,13,0,FALSE,FALSE,"1106737",21
593,14,0,FALSE,FALSE,"1106737",21
146,15,0,FALSE,FALSE,"1106737",21
15,1,1,FALSE,FALSE,"1106737",22
526,2,1,FALSE,FALSE,"1106737",22
16,3,1,FALSE,FALSE,"1106737",22
689,4,1,FALSE,FALSE,"1106737",22
305,5,1,FALSE,FALSE,"1106737",22
19,6,1,FALSE,FALSE,"1106737",22
301,7,1,FALSE,TRUE,"1106737",22
104,8,1,FALSE,FALSE,"1106737",22
593,9,2,TRUE,FALSE,"1106737",22
700,10,1,FALSE,FALSE,"1106737",22
411,11,1,FALSE,FALSE,"1106737",22
182,12,0,FALSE,FALSE,"1106737",22
146,13,0,FALSE,FALSE,"1106737",22
733,14,0,FALSE,FALSE,"1106737",22
30,15,0,FALSE,FALSE,"1106737",22
15,1,1,FALSE,FALSE,"1106737",23
146,2,1,FALSE,FALSE,"1106737",23
16,3,1,FALSE,FALSE,"1106737",23
689,4,1,FALSE,FALSE,"1106737",23
305,5,1,FALSE,FALSE,"1106737",23
19,6,1,FALSE,TRUE,"1106737",23
301,7,2,TRUE,FALSE,"1106737",23
104,8,1,FALSE,FALSE,"1106737",23
340,9,1,FALSE,FALSE,"1106737",23
30,10,1,FALSE,FALSE,"1106737",23
411,11,1,FALSE,FALSE,"1106737",23
182,12,0,FALSE,FALSE,"1106737",23
700,13,0,FALSE,FALSE,"1106737",23
526,14,0,FALSE,FALSE,"1106737",23
733,15,0,FALSE,FALSE,"1106737",23
15,1,1,FALSE,FALSE,"1106737",24
689,2,1,FALSE,FALSE,"1106737",24
526,3,1,FALSE,FALSE,"1106737",24
16,4,1,FALSE,FALSE,"1106737",24
104,5,1,FALSE,FALSE,"1106737",24
340,6,1,FALSE,TRUE,"1106737",24
19,7,1,FALSE,FALSE,"1106737",24
305,8,1,FALSE,FALSE,"1106737",24
301,9,2,TRUE,FALSE,"1106737",24
30,10,1,FALSE,FALSE,"1106737",24
700,11,1,FALSE,FALSE,"1106737",24
182,12,0,FALSE,FALSE,"1106737",24
146,13,0,FALSE,FALSE,"1106737",24
733,14,0,FALSE,FALSE,"1106737",24
411,15,0,FALSE,FALSE,"1106737",24
15,1,1,FALSE,FALSE,"1106737",25
146,2,1,FALSE,FALSE,"1106737",25
16,3,1,FALSE,FALSE,"1106737",25
689,4,1,FALSE,FALSE,"1106737",25
733,5,1,FALSE,FALSE,"1106737",25
475,6,1,FALSE,FALSE,"1106737",25
305,7,1,FALSE,FALSE,"1106737",25
19,8,2,TRUE,FALSE,"1106737",25
301,9,1,FALSE,TRUE,"1106737",25
30,10,1,FALSE,FALSE,"1106737",25
700,11,1,FALSE,FALSE,"1106737",25
182,12,0,FALSE,FALSE,"1106737",25
340,13,0,FALSE,FALSE,"1106737",25
104,14,0,FALSE,FALSE,"1106737",25
411,15,0,FALSE,FALSE,"1106737",25
15,1,1,FALSE,FALSE,"1106737",26
689,2,1,FALSE,FALSE,"1106737",26
526,3,1,FALSE,FALSE,"1106737",26
16,4,1,FALSE,FALSE,"1106737",26
733,5,1,FALSE,FALSE,"1106737",26
104,6,1,FALSE,FALSE,"1106737",26
19,7,2,TRUE,FALSE,"1106737",26
305,8,1,FALSE,FALSE,"1106737",26
301,9,1,FALSE,TRUE,"1106737",26
30,10,1,FALSE,FALSE,"1106737",26
700,11,1,FALSE,FALSE,"1106737",26
182,12,0,FALSE,FALSE,"1106737",26
146,13,0,FALSE,FALSE,"1106737",26
340,14,0,FALSE,FALSE,"1106737",26
411,15,0,FALSE,FALSE,"1106737",26
15,1,1,FALSE,FALSE,"1106737",27
16,2,1,FALSE,FALSE,"1106737",27
526,3,1,FALSE,FALSE,"1106737",27
109,4,1,FALSE,FALSE,"1106737",27
340,5,1,FALSE,FALSE,"1106737",27
305,6,1,FALSE,FALSE,"1106737",27
19,7,1,FALSE,FALSE,"1106737",27
301,8,1,FALSE,TRUE,"1106737",27
104,9,2,TRUE,FALSE,"1106737",27
411,10,1,FALSE,FALSE,"1106737",27
30,11,1,FALSE,FALSE,"1106737",27
182,12,0,FALSE,FALSE,"1106737",27
146,13,0,FALSE,FALSE,"1106737",27
689,14,0,FALSE,FALSE,"1106737",27
700,15,0,FALSE,FALSE,"1106737",27
133,1,1,FALSE,FALSE,"1106737",28
357,2,1,FALSE,FALSE,"1106737",28
448,3,1,FALSE,FALSE,"1106737",28
16,4,1,FALSE,FALSE,"1106737",28
407,5,1,FALSE,FALSE,"1106737",28
19,6,1,FALSE,TRUE,"1106737",28
160,7,1,FALSE,FALSE,"1106737",28
13,8,1,FALSE,FALSE,"1106737",28
80,9,1,FALSE,FALSE,"1106737",28
594,10,1,FALSE,FALSE,"1106737",28
427,11,2,TRUE,FALSE,"1106737",28
426,12,0,FALSE,FALSE,"1106737",28
699,13,0,FALSE,FALSE,"1106737",28
39,14,0,FALSE,FALSE,"1106737",28
139,15,0,FALSE,FALSE,"1106737",28
15,1,1,FALSE,FALSE,"1106737",29
109,2,1,FALSE,FALSE,"1106737",29
146,3,1,FALSE,FALSE,"1106737",29
16,4,1,FALSE,FALSE,"1106737",29
104,5,1,FALSE,FALSE,"1106737",29
340,6,1,FALSE,FALSE,"1106737",29
19,7,2,TRUE,FALSE,"1106737",29
305,8,1,FALSE,FALSE,"1106737",29
301,9,1,FALSE,TRUE,"1106737",29
700,10,1,FALSE,FALSE,"1106737",29
30,11,1,FALSE,FALSE,"1106737",29
182,12,0,FALSE,FALSE,"1106737",29
689,13,0,FALSE,FALSE,"1106737",29
526,14,0,FALSE,FALSE,"1106737",29
411,15,0,FALSE,FALSE,"1106737",29
15,1,1,FALSE,FALSE,"1106737",30
16,2,1,FALSE,FALSE,"1106737",30
146,3,1,FALSE,FALSE,"1106737",30
526,4,1,FALSE,FALSE,"1106737",30
538,5,1,FALSE,FALSE,"1106737",30
340,6,1,FALSE,FALSE,"1106737",30
305,7,1,FALSE,TRUE,"1106737",30
19,8,1,FALSE,FALSE,"1106737",30
301,9,2,TRUE,FALSE,"1106737",30
104,10,1,FALSE,FALSE,"1106737",30
30,11,1,FALSE,FALSE,"1106737",30
182,12,0,FALSE,FALSE,"1106737",30
700,13,0,FALSE,FALSE,"1106737",30
109,14,0,FALSE,FALSE,"1106737",30
411,15,0,FALSE,FALSE,"1106737",30
182,1,1,FALSE,FALSE,"1106737",31
733,2,1,FALSE,FALSE,"1106737",31
538,3,1,FALSE,FALSE,"1106737",31
146,4,1,FALSE,FALSE,"1106737",31
16,5,1,FALSE,FALSE,"1106737",31
104,6,1,FALSE,FALSE,"1106737",31
340,7,1,FALSE,FALSE,"1106737",31
19,8,1,FALSE,FALSE,"1106737",31
305,9,1,FALSE,TRUE,"1106737",31
301,10,2,TRUE,FALSE,"1106737",31
700,11,1,FALSE,FALSE,"1106737",31
15,12,0,FALSE,FALSE,"1106737",31
526,13,0,FALSE,FALSE,"1106737",31
30,14,0,FALSE,FALSE,"1106737",31
411,15,0,FALSE,FALSE,"1106737",31
15,1,1,FALSE,FALSE,"1106737",32
16,2,1,FALSE,TRUE,"1106737",32
526,3,1,FALSE,FALSE,"1106737",32
733,4,1,FALSE,FALSE,"1106737",32
538,5,1,FALSE,FALSE,"1106737",32
340,6,1,FALSE,FALSE,"1106737",32
305,7,1,FALSE,FALSE,"1106737",32
19,8,2,TRUE,FALSE,"1106737",32
301,9,1,FALSE,FALSE,"1106737",32
104,10,1,FALSE,FALSE,"1106737",32
30,11,1,FALSE,FALSE,"1106737",32
182,12,0,FALSE,FALSE,"1106737",32
146,13,0,FALSE,FALSE,"1106737",32
103,14,0,FALSE,FALSE,"1106737",32
411,15,0,FALSE,FALSE,"1106737",32
182,1,1,FALSE,FALSE,"1106737",33
733,2,1,FALSE,FALSE,"1106737",33
538,3,1,FALSE,FALSE,"1106737",33
526,4,1,FALSE,FALSE,"1106737",33
104,5,1,FALSE,FALSE,"1106737",33
340,6,1,FALSE,FALSE,"1106737",33
19,7,1,FALSE,FALSE,"1106737",33
305,8,1,FALSE,TRUE,"1106737",33
301,9,2,TRUE,FALSE,"1106737",33
30,10,1,FALSE,FALSE,"1106737",33
262,11,1,FALSE,FALSE,"1106737",33
15,12,0,FALSE,FALSE,"1106737",33
109,13,0,FALSE,FALSE,"1106737",33
16,14,0,FALSE,FALSE,"1106737",33
411,15,0,FALSE,FALSE,"1106737",33
15,1,1,FALSE,FALSE,"1106737",34
109,2,1,FALSE,FALSE,"1106737",34
526,3,1,FALSE,FALSE,"1106737",34
16,4,1,FALSE,FALSE,"1106737",34
374,5,1,FALSE,FALSE,"1106737",34
340,6,1,FALSE,FALSE,"1106737",34
19,7,1,FALSE,FALSE,"1106737",34
305,8,2,FALSE,TRUE,"1106737",34
411,9,1,FALSE,FALSE,"1106737",34
30,10,1,FALSE,FALSE,"1106737",34
255,11,1,FALSE,FALSE,"1106737",34
182,12,0,FALSE,FALSE,"1106737",34
301,13,0,TRUE,FALSE,"1106737",34
538,14,0,FALSE,FALSE,"1106737",34
733,15,0,FALSE,FALSE,"1106737",34
15,1,1,FALSE,FALSE,"1106737",35
733,2,1,FALSE,FALSE,"1106737",35
538,3,1,FALSE,FALSE,"1106737",35
16,4,1,FALSE,FALSE,"1106737",35
170,5,1,FALSE,FALSE,"1106737",35
374,6,1,FALSE,FALSE,"1106737",35
340,7,1,FALSE,FALSE,"1106737",35
19,8,1,FALSE,FALSE,"1106737",35
301,9,2,TRUE,FALSE,"1106737",35
255,10,1,FALSE,FALSE,"1106737",35
411,11,1,FALSE,FALSE,"1106737",35
182,12,0,FALSE,FALSE,"1106737",35
30,13,0,FALSE,FALSE,"1106737",35
305,14,0,FALSE,TRUE,"1106737",35
526,15,0,FALSE,FALSE,"1106737",35
182,1,2,TRUE,FALSE,"1106737",36
526,2,1,FALSE,FALSE,"1106737",36
16,3,1,FALSE,FALSE,"1106737",36
170,4,1,FALSE,FALSE,"1106737",36
538,5,1,FALSE,FALSE,"1106737",36
340,6,1,FALSE,FALSE,"1106737",36
305,7,1,FALSE,FALSE,"1106737",36
19,8,1,FALSE,TRUE,"1106737",36
300,9,1,FALSE,FALSE,"1106737",36
374,10,1,FALSE,FALSE,"1106737",36
255,11,1,FALSE,FALSE,"1106737",36
15,12,1,FALSE,FALSE,"1106737",36
411,13,1,FALSE,FALSE,"1106737",36
733,14,1,FALSE,FALSE,"1106737",36
30,15,1,FALSE,FALSE,"1106737",36
15,1,1,FALSE,FALSE,"1106737",37
733,2,1,FALSE,FALSE,"1106737",37
170,3,1,FALSE,FALSE,"1106737",37
16,4,1,FALSE,FALSE,"1106737",37
526,5,1,FALSE,FALSE,"1106737",37
374,6,1,FALSE,FALSE,"1106737",37
340,7,1,FALSE,FALSE,"1106737",37
300,8,3,TRUE,FALSE,"1106737",37
95,9,1,FALSE,FALSE,"1106737",37
255,10,1,FALSE,FALSE,"1106737",37
123,11,1,FALSE,FALSE,"1106737",37
182,12,0,FALSE,FALSE,"1106737",37
305,13,0,FALSE,TRUE,"1106737",37
19,14,0,FALSE,FALSE,"1106737",37
538,15,0,FALSE,FALSE,"1106737",37
182,1,1,FALSE,FALSE,"1106737",38
526,2,1,FALSE,FALSE,"1106737",38
170,3,1,FALSE,FALSE,"1106737",38
16,4,1,FALSE,FALSE,"1106737",38
733,5,1,FALSE,FALSE,"1106737",38
374,6,1,FALSE,FALSE,"1106737",38
340,7,1,FALSE,FALSE,"1106737",38
534,8,2,TRUE,FALSE,"1106737",38
95,9,1,FALSE,FALSE,"1106737",38
255,10,1,FALSE,FALSE,"1106737",38
123,11,1,FALSE,FALSE,"1106737",38
15,12,0,FALSE,FALSE,"1106737",38
538,13,0,FALSE,FALSE,"1106737",38
305,14,0,FALSE,FALSE,"1106737",38
300,15,0,FALSE,TRUE,"1106737",38
327,1,1,FALSE,FALSE,"3015602",1
50,2,1,FALSE,FALSE,"3015602",1
114,3,1,FALSE,FALSE,"3015602",1
280,4,1,FALSE,FALSE,"3015602",1
428,5,2,TRUE,FALSE,"3015602",1
311,6,1,FALSE,FALSE,"3015602",1
335,7,1,FALSE,TRUE,"3015602",1
512,8,1,FALSE,FALSE,"3015602",1
458,9,1,FALSE,FALSE,"3015602",1
227,10,1,FALSE,FALSE,"3015602",1
66,11,1,FALSE,FALSE,"3015602",1
248,12,0,FALSE,FALSE,"3015602",1
12,13,0,FALSE,FALSE,"3015602",1
522,14,0,FALSE,FALSE,"3015602",1
309,15,0,FALSE,FALSE,"3015602",1
327,1,1,FALSE,FALSE,"3015602",2
280,2,1,FALSE,FALSE,"3015602",2
50,3,1,FALSE,FALSE,"3015602",2
114,4,1,FALSE,FALSE,"3015602",2
12,5,1,FALSE,FALSE,"3015602",2
428,6,1,FALSE,FALSE,"3015602",2
311,7,1,FALSE,FALSE,"3015602",2
335,8,1,FALSE,TRUE,"3015602",2
512,9,1,FALSE,FALSE,"3015602",2
458,10,2,TRUE,FALSE,"3015602",2
227,11,1,FALSE,FALSE,"3015602",2
248,12,0,FALSE,FALSE,"3015602",2
66,13,0,FALSE,FALSE,"3015602",2
522,14,0,FALSE,FALSE,"3015602",2
309,15,0,FALSE,FALSE,"3015602",2
327,1,1,FALSE,FALSE,"3015602",3
280,2,1,FALSE,FALSE,"3015602",3
258,3,1,FALSE,FALSE,"3015602",3
114,4,1,FALSE,FALSE,"3015602",3
12,5,1,FALSE,FALSE,"3015602",3
