"element_in","element_in_cost","element_out","element_out_cost","entry","event","time"
186,55,29,66,1106737,14,"2022-10-28T14:40:41.369058Z"
141,47,367,49,1106737,12,"2022-10-18T06:32:46.142815Z"
484,45,461,45,1106737,11,"2022-10-14T13:40:00.973787Z"
166,53,103,65,1106737,11,"2022-10-13T08:03:04.880369Z"
461,45,33,47,1106737,10,"2022-10-07T14:52:03.017354Z"
305,68,527,57,1106737,9,"2022-09-19T11:51:12.888072Z"
367,49,109,45,1106737,8,"2022-09-14T07:30:15.720874Z"
617,90,30,68,1106737,6,"2022-09-02T18:46:58.080509Z"
104,57,259,64,1106737,4,"2022-08-23T11:46:44.716034Z"
109,45,475,49,1106737,4,"2022-08-23T11:46:44.712247Z"
103,65,345,70,1106737,2,"2022-08-08T11:05:58.767009Z"
186,49,373,47,3015602,38,"2023-05-28T08:08:22.577710Z"
548,39,113,44,3015602,38,"2023-05-28T08:08:22.570409Z"
109,46,108,45,3015602,36,"2023-05-12T19:58:22.817016Z"
373,47,715,50,3015602,36,"2023-05-09T11:42:31.329014Z"
233,57,142,72,3015602,36,"2023-05-09T11:42:31.328678Z"
309,56,258,43,3015602,36,"2023-05-09T11:42:31.328270Z"
142,72,335,69,3015602,36,"2023-05-08T19:08:23.615338Z"
108,45,309,56,3015602,35,"2023-05-05T11:15:13.597061Z"
596,46,397,56,3015602,34,"2023-04-28T20:48:20.714061Z"
66,55,11,64,3015602,32,"2023-04-19T16:09:36.965283Z"
482,50,602,43,3015602,32,"2023-04-19T16:09:36.959424Z"
370,43,346,43,3015602,28,"2023-03-17T14:43:06.985899Z"
80,78,397,56,3015602,28,"2023-03-17T14:41:25.889574Z"
427,118,11,65,3015602,28,"2023-03-17T14:41:25.889312Z"
346,43,335,69,3015602,28,"2023-03-17T14:41:25.889078Z"
13,85,311,67,3015602,28,"2023-03-17T14:41:25.888839Z"
19,66,171,54,3015602,28,"2023-03-17T14:41:25.888609Z"
85,45,366,48,3015602,28,"2023-03-17T14:41:25.888362Z"
510,49,309,57,3015602,28,"2023-03-17T14:41:25.888130Z"
139,59,280,65,3015602,28,"2023-03-17T14:41:25.887885Z"
16,52,258,44,3015602,28,"2023-03-17T14:41:25.887648Z"
426,39,327,50,3015602,28,"2023-03-17T14:41:25.887375Z"
133,47,113,46,3015602,28,"2023-03-17T14:41:25.887085Z"
715,55,603,59,3015602,22,"2023-02-02T13:34:37.654528Z"
690,75,458,70,3015602,20,"2023-01-13T10:54:33.814507Z"
171,54,140,57,3015602,20,"2023-01-13T10:54:33.802962Z"
140,57,294,50,3015602,18,"2022-12-29T14:47:21.477159Z"
11,65,326,102,3015602,17,"2022-12-22T09:26:45.629150Z"
326,102,227,72,3015602,14,"2022-10-29T08:47:37.552304Z"
294,50,25,57,3015602,14,"2022-10-29T08:47:37.547581Z"
258,45,272,44,3015602,12,"2022-10-18T08:13:41.879431Z"
25,57,12,57,3015602,9,"2022-09-19T19:12:12.809255Z"
603,60,512,55,3015602,6,"2022-09-02T18:41:15.320460Z"
602,45,258,45,3015602,6,"2022-09-02T18:41:15.320205Z"
113,47,248,50,3015602,6,"2022-09-02T18:41:15.319900Z"
272,44,114,44,3015602,5,"2022-08-29T13:01:46.742530Z"
366,47,522,44,3015602,4,"2022-08-25T22:19:16.103542Z"
397,59,66,59,3015602,3,"2022-08-19T12:03:53.602188Z"
258,45,50,49,3015602,3,"2022-08-19T12:03:53.598245Z"
302,56,484,43,1177922,38,"2023-05-28T13:44:23.343925Z"
308,50,85,44,1177922,36,"2023-05-13T09:13:49.540861Z"
335,73,142,72,1177922,36,"2023-05-08T20:13:40.316955Z"
227,71,619,48,1177922,31,"2023-04-15T09:56:47.146796Z"
167,44,533,45,1177922,31,"2023-04-14T20:27:18.953103Z"
142,72,614,55,1177922,30,"2023-04-07T20:23:29.000637Z"
427,118,619,49,1177922,28,"2023-03-17T14:49:23.115297Z"
407,63,614,55,1177922,28,"2023-03-17T14:49:23.115043Z"
428,116,124,52,1177922,28,"2023-03-17T14:49:23.114797Z"
594,66,28,79,1177922,28,"2023-03-17T14:49:23.114555Z"
10,47,285,73,1177922,28,"2023-03-17T14:49:23.114295Z"
111,66,680,78,1177922,28,"2023-03-17T14:49:23.114011Z"
80,78,210,66,1177922,28,"2023-03-17T14:49:23.113744Z"
139,59,533,45,1177922,28,"2023-03-17T14:49:23.113446Z"
614,55,374,56,1177922,23,"2023-02-11T10:59:01.184183Z"
484,43,443,49,1177922,23,"2023-02-11T10:59:01.178247Z"
619,50,529,66,1177922,21,"2023-01-21T10:46:59.697027Z"
85,45,197,40,1177922,20,"2023-01-13T16:51:47.834198Z"
680,80,264,68,1177922,19,"2023-01-02T12:40:31.419680Z"
124,49,195,53,1177922,16,"2022-11-12T10:24:27.603941Z"
533,45,432,49,1177922,15,"2022-11-04T14:34:13.885867Z"
197,40,329,48,1177922,14,"2022-10-28T23:03:04.926759Z"
529,68,288,89,1177922,12,"2022-10-18T15:58:16.556729Z"
329,48,295,40,1177922,11,"2022-10-14T16:47:30.851723Z"
369,50,171,55,1177922,8,"2022-09-16T16:30:48.824891Z"
432,50,342,44,1177922,3,"2022-08-20T09:56:27.963358Z"
81,45,238,45,1177922,3,"2022-08-20T09:56:27.959621Z"
185,53,111,65,191239,38,"2023-05-28T11:36:33.611305Z"
717,40,133,45,191239,37,"2023-05-19T18:02:42.493214Z"
301,122,47,51,191239,36,"2023-05-12T09:53:23.442311Z"
710,40,308,50,191239,36,"2023-05-12T09:53:23.431370Z"
519,62,346,44,191239,35,"2023-05-05T11:57:03.879214Z"
603,59,264,67,191239,34,"2023-04-28T13:16:02.940106Z"
337,41,290,48,191239,33,"2023-04-24T20:25:08.122934Z"
125,46,345,63,191239,32,"2023-04-21T17:09:55.651304Z"
165,45,26,47,191239,32,"2023-04-21T17:09:55.645297Z"
47,52,562,49,191239,32,"2023-04-19T16:17:20.309988Z"
42,57,368,61,191239,31,"2023-04-15T08:48:19.894080Z"
345,63,476,66,191239,31,"2023-04-14T08:24:44.990103Z"
368,61,704,54,191239,30,"2023-04-07T12:48:48.948780Z"
694,44,445,49,191239,29,"2023-03-31T08:01:54.331685Z"
476,67,288,88,191239,28,"2023-03-16T19:48:17.111817Z"
562,49,699,66,191239,27,"2023-03-09T19:10:27.736236Z"
290,48,217,44,191239,27,"2023-03-09T19:10:27.728921Z"
217,44,341,43,191239,26,"2023-03-03T11:29:14.148614Z"
445,49,128,55,191239,26,"2023-03-03T11:29:14.144625Z"
264,67,508,65,191239,24,"2023-02-16T13:50:42.461934Z"
288,88,701,60,191239,23,"2023-02-11T07:27:16.773693Z"
508,65,42,57,191239,22,"2023-02-03T10:28:41.239760Z"
701,60,619,50,191239,21,"2023-01-20T12:14:16.563558Z"
42,57,264,68,191239,21,"2023-01-20T12:14:16.563312Z"
699,70,464,56,191239,21,"2023-01-20T12:14:16.562922Z"
704,55,142,75,191239,21,"2023-01-20T12:14:16.562389Z"
341,43,276,59,191239,21,"2023-01-20T12:14:16.561690Z"
619,50,66,57,191239,20,"2023-01-13T10:40:07.261251Z"
264,68,240,43,191239,20,"2023-01-13T10:40:07.254402Z"
464,56,508,65,191239,17,"2022-12-25T10:04:57.469753Z"
276,59,461,45,191239,17,"2022-12-23T10:06:13.189682Z"
508,65,293,78,191239,17,"2022-12-22T14:27:52.748402Z"
240,44,3,51,191239,17,"2022-11-17T10:06:42.793511Z"
319,60,271,57,191239,16,"2022-11-11T08:34:55.259459Z"
461,45,538,44,191239,15,"2022-11-04T10:30:42.296100Z"
3,51,508,65,191239,14,"2022-10-28T15:09:30.152129Z"
358,45,586,45,191239,14,"2022-10-28T11:48:35.243787Z"
66,58,594,68,191239,12,"2022-10-17T12:44:49.237827Z"
271,57,255,92,191239,11,"2022-10-13T10:50:41.088410Z"
538,44,8,48,191239,11,"2022-10-13T10:50:41.088094Z"
133,44,152,45,191239,11,"2022-10-13T10:50:41.087797Z"
308,50,445,50,191239,10,"2022-10-07T15:17:43.204217Z"
508,65,305,68,191239,9,"2022-09-30T09:10:50.405249Z"
346,46,446,81,191239,8,"2022-09-16T16:11:35.329733Z"
33,47,295,41,191239,8,"2022-09-16T16:11:35.329440Z"
210,69,255,92,191239,8,"2022-09-16T16:06:18.620158Z"
411,64,594,70,191239,8,"2022-09-16T16:06:18.619902Z"
29,67,346,45,191239,8,"2022-09-16T16:06:18.619661Z"
446,81,293,81,191239,8,"2022-09-16T16:06:18.619429Z"
527,57,111,65,191239,8,"2022-09-16T16:06:18.619199Z"
19,65,142,76,191239,8,"2022-09-16T16:06:18.618964Z"
301,122,305,68,191239,8,"2022-09-16T16:06:18.618696Z"
197,41,445,50,191239,8,"2022-09-16T16:06:18.618468Z"
295,41,8,48,191239,8,"2022-09-16T16:06:18.618226Z"
16,51,26,46,191239,8,"2022-09-16T16:06:18.617971Z"
367,49,586,45,191239,8,"2022-09-16T16:06:18.617685Z"
306,72,128,55,191239,8,"2022-09-16T16:06:18.617448Z"
548,39,478,50,191239,8,"2022-09-16T16:06:18.617189Z"
15,49,152,45,191239,8,"2022-09-16T16:06:18.616843Z"
586,45,510,50,191239,5,"2022-08-29T15:37:17.732652Z"
594,70,319,62,191239,4,"2022-08-27T07:03:27.921073Z"
445,50,429,47,191239,4,"2022-08-26T11:46:07.404298Z"
26,45,276,59,191239,3,"2022-08-19T08:07:24.946447Z"
199,41,302,55,3014705,38,"2023-05-27T06:42:23.172569Z"
569,41,365,41,3014705,37,"2023-05-19T11:27:45.342073Z"
329,48,377,44,3014705,37,"2023-05-19T11:27:07.186622Z"
284,68,448,53,3014705,36,"2023-05-09T10:53:29.790902Z"
365,41,3,48,3014705,34,"2023-04-28T11:09:11.419874Z"
290,48,8,46,3014705,33,"2023-04-24T13:43:56.082547Z"
8,46,329,48,3014705,32,"2023-04-18T11:09:03.800330Z"
166,50,596,46,3014705,32,"2023-04-18T11:05:48.312231Z"
3,49,699,65,3014705,30,"2023-04-06T18:11:59.472131Z"
102,39,473,43,3014705,29,"2023-03-20T22:46:38.229820Z"
699,65,569,42,3014705,28,"2023-03-16T16:56:26.978800Z"
473,43,455,50,3014705,27,"2023-03-10T15:00:06.110844Z"
293,78,368,61,3014705,26,"2023-03-01T22:21:04.009293Z"
279,80,145,76,3014705,25,"2023-02-24T14:12:29.312240Z"
145,76,625,54,3014705,25,"2023-02-24T14:09:53.119159Z"
11,68,297,87,3014705,25,"2023-02-24T14:09:53.118959Z"
480,54,19,65,3014705,25,"2023-02-24T14:09:53.118683Z"
625,54,166,51,3014705,25,"2023-02-24T10:37:08.200120Z"
166,51,40,72,3014705,25,"2023-02-24T10:35:14.659052Z"
297,87,145,76,3014705,25,"2023-02-24T10:35:14.658775Z"
285,73,280,65,3014705,25,"2023-02-24T10:35:14.658406Z"
463,41,377,44,3014705,25,"2023-02-23T21:40:28.640979Z"
19,65,160,71,3014705,25,"2023-02-23T21:40:28.640745Z"
280,65,302,54,3014705,25,"2023-02-23T21:40:28.640493Z"
548,38,425,55,3014705,25,"2023-02-23T21:40:28.640104Z"
318,122,427,116,3014705,25,"2023-02-23T21:40:28.639875Z"
40,72,594,66,3014705,25,"2023-02-23T21:40:28.639637Z"
145,76,596,46,3014705,25,"2023-02-23T21:40:28.639393Z"
283,127,293,78,3014705,25,"2023-02-23T21:40:28.639153Z"
381,41,569,42,3014705,25,"2023-02-23T21:40:28.638915Z"
314,80,303,78,3014705,25,"2023-02-23T21:40:28.638682Z"
13,84,407,62,3014705,25,"2023-02-23T21:40:28.638444Z"
343,38,329,48,3014705,25,"2023-02-23T21:40:28.638194Z"
10,47,448,55,3014705,25,"2023-02-23T21:40:28.637942Z"
555,38,299,48,3014705,25,"2023-02-23T21:40:28.637701Z"
426,39,455,50,3014705,25,"2023-02-23T21:40:28.637397Z"
293,78,368,61,3014705,25,"2023-02-21T00:52:36.772054Z"
329,48,520,55,3014705,24,"2023-02-18T08:37:22.467250Z"
569,42,169,54,3014705,24,"2023-02-16T19:21:21.281105Z"
596,46,255,91,3014705,22,"2023-01-25T21:28:37.354602Z"
368,61,340,71,3014705,22,"2023-01-25T21:28:08.609981Z"
594,67,95,58,3014705,16,"2022-11-07T12:26:09.992465Z"
520,55,276,59,3014705,15,"2022-11-03T13:17:32.541936Z"
377,44,463,42,3014705,14,"2022-10-25T16:02:04.875134Z"
463,43,249,44,3014705,13,"2022-10-21T15:30:47.657685Z"
255,92,326,102,3014705,13,"2022-10-21T13:49:02.200791Z"
169,55,469,53,3014705,11,"2022-10-11T21:10:30.185404Z"
299,50,292,45,3014705,10,"2022-10-06T21:13:15.486999Z"
292,45,308,50,3014705,9,"2022-10-01T09:29:05.545301Z"
249,44,14,42,3014705,9,"2022-09-29T21:22:49.261175Z"
276,60,167,45,3014705,3,"2022-08-16T21:24:28.336880Z"
302,55,290,50,3014705,2,"2022-08-08T13:25:42.797920Z"
308,50,129,55,3014705,2,"2022-08-08T13:25:21.633328Z"
141,44,463,40,3014211,36,"2023-05-10T21:55:14.062671Z"
356,71,145,74,3014211,36,"2023-05-08T21:50:18.879427Z"
463,40,337,41,3014211,34,"2023-04-28T21:27:33.542535Z"
104,54,70,51,3014211,34,"2023-04-28T20:25:10.496571Z"
337,41,39,45,3014211,34,"2023-04-28T20:25:10.486622Z"
288,87,454,84,3014211,33,"2023-04-21T18:33:18.441214Z"
427,117,288,87,3014211,32,"2023-04-20T21:29:46.010953Z"
594,67,145,74,3014211,32,"2023-04-20T21:29:46.010706Z"
346,43,314,80,3014211,32,"2023-04-20T21:29:46.010462Z"
171,55,304,97,3014211,32,"2023-04-20T21:29:46.010221Z"
369,54,261,80,3014211,32,"2023-04-20T21:29:46.009967Z"
19,69,70,51,3014211,32,"2023-04-20T21:29:46.009718Z"
285,74,610,50,3014211,32,"2023-04-20T21:29:46.009475Z"
448,53,586,46,3014211,32,"2023-04-20T21:29:46.009239Z"
358,45,341,43,3014211,32,"2023-04-20T21:29:46.008993Z"
478,50,426,39,3014211,32,"2023-04-20T21:29:46.008720Z"
281,54,2,45,3014211,32,"2023-04-20T21:29:46.008402Z"
288,87,454,84,3014211,32,"2023-04-17T21:50:26.160702Z"
341,43,286,43,3014211,31,"2023-04-10T14:58:45.404944Z"
70,51,169,54,3014211,28,"2023-03-16T21:14:43.029463Z"
39,43,463,41,3014211,28,"2023-03-16T21:14:43.022771Z"
169,54,373,47,3014211,25,"2023-02-20T12:37:13.476091Z"
286,43,112,50,3014211,25,"2023-02-20T12:37:13.471728Z"
426,39,254,40,3014211,23,"2023-02-11T09:08:16.353617Z"
304,97,519,63,3014211,22,"2023-02-02T18:37:03.732604Z"
373,47,225,63,3014211,22,"2023-02-02T18:37:03.732382Z"
463,41,430,50,3014211,22,"2023-02-02T18:37:03.732134Z"
254,40,398,46,3014211,22,"2023-02-02T18:37:03.731797Z"
2,45,147,48,3014211,21,"2023-01-20T18:05:55.652669Z"
586,45,477,44,3014211,17,"2022-12-23T10:48:31.022213Z"
477,44,587,45,3014211,12,"2022-10-17T20:11:25.095911Z"
225,63,486,50,3014211,12,"2022-10-17T19:45:02.386456Z"
587,45,299,50,3014211,10,"2022-10-06T19:46:59.029137Z"
610,50,286,45,3014211,9,"2022-09-19T20:02:20.328729Z"
286,45,457,49,3014211,6,"2022-09-02T19:17:55.948775Z"
299,50,533,45,3014211,2,"2022-08-08T11:06:35.723461Z"
169,57,305,71,4445297,38,"2023-05-28T12:57:04.195861Z"
102,40,254,38,4445297,37,"2023-05-20T09:34:11.278053Z"
356,71,80,73,4445297,36,"2023-05-13T09:05:36.196051Z"
116,56,107,52,4445297,36,"2023-05-13T09:04:45.804531Z"
80,75,427,114,4445297,34,"2023-04-29T09:07:43.514300Z"
335,72,346,44,4445297,34,"2023-04-29T09:07:43.513790Z"
283,130,333,94,4445297,34,"2023-04-29T09:07:43.506531Z"
40,77,80,76,4445297,33,"2023-04-25T15:54:56.709883Z"
124,56,303,73,4445297,33,"2023-04-25T15:54:56.709402Z"
377,45,146,58,4445297,33,"2023-04-25T15:54:56.703327Z"
305,72,335,69,4445297,31,"2023-04-15T09:02:54.988433Z"
333,96,7,67,4445297,30,"2023-04-08T09:10:14.763282Z"
594,67,427,117,4445297,29,"2023-04-01T08:48:38.734907Z"
145,76,318,117,4445297,29,"2023-04-01T08:48:38.734642Z"
40,75,80,78,4445297,29,"2023-04-01T08:48:38.734378Z"
333,96,346,43,4445297,29,"2023-04-01T08:48:38.734152Z"
116,55,303,73,4445297,29,"2023-04-01T08:48:38.733911Z"
261,83,7,68,4445297,29,"2023-04-01T08:48:38.733668Z"
461,44,586,48,4445297,29,"2023-04-01T08:48:38.733390Z"
258,44,197,39,4445297,29,"2023-04-01T08:48:38.733158Z"
139,60,10,47,4445297,29,"2023-04-01T08:48:38.732906Z"
102,39,254,40,4445297,29,"2023-04-01T08:48:38.732646Z"
729,45,133,46,4445297,29,"2023-04-01T08:48:38.732319Z"
586,48,146,58,4445297,29,"2023-04-01T08:45:15.902844Z"
427,117,297,87,4445297,27,"2023-03-11T10:18:31.022573Z"
80,78,11,66,4445297,27,"2023-03-11T10:18:31.022053Z"
107,51,283,127,4445297,27,"2023-03-11T10:18:31.016397Z"
297,87,427,117,4445297,25,"2023-02-24T14:35:27.248085Z"
283,127,333,98,4445297,25,"2023-02-24T14:35:27.242047Z"
11,67,345,65,4445297,22,"2023-02-03T17:36:40.796923Z"
303,77,369,58,4445297,22,"2023-02-03T17:36:40.796658Z"
333,99,301,124,4445297,22,"2023-02-03T17:36:40.796398Z"
7,69,211,44,4445297,22,"2023-02-03T17:36:40.796127Z"
332,53,306,70,4445297,22,"2023-02-03T17:36:40.795721Z"
427,116,210,71,4445297,20,"2023-01-13T17:55:11.697257Z"
211,45,142,75,4445297,20,"2023-01-13T17:55:11.692602Z"
210,71,297,90,4445297,19,"2023-01-02T12:57:11.040723Z"
301,126,314,83,4445297,17,"2022-12-26T10:12:13.640869Z"
297,90,66,57,4445297,17,"2022-12-26T10:11:42.109031Z"
369,58,283,127,4445297,17,"2022-12-26T10:11:42.108613Z"
335,67,160,73,4445297,17,"2022-12-26T10:11:42.108178Z"
142,75,19,64,4445297,17,"2022-12-26T10:11:42.107754Z"
197,40,545,40,4445297,17,"2022-12-26T10:11:42.107323Z"
146,58,448,55,4445297,17,"2022-12-26T10:11:42.106880Z"
10,47,295,40,4445297,17,"2022-12-26T10:11:42.106457Z"
254,41,548,39,4445297,17,"2022-12-26T10:11:42.105978Z"
133,45,376,52,4445297,17,"2022-12-26T10:11:42.100520Z"
345,67,356,75,4445297,16,"2022-11-12T10:05:18.778670Z"
356,75,210,69,4445297,15,"2022-11-01T05:42:28.694484Z"
314,84,111,68,4445297,13,"2022-10-22T06:55:50.997072Z"
111,69,301,122,4445297,12,"2022-10-18T16:02:34.418522Z"
283,127,261,80,4445297,12,"2022-10-18T16:02:34.414252Z"
448,55,146,60,4445297,11,"2022-10-14T16:38:47.737775Z"
66,57,594,70,4445297,9,"2022-10-01T09:32:01.399390Z"
594,70,237,44,4445297,8,"2022-09-16T16:36:21.188252Z"
210,69,28,80,4445297,8,"2022-09-16T16:36:21.188027Z"
261,79,486,51,4445297,8,"2022-09-16T16:36:21.187780Z"
301,122,283,129,4445297,8,"2022-09-16T16:36:21.187558Z"
160,72,211,45,4445297,8,"2022-09-16T16:36:21.187319Z"
295,41,285,75,4445297,8,"2022-09-16T16:36:21.187094Z"
545,40,284,68,4445297,8,"2022-09-16T16:36:21.186830Z"
376,52,307,55,4445297,8,"2022-09-16T16:36:21.186567Z"
548,39,254,40,4445297,8,"2022-09-16T16:36:21.186258Z"
357,51,448,55,4445297,6,"2022-09-03T09:02:49.458237Z"
211,45,45,49,4445297,3,"2022-08-20T09:03:57.657567Z"
448,54,295,40,4445297,3,"2022-08-20T09:03:57.653411Z"
47,51,371,59,200257,38,"2023-05-26T21:29:15.034591Z"
279,80,297,86,200257,37,"2023-05-19T13:05:39.896462Z"
8,46,313,50,200257,36,"2023-05-11T18:58:59.397192Z"
448,53,284,68,200257,36,"2023-05-08T21:46:38.442015Z"
103,65,95,57,200257,35,"2023-05-05T13:05:50.748404Z"
345,63,394,56,200257,33,"2023-04-24T11:22:50.143736Z"
371,59,374,55,200257,33,"2023-04-24T11:22:50.137737Z"
169,55,34,49,200257,32,"2023-04-18T11:36:14.827627Z"
34,49,45,44,200257,31,"2023-04-11T07:19:55.889318Z"
428,116,446,79,200257,28,"2023-03-17T17:20:49.258603Z"
80,78,394,56,200257,28,"2023-03-16T11:22:23.976382Z"
427,117,297,88,200257,28,"2023-03-16T11:22:23.976133Z"
13,85,609,73,200257,28,"2023-03-16T11:22:23.975828Z"
39,43,342,45,200257,28,"2023-03-16T11:22:23.975596Z"
139,59,312,59,200257,28,"2023-03-16T11:22:23.975358Z"
484,44,284,68,200257,28,"2023-03-16T11:22:23.975105Z"
357,60,106,47,200257,28,"2023-03-16T11:22:23.974774Z"
374,55,142,72,200257,26,"2023-03-03T11:34:12.215271Z"
95,58,262,61,200257,26,"2023-03-02T18:28:40.807781Z"
262,61,191,79,200257,24,"2023-02-16T18:04:12.251997Z"
394,56,345,65,200257,23,"2023-02-09T12:39:22.772711Z"
142,75,368,61,200257,22,"2023-01-24T12:18:22.051933Z"
106,47,513,48,200257,21,"2023-01-20T15:12:40.571559Z"
312,59,194,44,200257,20,"2023-01-13T10:37:48.192381Z"
513,48,312,59,200257,17,"2022-12-26T10:44:44.896418Z"
194,45,475,49,200257,17,"2022-12-22T11:36:20.281232Z"
345,69,408,55,200257,10,"2022-10-04T12:54:02.132154Z"
475,48,504,44,200257,10,"2022-10-04T12:54:02.124271Z"
191,79,476,69,200257,8,"2022-09-16T14:27:47.241152Z"
408,55,345,69,200257,6,"2022-09-02T18:45:10.923594Z"
609,75,225,62,200257,6,"2022-09-02T18:45:10.923111Z"
504,44,513,49,200257,6,"2022-09-02T18:45:10.922605Z"
342,44,194,45,200257,6,"2022-09-02T18:45:10.922076Z"
476,69,394,59,200257,5,"2022-08-29T15:27:47.766173Z"
345,69,191,79,200257,4,"2022-08-23T12:32:13.859799Z"
225,61,534,55,200257,3,"2022-08-16T11:27:33.357133Z"
394,60,476,70,200257,2,"2022-08-08T11:10:07.692193Z"
397,56,80,70,2359578,38,"2023-05-28T12:57:21.538347Z"
148,56,465,80,2359578,37,"2023-05-19T12:58:21.239141Z"
175,44,152,44,2359578,36,"2023-05-09T12:55:02.003312Z"
191,79,356,71,2359578,36,"2023-05-09T12:52:21.359750Z"
145,74,279,80,2359578,36,"2023-05-09T12:52:21.359224Z"
92,44,461,44,2359578,36,"2023-05-09T12:52:21.358715Z"
128,54,139,57,2359578,36,"2023-05-09T12:52:21.358094Z"
493,55,300,73,2359578,35,"2023-05-05T11:15:39.178040Z"
461,44,92,44,2359578,34,"2023-04-28T11:13:22.746944Z"
28,82,356,69,2359578,32,"2023-04-20T21:45:12.111969Z"
40,77,279,80,2359578,32,"2023-04-20T21:45:12.111437Z"
373,47,465,80,2359578,32,"2023-04-20T21:45:12.110827Z"
169,55,333,95,2359578,32,"2023-04-20T21:45:12.110285Z"
680,76,300,73,2359578,32,"2023-04-20T21:45:12.109798Z"
19,69,116,55,2359578,32,"2023-04-20T21:45:12.109223Z"
283,128,107,51,2359578,32,"2023-04-20T21:45:12.108747Z"
357,62,459,48,2359578,32,"2023-04-20T21:45:12.108109Z"
538,43,332,49,2359578,32,"2023-04-20T21:45:12.107531Z"
16,53,139,59,2359578,32,"2023-04-20T21:45:12.107025Z"
285,74,44,44,2359578,32,"2023-04-20T21:45:12.106536Z"
175,44,455,49,2359578,32,"2023-04-20T21:45:12.106046Z"
182,44,307,54,2359578,32,"2023-04-20T21:45:12.105497Z"
455,49,152,44,2359578,32,"2023-04-19T16:13:06.403806Z"
44,44,430,51,2359578,30,"2023-04-07T13:43:31.415404Z"
300,73,493,55,2359578,30,"2023-04-06T14:47:48.060179Z"
92,44,199,43,2359578,27,"2023-03-08T19:32:22.504243Z"
430,51,14,42,2359578,26,"2023-03-04T10:33:37.459343Z"
199,43,573,39,2359578,25,"2023-02-20T22:51:02.695235Z"
459,48,329,48,2359578,24,"2023-02-18T08:38:38.286481Z"
14,42,127,48,2359578,22,"2023-02-02T18:13:43.042578Z"
493,55,304,97,2359578,21,"2023-01-20T12:26:43.205915Z"
107,51,300,73,2359578,21,"2023-01-20T12:26:43.194909Z"
329,48,106,47,2359578,20,"2023-01-13T15:49:44.553452Z"
573,39,199,44,2359578,18,"2022-12-29T23:27:28.017029Z"
127,48,612,45,2359578,18,"2022-12-29T15:06:37.995190Z"
612,45,457,48,2359578,17,"2022-12-24T11:06:29.371271Z"
106,47,14,42,2359578,17,"2022-12-24T10:59:47.191909Z"
199,44,106,47,2359578,16,"2022-11-10T23:37:58.829656Z"
332,47,520,55,2359578,15,"2022-11-03T21:12:23.482608Z"
106,47,429,46,2359578,15,"2022-11-02T16:06:29.878428Z"
14,42,487,43,2359578,14,"2022-10-27T19:30:48.890868Z"
487,43,477,44,2359578,12,"2022-10-17T12:56:19.719365Z"
